word,1,2,3,4,5,6,7,8,9,10
number,-0.240452,1.510481,0.637491,1.019561,0.210615,1.89683,-0.323313,-0.029473,-0.147233,-0.027171
function,0.644033,0.515194,0.043828,-0.034243,-0.228788,3.400404,0.671475,-0.588151,-0.834298,-0.063259
one,0.149802,1.508587,0.544846,1.223205,0.14712,1.291891,0.055802,0.492992,1.30134,0.411125
set,0.043793,1.148969,0.675562,0.513158,0.624132,1.582961,-0.242556,0.073695,0.847683,0.724646
group,-0.200667,0.803444,-0.018361,1.494203,0.0705,1.050451,0.411645,-0.56632,0.549835,0.800679
space,0.1304,0.6803,0.011964,0.275268,1.315591,2.281702,0.537483,-0.035557,0.11249,0.366999
two,-0.25727,1.53487,0.437699,1.399717,0.475287,1.215688,-0.176131,0.939401,0.854919,0.243769
theory,0.765915,-1.243818,1.194738,-0.089012,-0.733546,2.977384,1.375218,-0.835719,0.005918,0.018094
point,-0.75877,1.629902,0.481915,0.809692,0.5263,1.483824,-0.725732,0.126587,0.310212,-0.269026
theorem,0.876048,-1.548922,0.87536,-1.961438,-0.289704,2.692787,-0.035316,0.511124,-0.990123,-0.423669
example,1.080328,0.879658,0.542722,0.599962,0.292626,2.33734,0.68893,-0.227379,0.206105,-0.113601
form,0.566994,1.096091,0.439529,1.281578,0.215848,1.567211,1.020757,0.405643,0.250674,-0.198797
define,0.574156,0.847491,0.819312,0.079686,-0.081674,2.836071,0.765401,-0.885699,-0.632126,-0.492298
graph,0.892453,-0.305458,0.858524,-1.424497,0.84872,2.324123,0.182287,-0.516861,-1.051408,-0.932332
value,0.318316,1.369257,0.572775,0.119342,-0.215931,2.725692,0.511653,-1.136165,-0.214131,-0.401452
problem,0.219316,0.426252,-0.193379,-0.074749,-0.727619,2.698886,0.604348,-0.354781,0.527911,0.198143
mathematic,0.04389,-1.222921,1.296171,-0.111109,-0.207787,1.545145,1.617328,-1.291638,-1.079606,0.442329
order,0.122752,1.402581,0.632219,0.723942,-1.007298,1.347139,0.070689,0.736783,0.262275,0.601843
equation,0.841574,-1.339609,0.21816,-0.988062,-0.203805,3.339932,0.043153,0.264831,-1.225007,-0.815254
first,-0.581063,1.018769,0.622329,1.578477,0.015897,0.620201,-0.07546,0.494553,1.053579,1.220491
