word,1,2,3,4,5,6,7,8,9,10,11,12,13
algebraic,-0.954708,-0.808409,0.780615,0.717341,-1.338987,1.159679,-2.505203,0.641303,0.196677,1.650669,-1.55608,0.888753,-0.870012
formula,-1.425285,-0.613826,0.286648,0.696684,-0.311862,-0.054722,-2.190562,0.436072,-0.78779,-0.719777,-0.324373,0.392211,-0.212605
ring,0.157407,-0.249388,-0.004349,1.620339,-0.795423,-0.120954,-0.755534,0.785129,-0.639013,-0.137187,0.132213,0.538871,1.081932
edge,0.322911,0.018707,1.180816,1.353764,-1.590432,0.265909,-0.296252,1.164714,-0.242271,-0.535344,0.440923,1.002975,1.184079
sum,-1.263136,0.462112,0.274737,0.812686,0.001074,1.109912,-1.856178,-0.70993,-0.309119,0.218121,0.087476,0.789671,0.620343
plane,0.050219,-1.096647,-0.205105,1.427566,-0.943944,0.120686,-0.522147,0.014171,0.208609,-0.618381,1.259495,1.05283,0.461192
analysis,-2.296146,-1.258577,-0.071413,-0.744574,-1.06534,0.649856,-0.583058,0.554971,0.406326,1.650639,-0.111637,1.462779,0.627754
dimension,-0.676142,-1.103908,0.900384,0.907804,-0.639718,1.024087,-1.168693,0.390477,-0.267158,0.591126,0.323182,1.470838,0.512964
curve,0.234302,-0.173663,1.221543,0.530651,-2.177037,1.139206,-1.344908,0.568824,-0.019748,-0.282081,0.871814,1.430093,-0.026077
type,-0.587906,-0.20494,-0.33788,0.640405,-0.553029,-0.32823,-0.789976,1.092371,0.244161,0.610309,1.089179,2.405025,1.09138
operator,-1.705362,-0.276331,0.103406,1.15456,-0.401373,-0.569119,-0.80693,0.013531,0.765008,-0.162976,0.731471,0.785808,-0.481545
prove,-0.842121,-0.694564,0.01601,0.581253,-0.683986,0.192522,-0.906727,-1.056451,0.568554,-0.426922,0.200103,0.135333,1.625311
probability,-1.738853,-0.94438,0.11455,-0.147224,-1.391456,1.884019,-1.938334,-0.682339,-0.041283,0.409673,-0.063299,1.670392,-0.047698
structure,-0.392802,-0.157399,0.756105,0.272914,-1.063971,-0.409401,-1.154438,1.613932,1.860077,0.307499,-0.004222,1.800253,1.030416
representation,-1.326048,-0.578304,1.03417,0.223706,-0.254384,1.045426,-1.406288,0.254284,1.016734,0.619557,-1.196876,0.888443,0.652021
series,-1.007621,-0.958081,0.74505,0.848363,0.809434,0.107472,0.732913,1.394276,-1.384455,-0.098888,0.916483,-0.482509,1.368424
prime,-1.285361,-0.336874,-1.171552,0.705444,0.928536,0.179342,-0.40582,-0.233007,0.640175,-0.68676,-0.86228,-0.585976,0.508631
measure,-1.220217,-0.387853,0.029559,-0.471182,-1.039528,0.680973,-1.110967,0.03532,0.678707,-0.448409,0.984357,2.158009,1.202264
equal,-1.175068,-0.015078,0.356025,0.299236,-0.296501,1.485574,-1.729442,-0.095659,0.315749,-0.976486,-0.08117,1.107114,1.034732
lie,0.948499,0.123071,0.180918,0.479396,-0.319003,0.502788,-0.249268,0.583939,1.039312,-0.266267,0.580476,0.453788,1.67385
manifold,-0.416692,-0.47951,0.475206,1.331394,-2.102177,0.424028,-2.439353,-0.020275,-0.16601,0.945093,-0.270141,0.935789,-0.867187
degree,-1.463844,-0.000331,0.22072,-0.370938,-0.606118,0.739489,-0.68705,1.488503,1.425628,0.04744,-0.627773,0.503812,0.301027
differential,-1.433781,-1.009545,0.091395,0.39232,-1.877977,0.540622,-2.08604,0.225959,0.182554,0.499964,-0.253811,1.397963,-0.665827
$\mathbb{C}$,-0.846429,0.295092,-1.647411,0.786658,-0.040092,0.577093,-0.94359,1.917216,-0.5307,0.198488,1.157074,0.667169,-0.238435
regular,-1.159227,0.012441,0.897937,0.876322,-0.281071,0.726655,-0.428841,1.085297,0.059299,-1.446472,0.340281,-0.115375,0.741099
second,-0.460067,-0.320009,-0.208747,0.912589,0.633169,0.6419,-0.598619,1.201764,0.163609,-1.426688,0.550044,-0.512023,1.476093
triangle,0.500908,-0.137417,0.973083,0.90759,-1.105232,0.875289,-0.45911,0.664086,-0.317104,-0.168361,-0.269119,0.679454,-0.139598
subset,-1.341034,0.425899,0.895979,1.423181,-0.86947,1.365153,-1.767005,-0.050681,0.154114,1.021351,-0.707561,1.983424,-0.121739
circle,0.477099,-0.567883,1.401826,0.715834,-0.447901,0.489238,-0.2212,0.76983,0.366949,-0.063132,-0.1819,0.159277,0.943066
relation,-1.478091,-0.754179,-0.304692,-0.574613,0.326556,0.624975,-0.614685,0.00496,1.739026,0.087715,-1.195238,0.546022,1.132943
positive,-1.827164,-0.737298,0.317022,-0.0806,-0.818169,1.074809,-0.643074,-0.083451,-0.928481,-0.132907,-0.425167,1.161136,1.829196
simple,-0.823909,-0.586556,1.314007,1.084075,-0.784854,-0.261901,-1.697599,0.106909,-0.337793,0.869994,0.330918,1.483387,1.652437
topology,-0.807716,-0.450805,1.050587,1.27122,-1.6373,0.778917,-1.976042,0.229059,0.199791,1.485029,-0.745416,0.912431,-0.992262
category,-1.495488,-0.368962,0.893491,-0.227653,0.111222,0.469867,-0.323755,1.263279,-0.085293,-0.423259,-0.568745,1.155788,0.639099
surface,0.145112,-0.676889,-0.001516,0.595164,-2.21841,-0.443976,-0.94269,0.908725,0.095416,-0.31389,1.333899,2.527158,1.15951
constant,-0.645781,-1.188492,-0.334296,0.230984,-1.199907,0.504676,-1.97288,-0.612449,-0.094997,-0.125037,0.440671,1.206734,0.960041
application,-3.03855,-0.559332,0.406182,0.197435,-0.418668,-0.953614,-0.774724,0.411493,0.537471,1.024117,0.863664,1.962209,0.165781
integral,-1.021389,-0.981321,0.515615,0.540754,-0.877089,0.269415,-1.769604,0.339652,0.491835,0.24363,-0.762933,1.30244,-0.205066
coordinate,-1.293844,-0.415801,0.045662,0.214534,-0.785097,0.360388,-0.53647,0.343261,1.135643,-0.196165,-0.286478,1.606904,-0.371075
complete,-0.609654,-0.240221,0.396847,0.437278,0.426088,0.069729,-0.789074,1.212808,1.239905,-0.024128,0.959871,-0.124567,0.83894
root,-0.031949,0.248896,0.490682,0.120442,-0.772738,0.539122,-0.497206,0.729251,-0.226554,0.575854,-0.811131,1.203022,1.813769
length,0.309233,0.054093,0.520556,0.879774,-0.765565,0.973558,-1.042058,1.280058,-0.511594,-0.678416,1.201265,1.878594,1.35393
continuous,-0.854563,-0.772904,0.778792,0.628936,-1.438342,0.309001,-1.144774,0.11522,0.75528,-0.144688,0.643827,1.986498,0.528182
logic,-1.735332,-1.402739,1.10786,0.42497,-0.36925,1.012459,-1.210539,-0.306156,-0.032347,1.807988,-0.345751,0.734606,-0.410729
external,-0.611121,-0.451706,-0.242479,-0.295894,0.945175,-0.264334,0.344095,2.628921,0.236866,0.269745,0.281521,-0.248626,0.619982
side,0.467446,0.050036,0.606514,1.408694,-0.431312,-0.218387,-0.439429,1.132124,0.278027,-1.580913,0.467864,0.226728,1.806958
unit,-1.170507,-0.039689,-0.683225,0.906883,0.244684,-0.027283,0.114025,0.793438,1.492356,-0.669051,1.747413,1.702503,0.315038
equivalent,-1.208808,0.055396,0.126151,0.449477,0.241098,0.615105,-1.593676,0.355372,0.398995,-0.054663,0.315098,1.741444,0.312036
conjecture,-0.199928,-0.620663,0.146086,0.323921,-1.605769,1.21466,-1.922927,-0.789172,-0.146475,1.465969,-1.000928,0.047384,-0.636794
infinite,-0.581517,-1.261397,1.202254,1.267482,-0.692873,1.54967,-1.239626,-0.356091,-0.920562,0.663568,-0.221918,1.174653,0.308411
operation,-1.492024,-0.484646,-0.647298,0.726518,-0.081077,-0.955738,0.629964,0.14306,1.707479,-0.788365,1.468482,0.782506,0.708357
angle,0.156669,-0.879541,0.672031,1.474789,-1.912311,0.849869,-1.171547,0.37686,-0.319217,-0.799925,0.786063,1.557507,0.603749
random,-1.134692,-0.855278,0.63745,0.588811,-0.968636,0.964843,-0.81291,-0.293239,-0.799342,1.028485,0.519753,0.947926,0.560913
basis,-1.453839,-0.379604,0.105473,0.165115,-0.193029,0.788267,-0.675901,0.219946,1.146784,-0.194088,0.107812,1.207975,0.9415
natural,-0.298916,-0.01504,0.152814,-1.144156,-0.928041,-0.093656,-0.388071,1.215366,1.021302,0.796552,0.00667,1.551219,1.639443
power,-1.217782,-0.524624,-0.103494,0.906572,0.340233,-0.33273,-0.144238,-0.15533,0.60516,-0.636778,1.15131,0.789603,1.534133
area,0.302178,1.155197,0.361502,-0.249499,-0.437457,-0.03548,0.627637,1.545923,2.179998,-0.923002,0.999792,1.400425,1.671822
open,-0.616368,0.054353,0.896609,0.507549,0.138437,-0.788539,0.069022,1.407847,0.808319,-0.788141,0.695599,-0.096649,1.159301
solve,-1.642934,-0.965408,0.38689,0.725364,-1.051301,0.384727,-0.810789,-0.908334,0.20312,0.589395,-0.189159,0.807321,0.781227
pair,-0.101303,-0.190055,-0.106323,1.846478,-0.807885,0.09628,-1.026345,0.904398,-0.749402,-0.739675,0.081636,0.689038,1.323079
hold,-0.85371,0.061148,0.297276,0.41467,0.738852,0.060368,-0.154195,0.72226,1.259681,-1.239711,0.030913,-0.549728,1.464072
limit,-1.710978,0.253427,0.248206,-0.012813,-0.511068,0.014276,-0.356664,0.43959,0.871309,-0.525768,0.90528,1.141258,1.000397
special,-1.581414,-0.305742,0.352601,0.645591,0.437825,-0.296958,0.350146,0.899709,0.232684,-0.0851,0.411315,-0.046767,1.212888
generate,-1.749039,-0.376177,0.490884,0.156143,-0.895387,-0.05527,-0.87675,0.009039,-0.110522,0.173951,0.98501,2.181559,0.901666
coefficient,-1.242256,-0.666532,-0.077521,0.328339,-1.710605,1.329513,-2.652578,-0.099969,-0.387797,-0.382226,-0.40063,1.743496,-0.519872
standard,-1.991868,-0.343432,0.923084,0.63412,0.302091,-0.316445,-0.84011,0.80286,0.506182,-0.05773,0.857426,1.625205,0.457225
identity,-1.18434,-0.628412,0.426928,0.09253,0.097967,0.957365,-0.294856,-0.454203,0.346183,0.744383,-1.068953,0.637663,1.709144
four,-0.353909,-0.16795,0.244303,1.1494,0.195584,0.240769,-0.388842,1.443447,0.359841,-1.024146,0.857806,-0.003261,1.527773
rule,-1.1217,-0.061823,-0.16203,0.642524,0.931367,1.043876,-0.880192,-0.584523,1.544464,-0.541043,-0.354713,0.319457,1.550128
topological,-0.728427,-0.654685,0.840442,1.45876,-1.983599,0.957425,-2.380482,-0.213459,0.299721,1.613305,-1.006871,1.4025,-0.897709
computer,-2.949588,-1.028594,0.887948,0.736969,0.053273,-0.884481,0.462834,0.87492,0.05313,1.361287,0.582283,0.57872,-0.05378
derivative,-1.38092,0.018209,-0.287349,0.419565,-0.507519,-0.245382,-1.958185,-0.045977,-0.51016,0.796582,-0.212134,1.951311,-0.066434
symmetry,-0.149222,-1.144969,0.711257,1.140242,-1.428786,1.014968,-2.093477,0.064093,-0.400071,0.527156,-0.894963,1.824841,-0.638658
compact,-0.796791,-0.286283,1.069072,1.091975,-0.770745,-0.120395,-1.311052,0.605731,-0.211918,0.003544,0.595484,1.592763,-0.347612
factor,-1.99513,-0.44841,-0.556341,-0.258422,-1.352395,0.768203,-0.509051,-0.074169,0.018648,0.04864,-0.22034,2.02085,1.382776
family,0.220456,1.16334,-0.797775,-0.097124,0.52686,0.591431,-0.094328,0.819337,0.85081,0.683527,0.339469,-0.341818,2.151002
transform,-0.283161,-0.747878,0.455171,0.503887,-0.62171,-0.31537,-0.541498,-0.158337,0.354106,0.555643,-0.278511,1.000563,0.887502
convex,0.48723,0.151126,1.598027,1.388028,-2.483935,1.399386,-2.126532,0.310762,-0.091227,-0.040762,-0.721677,1.531667,-0.290233
domain,-1.232763,-0.002703,-0.3641,1.079892,-0.15423,0.022089,-1.108174,0.078932,1.023607,1.08661,-0.324712,1.931714,0.263101
subgroup,0.18767,0.713021,-0.123856,0.997107,-0.76914,1.233579,-1.333708,0.477216,0.36889,0.612703,-1.633867,1.927536,-0.703573
construct,0.185496,0.262881,0.974912,0.767013,-0.539635,-0.431229,-0.834032,0.860876,1.894627,0.4237,1.011127,0.780039,0.792177
axiom,-1.149078,-0.832568,0.603088,0.722005,-0.525303,1.106778,-2.192334,-1.098775,-0.0907,0.649594,-0.64643,0.752589,-0.880241
construction,-0.429312,0.207963,0.558134,0.348795,-0.008567,-0.909041,-0.649704,0.7581,1.974239,-0.229519,1.317713,0.718172,0.55775
therefore,-0.954459,-0.226443,-0.158624,0.557759,-0.371496,0.39274,-1.36115,-0.724289,0.936597,-0.288012,-0.154293,1.657819,1.980954
compute,-2.413102,-0.66041,1.001911,0.80952,-0.901981,0.381178,-0.883676,0.50234,0.064809,1.190666,0.147716,1.640084,-0.754067
normal,-1.044023,0.046167,-0.020663,0.470765,-1.367586,0.300643,-0.657578,0.422849,0.121142,-0.411002,-0.026571,1.744527,1.223771
distance,-0.288458,-0.478417,0.348845,0.465265,-0.621379,0.62213,-0.452131,0.937648,0.351655,-1.185232,0.456996,1.305882,0.626632
notation,-0.854253,-0.861304,1.035157,1.115943,-0.179135,0.838092,-2.31779,0.262018,-0.157537,1.387613,-0.791225,1.210355,-0.522911
parameter,-1.926804,-0.889109,0.210361,0.559298,-1.499888,1.111441,-1.774786,-0.168989,-0.113791,0.714143,0.48122,2.39872,-0.138791
euclidean,-0.276435,-0.667251,1.281186,1.391651,-1.719105,1.634109,-2.611313,0.074827,0.241228,1.059166,-0.623877,1.152861,-0.860716
symmetric,-0.853085,-0.493285,0.806913,1.667409,-1.552151,1.200646,-2.394217,-0.220774,-0.146086,0.426753,-0.779715,1.761988,-0.808488
metric,-1.370893,-0.122775,0.726675,-0.020012,-0.858302,0.846575,-1.900214,0.00248,-0.107365,0.248149,0.452836,1.797502,-0.569174
test,-2.220538,-0.55219,-0.664661,0.654498,-1.022816,0.171282,-0.117432,0.246732,0.22396,-0.430084,0.783545,0.957534,0.736977
bundle,-0.924505,0.366205,1.083154,1.620853,-0.721781,-0.035354,-1.397432,-0.093853,-0.874393,0.873585,0.065066,1.420436,-0.178241
center,-0.989566,0.326114,0.460852,-0.652755,-0.328219,0.230849,0.845397,2.049412,0.784523,-0.651495,0.286932,0.262124,0.553826
symbol,0.051446,-0.390349,1.099101,0.730887,0.551981,0.537705,-0.698358,0.364004,0.352614,0.586842,-0.760673,1.65118,0.912908
projective,-0.187129,-0.322725,1.010864,1.307675,-1.590991,1.214734,-2.521046,-0.283676,-0.067718,1.215745,-0.81912,1.360473,-1.085825
sphere,0.033183,-1.297565,0.785542,0.449784,-0.754181,0.396504,-0.946643,-0.021644,0.366005,0.358935,-0.551406,1.478053,0.328617
interval,-0.546529,-0.512918,0.731855,0.689673,-1.257784,1.432571,-1.718042,-0.045032,-0.133477,-0.681576,0.52785,1.776451,0.308299
single,-0.85965,-0.50897,0.205866,1.179907,0.149487,0.039171,-0.266914,1.299988,-1.530558,-0.660537,0.993351,0.41029,1.770444
geometric,0.082656,-1.168901,1.964622,0.670084,-1.308964,0.381678,-2.07325,0.775637,0.189318,1.247665,-0.734284,1.586232,0.020497
ideal,-0.433354,-0.755311,0.993721,0.066727,-0.630924,0.210775,-0.934591,-0.314416,0.381311,0.305517,-0.801674,1.075723,1.302737
dual,-1.421599,-0.151769,0.567014,1.597853,-0.316254,-0.012728,-0.850199,0.827124,0.225271,-0.419272,0.158744,1.23745,-0.414884
module,-1.794596,-0.424472,0.522386,1.89594,-0.421709,-0.393877,-0.833063,0.162829,-0.186178,1.112705,0.725832,1.798121,-0.777628
invariant,-0.401232,-0.859123,0.191355,0.998258,-1.673193,1.315548,-2.864942,-0.365683,0.282467,1.005791,-0.6717,1.149275,-0.933851
$\mathbb{Q}$,-0.85872,0.000305,-0.236935,1.17668,0.048358,1.034325,-0.759575,0.696995,-1.326909,-0.005551,-0.244941,0.560788,-0.23557
index,-1.540613,-0.204024,0.364724,-0.824286,-0.051685,0.962543,-0.870362,0.840194,0.31205,0.783076,0.369405,1.517562,-0.106229
information,-2.494452,-0.551463,0.301345,-0.246565,0.153124,-0.296511,0.29815,0.284912,1.096291,0.866521,0.385968,1.106304,1.004529
transformation,-0.991794,-1.243536,0.480179,-0.04628,-0.763716,0.487692,-0.966032,0.040908,0.488173,1.013003,-0.642146,1.287885,0.437527
extension,-1.144031,0.533243,1.09786,0.669265,-0.618971,0.110793,-0.816765,0.854229,1.2556,-0.022525,0.632601,1.030648,-0.134788
