word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
number,-0.03045,-0.206494,-0.372172,-0.824701,1.194033,0.971392,0.913249,-2.887276,-0.710611,1.072318,1.414582,-2.347543,1.13838,-0.703146,-0.793438,0.212071,2.442667
function,-1.512287,1.177573,0.465184,0.034008,0.845721,0.160811,0.25104,-1.389365,-1.247632,0.098118,1.53035,-3.244412,-0.792634,-0.393725,-0.224206,-0.723606,2.778766
one,-0.942358,0.332096,-0.575081,-0.752743,1.042593,0.237419,0.190365,-3.053837,-0.790365,0.158414,0.105466,-3.070635,1.143014,0.27368,-0.075297,0.503623,0.807079
set,-1.42962,-0.521288,-1.218507,-1.082749,0.461494,0.65802,-0.080334,-2.753759,-1.514552,-1.493046,1.444454,-2.240572,-0.247033,0.007621,-0.328215,0.748983,1.89543
group,-1.272467,-0.286688,-1.12762,-1.60573,2.719538,-1.568813,0.372963,-3.088722,0.336594,0.426989,0.117782,-1.636264,-0.65099,-1.770689,-0.793069,0.757715,0.570412
space,-1.213658,0.198474,-0.720084,-0.743378,1.167897,0.03218,-0.054194,-2.769569,-1.559239,-0.799701,-0.042077,-2.360347,-1.622618,-1.221629,1.296938,1.307837,1.543163
two,-0.875338,0.166484,-0.457581,-0.729297,0.689381,0.078879,0.578926,-3.478744,-1.07476,-0.037583,-0.260097,-2.795873,1.244916,-0.034874,-0.226234,0.343359,0.536987
theory,0.280986,0.057559,0.192372,-1.185112,3.428856,0.041591,0.528926,-1.973493,-0.524035,-1.129087,0.71715,-2.03803,-1.50817,0.137342,-0.598967,0.57471,1.122193
point,-1.056123,0.640284,0.127461,0.011838,-0.363327,0.466035,-0.461277,-3.637024,-0.828228,0.136195,-0.503329,-3.061039,-0.139384,0.080211,0.751443,-0.129301,0.818757
theorem,-0.187398,0.978715,0.115723,-0.671854,1.799484,0.933325,-0.721669,-1.946317,-2.411195,0.081428,-0.277898,-2.007911,-1.313277,0.174087,-1.973536,0.860937,1.671164
example,-0.774812,0.330378,-0.643294,-0.374997,1.22053,0.201466,0.520079,-2.606279,-0.647488,0.187741,1.023674,-2.667822,-0.063011,-0.166384,-0.296947,0.107277,0.887779
