word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
product,1.444717,-0.296631,-0.212235,-0.079404,0.579545,0.279383,-0.592583,0.249045,2.269139,0.159876,0.541259,0.285999,1.188348,-0.199237,-0.375959,0.11096,-1.477101,-0.695292,-1.453789,-0.230845,-0.421609,-0.280011,0.332637,-0.485232,0.563818,1.685631,-0.294318,0.102084,-0.421982,0.240041,0.023944,-0.057665,0.225978,-1.161659,-0.013809,0.090508
state,-0.416194,1.728819,0.288323,0.342586,-0.554035,-0.969408,-0.172901,0.063665,1.344319,0.450202,-0.618782,-0.019849,-0.495009,-0.689844,-0.539894,-0.4771,-0.615948,-0.5985,0.138358,0.801329,-0.143089,0.35157,0.268204,-0.603915,-0.719492,0.514063,0.256897,0.520327,0.937057,0.480138,0.103367,-0.938402,0.357327,-0.009846,0.121541,-0.288204
sequence,1.709907,-0.564839,-0.881902,-0.086169,0.220239,-0.074569,0.45826,-1.021474,1.741168,-0.833856,-0.562684,-0.477706,-0.519415,0.293906,0.735988,-0.877085,0.869698,0.675899,-1.156971,0.459489,0.873757,-1.146021,0.209032,-0.009094,0.794821,0.653463,0.40562,0.26948,0.328317,0.246054,0.402948,-0.61687,0.337006,-0.148648,0.296695,0.557679
distribution,0.937509,-0.110716,0.373261,-0.92973,0.658492,-0.563655,-0.466168,-0.866529,1.74636,-0.518945,0.423271,-0.285079,0.027921,0.128586,-0.788416,0.462403,-0.948727,1.058406,-1.175687,0.690861,-0.714131,0.122006,0.897903,0.264886,1.038425,0.872387,-1.183429,0.228543,0.193973,0.50109,-0.4543,-0.586503,0.909041,0.060303,0.298741,-0.269601
variable,1.369894,-1.307983,0.267226,-1.148261,-0.373731,0.376516,-0.109744,-0.196075,2.032305,-0.816496,-0.998754,0.271487,-0.487583,-0.002029,-0.013516,-0.316372,-0.009333,0.765666,-1.28014,0.290883,-0.542203,-0.614714,0.676851,0.90122,1.645644,0.836139,-0.607671,-0.087341,0.168446,0.869883,0.040963,-0.861771,0.95602,-0.275346,0.417566,-0.545268
solution,1.18537,-0.641268,-0.031139,-0.278306,0.12679,0.18283,-0.513985,0.288337,2.143265,0.429501,-0.281586,0.398475,0.14868,-0.086763,-0.589124,-0.020557,-0.274102,-0.545175,-0.863097,0.348286,-0.701785,-0.151706,1.180813,-0.711355,0.580921,1.135979,-0.060129,-0.746739,-0.557694,-0.357076,0.439222,-0.740529,0.374663,-0.676479,0.02752,-0.336771
square,-0.372041,0.930052,0.816836,-0.487823,1.125558,1.104564,-1.003762,-0.131673,0.399519,-0.569115,-0.308524,-0.55309,-0.160949,0.621568,0.011432,0.165065,-0.184973,-0.132948,-0.72395,0.266995,0.569899,-0.159448,0.462238,-0.015119,0.080317,0.297864,0.715618,1.551894,0.627678,-1.179067,0.228316,-0.098903,1.418069,-0.309969,1.3642,0.150887
map,0.503947,1.276369,-0.336453,-0.661594,0.743932,0.52913,-0.741849,-1.078745,0.598449,0.517852,0.236162,-0.031775,-0.739672,0.408009,0.590449,-0.409279,0.645228,0.074978,-1.217758,1.025143,0.498747,0.13224,0.886099,0.097719,1.064591,0.4406,-0.458423,-0.085512,0.249107,0.120238,0.392803,-1.198543,0.985069,-1.099774,0.134984,-0.783405
class,-0.523976,0.85,0.186035,-0.372748,-0.737747,-0.05255,0.555082,0.845161,1.521427,-0.740522,-0.066938,0.14938,0.630418,-0.107453,0.484898,-0.826494,0.296103,-0.637937,-0.815275,-0.012469,-0.822973,-0.654326,-0.100355,0.523765,0.488701,-0.002439,0.137384,0.674456,0.352855,0.38888,-0.40728,0.233476,0.198304,-0.355699,1.011135,0.18456
integer,0.317208,-1.459082,-0.629573,-1.46023,1.683381,0.226855,0.172974,-0.105842,1.430667,-1.676221,-1.359123,0.071478,-0.837818,-0.882862,0.515154,-0.54697,1.220034,0.384783,-1.469419,0.191777,0.184235,-0.594454,0.914709,-0.082491,0.502214,2.100483,0.394023,0.009403,0.687717,0.187846,1.032697,-0.611509,1.271262,-0.338444,1.361257,-0.617308
