word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
three,0.14952,0.665509,-0.152861,0.147155,0.257996,-0.142601,-0.024297,0.595426,0.232234,-0.374126,0.264501,0.417819,-0.455211,-0.229471,-0.099269,-0.544848,-1.296684,-0.981573,-0.467576,0.053514,-0.194859,-0.704476,-0.055115,0.189032,-0.559199,0.614213,0.112153,-1.23221,0.20693,0.516906,0.432695
dimensional,0.42473,0.158217,0.83464,-0.107215,-0.317842,-0.835372,0.153331,-0.906895,0.738707,-0.373371,0.905161,0.675715,0.202949,0.212825,-1.083425,-0.708191,-0.000913,-0.234956,-1.346867,2.044431,1.024295,-1.320223,-0.145297,-0.553357,0.863539,-0.920289,1.435575,0.670161,0.797787,0.081148,0.603769
zero,0.698205,-0.196942,0.085722,0.700986,-0.529047,-1.176352,0.483159,-0.831084,0.107841,0.052919,0.399253,-0.092507,-0.082695,-0.250697,-0.201088,-0.308791,-0.260856,-0.38483,-0.641322,1.14017,0.595487,-0.659059,0.587311,-0.600574,0.462572,-0.328025,0.464821,-0.612142,0.306247,1.383141,-0.000567
algebraic,-0.36354,-0.116139,1.398347,-0.717883,0.530709,-1.337395,1.630043,-0.673827,-0.331312,-0.681909,1.213155,0.056599,0.061192,0.343907,-0.570064,-0.571045,0.044624,1.229578,-0.55839,1.384452,1.429619,-0.762231,-1.042203,-0.256142,0.150697,-1.015911,1.247667,1.73386,0.641836,-0.739092,-0.252036
formula,0.934895,-0.090723,0.304141,-0.145569,0.371224,-0.548618,0.892894,-0.242153,-0.126415,-0.152066,1.572236,0.637966,-1.305969,0.283649,0.913362,0.194854,-0.781015,0.847511,-0.259782,0.426595,0.550494,-1.074078,0.447855,-0.573193,-0.563811,-1.151126,0.212032,-0.289328,0.685739,1.288875,-0.205933
ring,0.491448,0.540183,-0.099511,0.344423,-0.527735,-1.056949,-0.685716,0.047108,0.643864,-0.21781,-0.051539,0.445342,-0.997512,0.363515,-0.934208,-0.434764,-0.925692,-0.377542,-0.62368,0.517521,-0.099727,-0.701741,-0.116852,-0.007079,0.131425,0.086269,0.533461,-0.193279,0.57116,0.66163,0.435973
edge,0.085454,-0.11031,0.475845,0.377638,-1.298609,-0.236257,-1.015866,0.801182,0.263505,-0.602658,-0.373659,0.571206,-0.377134,-0.76951,-0.588962,-1.276758,-0.310406,-0.803298,-0.420029,0.616552,0.16469,-0.677811,0.068918,0.321682,0.34555,-0.289169,1.271964,-0.378376,0.895072,0.241103,0.769068
sum,-0.023346,-0.956767,-0.510595,0.10507,-0.492844,-1.130291,1.548071,-0.499456,0.325125,-0.473526,0.782735,0.039721,0.3683,-0.596188,0.162045,0.531134,-0.331015,0.094119,-0.219009,1.310023,0.289486,-0.780778,-0.190542,-0.168754,-0.77064,-0.016394,0.120949,-0.298673,-0.744237,1.146229,0.904365
plane,0.11608,0.641941,0.20456,0.491789,-0.025726,-0.531058,-0.921408,-1.070829,0.124036,0.889197,0.424143,-0.383557,0.571216,-0.283323,-1.282987,-1.29259,-0.40164,-0.751591,-0.553644,0.43401,0.783739,-0.575246,0.070693,-0.063734,0.545896,0.370698,0.111092,-0.421362,1.085024,1.367153,0.743534
analysis,0.857912,-0.383977,0.703489,-0.752141,0.883548,-0.217367,0.227857,-0.697671,0.273879,-0.940323,1.058267,0.016339,0.628511,-0.086912,0.689982,-0.81589,0.894837,-1.420731,-0.436108,1.143008,1.032884,-1.560167,-0.284135,-0.684578,0.552445,-1.088067,0.159004,0.17986,0.003571,-0.580207,-0.278973
