word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
algebraic,-0.412473,-1.891755,0.984832,-1.261055,0.258963,0.193731,2.128295,-0.107279,0.727794,-1.269441,-0.733187,-1.038384,-0.015215,0.928808,1.12234,0.813162,-0.102356,-0.910529,1.391251
formula,0.826513,-0.773875,1.195175,-0.898178,0.168344,0.594938,-0.101927,-0.506931,0.277394,-1.979843,-0.765427,0.207054,-0.54946,0.629525,0.081547,-0.221263,0.108311,0.121056,-0.170251
ring,0.071467,-0.657572,-0.299868,0.107431,0.395813,0.244327,-0.224227,1.414874,0.74992,-0.500506,-0.533607,-0.000161,-1.431363,-0.578934,0.028866,-0.025316,0.335314,-0.115288,-0.91654
edge,-0.010555,-1.27768,-0.666573,-0.014964,0.479927,-0.161902,-0.616557,1.621909,-0.032298,-1.009026,-0.53511,-0.175009,-0.605171,-0.87829,0.171217,0.244887,1.449262,0.075365,0.113652
sum,-0.116034,-1.114051,0.866268,-0.802441,-0.12079,-0.734656,-0.382737,-1.110573,0.46317,-0.893774,0.277333,1.245466,-0.253262,-0.344874,0.169472,-0.77775,-0.113904,-0.620013,0.072212
plane,0.081897,-0.526228,-0.803205,-0.094702,0.242541,0.335035,-0.14416,2.222842,0.481991,-1.088423,0.792685,0.710043,-0.242748,0.357817,1.202661,-0.823181,0.457141,0.463413,-0.608824
analysis,-0.318656,-2.293879,-0.544598,-0.927852,0.038057,0.483137,0.844624,-0.866434,0.387233,-1.130698,0.067808,-1.402866,0.855767,0.708699,0.969525,-1.096854,0.294617,-0.162,-0.502082
dimension,-0.104545,-1.796196,-0.099758,-0.504519,0.172852,0.209498,0.117512,0.623711,0.511675,-1.489225,0.546829,-0.230792,-0.045319,-0.289282,1.250249,-0.322644,-0.118717,-0.086235,0.257732
curve,-0.594504,-1.349534,-0.148617,-0.360627,0.21483,-0.471751,0.412631,1.200861,0.269969,-2.21869,0.06229,0.467015,-0.13398,-0.486084,0.643641,-0.155002,1.689538,0.395055,0.874841
type,0.099566,-1.405136,-0.542225,-0.856783,-0.055194,0.914494,0.047356,0.775848,0.559882,-1.759338,-0.559103,0.03392,0.799019,-1.013912,0.334223,-0.456543,0.149063,-0.580005,-1.540865
operator,-0.156342,-0.677527,-0.119405,-0.89881,-0.171108,-0.140328,-0.581024,1.009114,0.122085,-0.912538,-0.708919,0.603666,0.570655,1.61963,0.468514,-0.467717,-0.258319,-0.206349,-0.71352
prove,0.877789,-0.958263,0.32151,-0.066624,0.059812,0.122503,-0.752221,-0.125713,0.737851,0.191023,0.062864,0.448106,0.197817,-0.051711,1.036522,-1.679069,0.576328,0.497083,-0.397607
probability,0.085358,-1.712097,-0.064937,-0.903787,0.161447,0.019582,1.468885,-1.402976,1.058572,-2.026675,0.233476,0.330091,0.020923,0.294298,1.687832,-1.235977,0.475764,0.238444,0.406046
structure,-0.586146,-2.788854,-0.035632,-0.545285,-0.804673,0.150315,0.877288,1.765387,-0.02839,-0.536278,-0.703753,-0.08538,0.600156,-0.092393,-0.315749,0.164078,1.126251,-0.01522,-0.730158
representation,0.00744,-2.520033,0.180957,0.137042,-0.936201,0.29073,0.316011,-0.381108,0.323155,-0.541725,-0.681085,-0.530565,0.08791,0.307059,0.547047,-0.289045,0.083986,-0.937986,0.768428
series,-0.129129,-0.385397,-0.547951,-0.062494,0.422322,0.909979,-2.074526,0.136812,-0.947049,-0.596395,0.24451,-1.077887,-1.180588,-0.283103,0.715685,-0.127131,-0.584024,0.366285,-0.78425
prime,1.236482,-0.209471,0.136405,0.382974,-0.757619,0.343484,-0.387394,-0.08941,-0.53553,0.507998,-0.083153,0.304424,-0.56632,1.361654,-0.207204,-1.113546,-0.593883,-1.245215,-0.368101
measure,0.116118,-1.97993,-0.029277,0.093815,-0.179281,-0.439521,0.465504,0.09123,0.247387,-1.878859,0.409473,0.617023,0.979758,-0.354705,0.532949,-1.446482,0.775069,0.006459,-0.871791
equal,0.742055,-1.807543,0.795356,0.234535,-0.294414,-0.535035,0.206208,-0.513553,-0.148395,-1.413545,-0.136811,0.79227,-0.296754,-0.335297,0.572065,-1.154381,0.554627,-0.507901,0.075006
lie,-0.533579,-0.977453,-0.440635,0.097506,-0.69921,-0.031543,-0.112149,1.100917,-0.033718,0.57724,0.371295,0.678152,-0.345147,-1.268229,-0.280851,-0.500918,1.067737,0.150122,-0.579886
manifold,-0.566322,-0.616365,0.508806,-1.444676,0.56006,-0.421555,0.986885,0.885464,1.394747,-1.493074,-0.06134,0.191604,0.166387,0.445248,0.677921,0.229591,0.604253,-0.62317,0.910366
degree,0.192085,-1.824473,0.754279,-0.719105,-0.344156,-1.10082,1.437492,0.028624,-1.507834,-0.164714,0.096645,-0.943982,0.332705,-0.23654,0.502676,-0.535613,0.518596,0.298055,-0.827582
differential,0.278602,-1.161838,0.768107,-1.021704,0.411392,-0.408169,1.39212,0.200219,0.822756,-2.189239,-0.757678,-0.273206,0.382788,0.43747,1.144114,-0.706939,0.51484,-0.005345,-0.211037
$\mathbb{C}$,-0.714958,0.118087,-0.527709,-0.962981,-0.024618,1.030393,0.631651,0.052903,-0.912082,-1.806634,-0.526008,0.488895,-0.749735,0.02357,0.057575,-0.479893,0.447707,-0.98666,-1.645187
regular,0.459153,-0.82352,0.579073,0.731789,-0.148241,-0.530849,-0.855301,0.186823,-1.077561,-0.838055,-1.166772,0.005533,-0.734953,-0.298476,0.547281,-0.134118,0.358815,0.476238,-0.576911
second,0.697399,-0.567276,0.630475,0.277617,-0.332519,0.377819,-0.598777,0.289252,-1.402626,-0.367439,-0.266152,0.57638,-1.440773,-0.442118,0.582568,-0.673106,0.380541,0.400325,-1.075727
triangle,-0.358407,-0.7177,-0.678953,0.457767,-0.007649,-0.187376,0.131932,1.31419,0.21969,-0.887886,-0.202385,-0.190608,-0.763374,0.056546,0.050604,0.609033,0.516171,-0.117351,0.827382
subset,-0.156951,-2.097705,-0.758613,-0.899463,-0.244956,-0.477163,0.740907,-0.701044,1.007011,-1.643323,-1.045127,0.375396,0.011373,-0.14271,0.685769,0.278855,-0.412394,-0.900392,0.366898
circle,-0.109585,-1.247477,0.205043,0.449252,-0.061397,0.032726,-0.405152,1.27763,-0.329289,0.333036,0.287454,-0.517809,-0.378498,-0.590308,0.183508,0.225018,0.328997,0.021563,0.288618
relation,0.646551,-1.900524,-0.161194,0.014645,-1.590406,0.350994,0.570209,-0.500717,-0.142679,0.511809,0.203924,-0.570525,0.400917,1.006472,-0.014551,-1.444906,0.220457,-0.335317,-0.065328
