word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
number,-1.155441,-0.56885,0.564165,0.233783,0.359293,0.554987,-0.465878,-0.199766,-0.974727,-0.081811,-0.162132,0.609185,0.52735,0.537043,-0.675722,0.202822,-0.170612,0.170408,-0.821318,-0.562059,1.611775
function,-0.498893,-0.651802,-1.027398,-1.279657,1.851559,0.201718,0.452959,-1.544553,-1.064985,0.114968,-0.12848,0.763034,-0.922625,0.842275,-0.157375,0.01241,1.313017,0.012866,-1.690418,-0.563541,0.968644
one,-0.885995,-0.513419,0.366412,0.398643,-0.204717,0.311657,-0.163546,-0.131353,-1.158328,0.114031,-0.62975,0.756304,-0.271191,1.122737,0.338252,0.262962,-0.058126,0.346418,-0.566104,0.137442,1.041539
set,-1.293454,-0.564843,0.046309,0.621001,0.257233,0.016141,-0.149331,-0.377338,-0.640489,-0.351823,-0.497367,0.471526,-0.321393,0.864324,0.653004,0.038364,0.144771,0.229622,-0.944823,-0.370534,1.007565
group,-0.916582,0.644271,0.757364,-0.251306,0.7467,0.574948,0.107044,-0.063021,-0.703047,0.370733,-1.369055,0.483257,-0.23783,0.5588,0.266197,-0.075543,-0.230471,0.474142,-1.279463,-0.358955,0.114227
space,-0.627986,0.26236,-0.056022,0.971279,1.219093,-0.405322,-0.198182,-1.201117,-0.192576,-0.347998,-0.597512,0.691202,-0.467138,1.055976,0.07669,-0.929179,0.796407,0.625453,-1.291591,0.062904,1.109951
two,-0.699562,-0.407317,0.345171,0.580523,-0.093319,0.417142,-0.362403,-0.281651,-0.875355,0.322793,-0.578764,0.697607,-0.736476,1.014707,0.006165,0.408802,-0.478085,0.486456,-0.618502,0.120774,1.540437
theory,-1.157661,-0.278762,-0.581847,-0.164818,0.921498,-1.165278,1.141491,0.045691,-1.012324,0.239002,-0.010761,1.712844,-0.288712,-0.143866,-0.940602,-1.097938,1.979361,0.146155,-1.764885,-1.01919,-0.315797
point,-0.719364,-0.477346,0.03478,0.855641,-0.125555,1.150345,-0.150211,-0.02503,-0.646719,0.247219,0.138553,0.652865,-0.538895,0.789384,-0.712669,-0.618111,-0.411422,0.549199,-1.129528,-0.242751,1.746847
theorem,-0.711205,-1.608055,-2.088861,-0.16936,1.001744,-0.560085,0.462484,-0.37632,1.124731,1.237828,0.785219,0.985593,-0.994658,-1.140072,-0.055488,-0.351052,2.092459,-0.468012,-2.327505,-0.803071,0.140808
