word,1,2,3,4,5,6,7,8,9,10,11
angle,-1.909136,-0.558959,-0.727686,1.793311,-1.6,0.445157,-0.202447,-1.62167,0.013191,0.301242,2.606025
random,0.289268,-0.87111,0.978805,1.078661,-1.030366,1.986753,1.9978,-0.444385,0.507981,2.336492,0.459038
basis,-0.199272,-1.872524,-0.225638,1.033682,-0.094903,1.807303,0.905421,-0.620931,-0.225027,1.371943,1.190308
natural,0.930218,-1.980468,-0.385843,0.472887,-1.026756,2.110308,0.087105,-0.636686,-0.642569,1.478943,1.107588
power,0.735802,-0.649879,-0.367055,1.665155,-0.763321,1.861821,1.066843,-0.839417,0.222888,1.263121,1.45224
area,-1.16177,-0.412274,0.611314,0.496028,-1.532174,2.156062,0.057145,-0.77824,-0.136406,0.698699,1.853874
open,-0.163963,-2.532506,1.024713,-0.116774,-1.426696,1.152703,-0.465677,0.75696,0.129724,1.566028,1.155302
solve,-0.33866,-0.051296,0.159848,1.349678,-1.467982,2.709168,-0.156405,-0.570809,0.816309,1.724123,-0.385781
pair,-0.530031,-1.488904,-0.188506,1.569951,-0.819225,1.102888,0.259289,0.362098,-0.123404,1.245095,2.357703
hold,1.286436,-1.251097,0.536003,0.352542,-0.57665,1.275986,-0.816479,-0.834045,-0.189939,2.169878,1.672513
limit,-0.049025,-1.45079,0.086507,0.989844,-0.795096,1.323527,0.564335,-0.74548,-0.430567,2.378282,0.622889
special,-0.407879,-1.475889,0.097691,0.521379,-0.709252,2.682665,-0.053309,-0.658958,-0.220436,1.025328,0.878056
generate,-0.452334,-2.176493,-0.33727,1.170107,-0.623254,1.87383,0.511987,0.393584,0.072675,1.156165,1.077366
coefficient,-0.153811,-1.016455,-0.985706,2.051127,0.02433,1.67236,1.173682,-1.670621,0.25176,1.784577,0.769336
standard,0.828963,-1.50759,0.105936,0.681719,-1.045639,2.358637,1.14213,-1.008987,0.308387,0.665056,0.782294
identity,-0.008029,-1.795509,-1.483614,1.38029,0.186929,1.522204,-0.457698,-1.429716,-0.848694,1.000653,1.314475
four,-0.829014,-0.425613,0.377987,0.996351,-1.277357,1.985745,-0.690852,-0.111845,0.328756,0.615897,2.789229
rule,0.678907,-0.308507,-0.776864,1.758072,-1.050848,1.926079,0.23605,-0.877775,-0.036006,0.998189,0.470766
topological,-0.62401,-2.803323,0.330652,-0.315811,-0.456925,2.375773,-0.38221,1.019138,-0.918845,1.699395,0.590112
computer,1.106996,-0.346608,1.359745,-0.529408,-1.474244,3.40187,0.354095,-0.479693,0.681944,0.134633,0.201365
derivative,-0.697498,-1.535164,-0.400712,0.787625,-0.256904,1.153335,0.899819,-2.47666,-0.671669,2.231121,0.610719
symmetry,-1.200074,-1.41788,-0.863803,1.122894,-0.768708,2.346419,-0.230002,0.303231,0.020079,-1.321093,1.890872
compact,-1.235512,-2.84342,-0.173572,0.366083,0.378311,1.489255,-0.617014,1.023504,-0.838784,2.360952,1.046646
factor,0.305765,-1.151426,-0.554459,1.938621,-1.246869,1.631665,0.915762,-0.589091,0.60592,1.132782,0.618794
family,-0.294315,-0.75202,0.760863,0.305252,-0.049252,1.480727,-0.276058,0.288511,-0.117631,1.486395,2.101199
transform,-1.337623,-0.961212,-0.365206,1.189902,0.121769,2.119714,1.427639,-2.144805,0.4026,1.061227,-0.042916
convex,-1.307433,-1.183948,0.881641,0.766479,0.270682,1.898138,0.339304,1.882854,0.050711,1.734783,1.913712
domain,-0.711062,-1.919284,0.002616,0.881612,-0.514188,1.780369,0.68104,0.100734,-0.47857,1.582362,0.717882
