word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ring,-0.024089,-0.663089,0.388469,0.036694,0.412821,0.012042,-0.504657,-0.078241,0.845262,0.296446,1.18739,0.992383,-0.43295,-0.18739,-0.370216,-0.254296,-0.64465,0.046352,-0.959739,0.709012
edge,-0.279438,-0.727122,-0.001613,0.623392,0.116106,0.822055,-0.057857,0.406319,1.776107,0.46088,1.646274,0.817142,0.394711,0.217669,-0.390347,-0.091902,-1.133921,-0.212168,-0.519281,0.213023
sum,0.321706,-0.772078,0.730535,-0.117833,-0.675505,1.182613,-0.492751,-0.059567,-0.368826,-0.041641,-0.710851,1.716851,-0.606692,0.794345,-0.200441,-0.466995,0.18786,0.761725,0.183769,-0.680388
plane,-0.283571,-2.002996,0.728256,-0.247045,0.368084,0.203468,0.066567,-0.336725,0.459556,-0.101183,0.93942,-0.215054,0.170636,-0.786439,-1.154953,0.265142,-1.156413,-0.31628,-0.966027,0.478017
analysis,1.096516,-0.088057,0.275607,-0.287838,0.643969,2.919463,0.338717,-0.085213,0.236869,0.468425,-0.80627,0.118057,0.518122,-1.571195,-0.754188,-0.858828,0.231016,-0.115854,0.439001,0.404007
dimension,0.277567,-1.580396,0.440553,-0.36714,0.275614,1.502602,0.143452,0.341539,0.872844,0.392419,-0.172492,0.746308,0.139621,-0.476878,0.016031,-0.938099,-0.684424,0.114235,0.109812,0.589973
curve,-0.482642,-1.576442,0.065431,0.51457,-0.348738,1.738542,-0.397754,1.319564,0.751644,0.253435,1.471223,0.418066,0.634634,-0.026594,-0.662408,-0.712692,-0.953992,0.072325,0.566968,0.267602
type,0.911275,-1.146887,-0.175823,-0.397783,-0.098333,1.673182,-0.064926,-0.419803,1.624506,-0.253004,0.43538,0.393263,-1.211598,-0.634462,-1.165416,0.106309,0.096412,-0.066046,-0.0461,1.012592
operator,-0.620538,-0.800245,0.278616,-0.510919,-0.347459,0.919642,0.688825,0.145936,0.232583,0.233728,-0.296855,0.997805,-0.248135,-0.834487,-1.128001,0.756778,0.460263,-0.381795,-1.047002,-0.451557
prove,0.736906,-0.702415,1.111476,0.222554,0.16488,0.862739,-0.097293,-0.476167,0.197446,-0.13112,-0.0162,-0.147436,-0.258449,-0.710365,0.060978,0.297366,-0.436528,1.141782,-0.635307,-1.100037
probability,0.955337,-1.088514,0.864281,0.155727,-0.069895,2.571803,0.166042,0.906831,-0.579187,-0.380278,-0.724288,0.758332,0.213287,-1.103476,-0.674602,-1.197439,-0.333882,1.479665,0.828362,0.257629
structure,-0.998049,-0.426421,-0.22598,-0.272775,0.072001,2.956928,-0.08459,-0.276246,1.488031,-0.037128,1.073406,-0.220424,-0.052973,0.02284,-0.406983,-0.738574,0.19312,-0.515999,-0.741889,0.330996
representation,0.554543,-0.466083,-0.50301,0.632429,0.153255,2.156312,0.157974,0.051331,0.673041,-0.296854,-0.658318,0.509864,0.338637,-0.391319,0.687743,-1.143819,0.494918,-0.302943,-0.706568,-0.280914
series,0.793474,-0.287894,-0.158222,-0.778571,1.160716,-0.861354,0.140294,-0.667796,1.379339,0.309261,0.043674,1.646993,-0.043349,-1.09071,-0.016525,0.09542,-0.969293,-0.393224,0.277575,-0.669826
prime,0.136235,-0.347816,0.26589,0.686233,1.15883,0.028196,0.334425,-1.133465,-0.925496,-0.636572,-0.562065,0.915122,0.18749,0.068248,-0.065125,0.453794,1.1841,-0.323129,-1.379411,-0.728564
measure,0.45123,-1.50594,0.216432,0.143289,0.1243,2.691365,-0.522166,-0.066649,0.240977,-0.114024,-0.025046,-0.16659,-0.222651,0.016635,-1.355358,0.021046,-0.51128,0.419726,0.247493,-0.252091
