word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
dimension,-0.022583,0.538616,-1.204554,0.100477,0.21887,-1.43915,-1.068387,0.142436,0.436924,0.200366,-1.252033,0.931441,0.284251,0.574836,1.155626,0.202197,0.333541,-0.084101,-0.561471,-0.747728,-0.372826,0.566159,-0.167891,0.167457,0.505226
curve,0.180778,-0.766898,-0.649264,0.234734,1.27228,-2.172525,-0.996888,0.6276,0.10298,0.347009,-1.176345,0.486569,0.935206,1.039785,0.835941,0.18973,0.900594,-0.5593,-0.454585,0.454469,0.299541,0.855716,-0.438933,0.165629,0.659971
type,0.121477,-0.083714,-0.499164,0.921492,-0.06602,-0.674001,-0.892992,-1.032313,-0.287809,0.200965,-2.304198,0.206756,-0.995633,0.096614,1.133525,-0.363485,0.733936,-0.707753,-0.052918,0.50026,-0.814285,0.380564,0.808738,0.610259,0.320704
operator,-0.795408,-0.484629,-0.525581,0.926318,0.866725,-1.046035,1.044809,0.103459,-0.131687,0.63187,-1.558069,1.289993,0.074816,-0.402177,0.484449,0.281816,0.177169,-1.466161,1.268281,0.21195,-1.263439,0.63219,0.371112,-0.578793,0.263279
prove,0.110233,-0.229336,0.015026,0.474498,-0.168945,-0.022016,-1.144815,1.013694,1.145036,0.045621,-0.155237,1.183082,0.160306,-0.812137,1.051958,0.081511,-0.316362,-0.903054,-0.037027,0.494395,-0.428859,0.309546,0.173727,0.098815,0.008265
probability,0.745193,0.284438,0.291778,-0.442285,-0.122493,-1.802876,-0.732622,0.400312,1.332985,-0.319336,-1.689997,1.925553,0.759463,-0.939415,0.798955,0.706728,0.899398,-0.893746,-0.067336,0.28517,-0.405947,0.62376,-0.622343,-0.031611,1.119082
structure,-0.310474,-0.107966,-1.244593,1.866227,-0.284318,-0.59657,-0.223393,0.470846,-0.475069,0.995944,-2.054559,-0.114145,0.185311,0.258107,0.379198,0.443679,0.22481,-0.077275,-1.075554,0.632492,1.066633,0.504676,0.470504,0.748726,0.712242
representation,-0.175675,0.824331,-0.085424,0.875176,0.478346,-0.290603,-0.419773,0.8073,0.306929,0.373629,-1.859298,1.822547,0.232148,0.178609,-0.296559,0.351631,-0.080114,-0.584948,-0.497938,-0.356048,0.465664,-0.345205,-0.071487,0.06029,1.222181
series,-0.529684,0.219184,-0.263494,-0.840422,0.351568,1.174115,-0.977715,-0.501872,-0.056305,1.248079,-0.5204,0.715247,0.181973,1.010343,0.863879,0.423828,-0.499944,0.699218,0.620394,-0.218496,-1.484805,0.730421,0.384602,-0.451359,-0.053069
prime,-0.485299,-0.258564,0.591825,0.745942,0.46773,0.896482,0.500069,0.248028,1.36678,0.542966,-0.588731,0.545236,0.638446,-0.573317,0.052192,0.214791,-0.155305,-0.807,0.258895,-1.785392,0.243126,-0.239353,0.794594,-0.823879,0.073441
measure,1.609559,-0.199583,-0.158351,1.390886,-0.245117,-1.314965,-1.256916,0.018051,0.833731,0.917841,-1.340814,0.185125,0.381142,-0.410408,1.324454,-0.105566,0.665788,-0.287885,-0.293426,-0.153706,0.25874,-0.112849,0.12499,-0.227888,0.712964
equal,0.024835,0.240876,0.056435,0.656113,0.940879,-0.271964,-1.600909,0.281608,0.741898,0.398054,-1.010384,0.782684,0.856446,-1.213594,0.943611,-0.098839,0.644292,-0.667362,-0.339716,-0.368792,0.310328,-0.204021,-0.168345,-0.369845,1.072362
lie,0.302974,0.003612,-0.364578,1.533379,0.701625,0.516357,-0.534924,0.847471,0.042223,0.343584,-0.573918,-0.61339,0.024041,0.535136,0.184414,0.532968,0.294324,-0.67779,-0.155607,-0.258266,0.538126,1.76164,-0.389684,0.622015,-0.0727
manifold,-0.629163,-0.018549,-1.835655,-0.356374,0.576838,-2.374606,0.207196,0.974871,0.18418,-0.792072,-0.799471,0.735115,0.476316,0.373894,0.742561,0.661016,1.200319,-1.811584,-0.715336,-0.129691,-0.195031,0.625562,-0.271111,0.078441,1.210845
degree,0.113622,0.499811,-0.522564,0.971474,-0.45107,0.33018,0.017764,0.466385,-0.144984,1.124277,-0.972244,0.394323,0.815723,-0.807132,1.437588,0.394973,1.945015,0.544708,-0.574108,0.590995,0.439029,-0.870772,-0.89702,-0.012629,0.586446
differential,-0.223367,-0.342055,-0.685646,-0.131121,0.185429,-2.122848,0.364989,0.527095,0.88366,-0.025415,-1.597044,1.266174,0.18129,-0.433654,1.311076,0.447866,1.43462,-0.528326,-0.78115,0.595914,-0.444665,0.084356,-0.002492,-0.214797,1.403551
$\mathbb{C}$,-0.500216,-0.978869,-0.597049,-0.61984,0.390245,0.354548,-0.038934,-1.332304,0.399559,0.090164,-2.138183,-0.781304,0.568386,-0.027987,0.909699,0.346334,1.095883,-0.368891,0.684496,0.027528,-0.381062,0.057102,0.286145,0.599499,0.57293
regular,-0.621673,0.036956,-0.048418,-0.049627,1.262516,0.349075,-1.064089,0.35765,-0.238209,1.653407,-0.763785,0.144435,-0.134384,-0.728758,0.528482,0.307643,0.112082,0.357982,0.044055,0.42983,-0.415478,-0.549918,-0.268144,-0.145459,0.241279
second,-0.500121,-0.287594,0.374616,-0.106475,0.876054,1.22778,-0.819224,0.266024,0.644152,1.487957,-0.670629,-0.232299,0.366127,-0.726607,1.215394,-0.106755,0.060329,0.443809,0.123874,-0.263732,-0.095699,0.630063,-0.129974,0.194524,0.126615
