word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
element,0.038153,1.100323,-0.020695,-0.726549,0.443603,-0.314842,0.609128,-0.112497,-0.377518,-1.116001,-0.194909,0.595885,-0.222817,-0.471621,-1.373049,-0.438906,-0.232278,-1.081578,-0.543288,-0.556444,0.4016,0.081739,0.129918,0.199683,0.604089,0.474708,-0.121798,0.300271,-0.210196,-0.580897,0.559562,0.665919,0.025449,-0.188937,1.745696,-0.48383,0.034866,-0.307235
system,0.171856,0.421264,-0.278031,-1.587389,-0.427851,0.257199,0.332995,-0.092359,0.124793,-1.983387,0.773927,0.250131,-0.509608,-0.661542,-0.670832,-0.028488,0.21404,-1.46534,-0.000476,-0.209063,0.628061,0.263573,0.118556,0.234361,0.73259,-0.104716,-0.36794,0.365848,-0.473865,0.52604,-1.057524,-0.081108,-1.121415,-0.508756,1.452558,0.10238,-0.78067,0.324135
matrix,-0.179034,0.463573,0.323588,-0.135148,-0.336623,-0.476149,1.168997,0.691003,-0.18066,-0.636757,0.66669,0.445029,0.390493,-0.580513,-1.77225,0.286635,-0.076222,-0.276323,0.496751,-1.03398,1.00757,0.155123,1.498219,0.378192,0.410287,0.447544,-0.799568,-0.172172,-0.843262,-0.036025,-0.338734,-0.203055,0.391194,-0.638228,1.234482,0.182463,0.14261,-0.260017
mathematical,0.319001,1.229025,-0.432636,0.726517,-0.206525,-0.567531,0.82967,0.116592,0.474173,-1.333442,0.448942,0.989531,0.497503,0.182016,-0.240161,-0.84009,0.877779,-0.562735,0.550321,-0.484037,0.272842,0.674362,1.676613,0.78874,0.411823,1.886656,-0.516716,0.027357,-0.818458,-0.310003,-0.758115,-0.394949,0.170833,-0.658247,0.310629,0.064109,-1.79298,-0.70575
method,0.131269,0.701168,0.017411,-0.40553,-0.622881,-0.431497,1.102751,-0.338189,0.028283,-1.018975,0.299892,0.711929,-0.045444,0.044498,-0.728822,-1.236369,0.526729,-1.396506,-0.441782,-0.388606,0.353577,0.090202,0.646605,0.343378,1.361483,0.52466,-0.191339,0.537385,-1.606385,-0.166077,-0.545252,-0.564027,-0.509756,0.07016,1.376595,0.370093,-0.739957,-0.669035
finite,-0.185734,0.370196,-0.355067,0.632456,-1.175763,-0.722255,1.17868,-0.139747,0.78177,-1.202544,1.247936,0.885994,0.533749,-0.517238,-1.956053,0.102403,0.383049,-0.406013,0.12294,-0.61584,-0.043628,0.225558,1.951471,0.025144,0.125508,1.43104,-0.956707,0.106595,-0.799778,0.230938,-0.553544,0.325296,0.537549,-0.938352,1.287231,-0.02654,-0.16585,0.038697
result,0.333887,-0.642413,0.934736,-0.652508,0.196451,0.579166,0.157417,0.222689,0.334583,-0.631349,-0.006065,0.022278,0.281281,-0.4014,-0.579362,-0.311677,1.27471,-1.214861,-0.338048,0.157495,-0.105595,0.681829,-0.51866,1.120218,0.567139,-0.051621,-0.278168,-0.447627,-0.989468,-0.094566,0.263021,-0.554479,-0.311884,0.007045,1.090302,0.7544,0.469427,0.185863
vertex,-0.432967,0.482156,0.372662,0.469351,-0.5515,-0.155369,0.668127,0.585735,1.129558,-0.899255,0.610451,0.562293,0.254386,0.149964,-1.47793,1.480466,0.035363,-0.091024,1.074159,-0.81288,0.646465,-0.14568,2.082349,-0.399422,-0.212979,0.626763,-0.488477,-0.061583,0.330512,0.372868,-0.93205,-0.192632,0.636311,-0.241345,1.335866,0.123574,1.396718,0.50213
term,0.210178,-0.225523,0.227195,-0.57619,0.017707,0.07289,0.17334,-0.39171,-0.143962,-1.030312,-0.070194,0.748485,0.088386,-0.28358,-0.53701,-0.793557,0.618225,-1.305386,-0.506361,-0.341069,-0.171742,-0.182849,0.449037,0.930287,0.104147,0.378128,-0.401714,-0.311672,-0.902953,-0.137544,0.097976,0.153109,-0.902182,-0.292201,0.44773,-0.325013,0.258549,0.075096
line,0.799285,0.100213,0.332506,-1.827231,-0.458523,0.659928,-0.122503,-0.459882,0.544582,-0.534483,-0.063737,-0.255568,-0.359677,-0.6921,-0.227304,0.997686,0.043237,-1.239476,0.799641,0.341462,0.211744,0.023104,-0.209642,-0.2659,0.063988,0.256351,-0.094384,0.070272,0.488388,-0.874819,0.015006,0.339543,0.118206,0.04851,1.026729,0.20484,0.616355,0.168734
