word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
system,-0.648377,-0.45816,-0.159782,-0.110934,-1.146159,1.125751,0.734088,-0.386225,0.374044,0.243176,-0.144581,-0.400073,-0.548776,0.125474,1.282647,-0.022451,0.270059,0.711989,0.946945,-0.283607,0.516757,0.767418,-0.626404,-0.610196,0.426534,-1.247374,0.285972,0.246666,-0.322369,0.521522,-0.014816,1.071279,0.433876,-0.770577,-0.618642,0.033733,-1.438971,0.842236,-0.206344,-1.075746,-0.026074,-0.676659,0.288353
matrix,0.365753,-0.13269,-0.700854,-0.077805,-0.661823,-0.267959,-0.374829,-1.107793,0.100471,-0.52707,-0.089263,0.358468,0.701154,0.729915,0.255554,0.725088,0.277422,0.144675,0.61238,-0.024558,0.512384,0.303601,-0.732389,0.115504,0.492848,-0.491907,-0.061256,0.004171,-0.988121,0.477237,-0.945613,0.767606,0.03685,-0.558714,-2.581938,0.546351,-0.194611,0.208167,-0.230509,-0.906992,0.448671,-0.249304,-0.025125
mathematical,-1.330739,-0.226126,0.902507,0.526548,-0.7471,-0.776803,-0.282151,-0.260681,-0.575763,0.031453,0.633096,-0.506164,0.554194,-0.161946,-0.357526,1.181922,0.263065,0.739344,0.792494,-0.663265,0.587616,0.529787,-2.024483,0.456691,-0.1518,-0.942519,0.453069,-0.363699,-1.153635,0.75963,-0.868897,-0.297073,-0.36079,-0.595581,-1.152708,0.684765,-0.474788,0.435186,-0.861918,-0.489336,-0.237235,-1.56128,-0.775961
method,0.092509,-0.433038,0.209989,0.355535,-0.915046,0.139069,0.627658,-1.220297,-0.491175,-0.241227,0.132266,-0.684818,0.083934,0.589086,0.100252,0.712171,0.354248,0.225033,0.552798,-0.963263,0.261661,0.761336,-1.774871,-0.263186,0.277832,-0.964378,0.101568,-0.794933,-0.961113,0.113548,-0.356563,0.79791,0.140095,-0.371988,-0.975862,-0.862582,-1.020566,0.652127,-0.547156,-1.210545,-0.139332,-0.772331,-0.256533
finite,0.171949,-0.947833,0.391615,0.075471,-0.806333,-0.776048,-0.712574,-1.257697,0.121939,0.082332,0.191235,-0.47659,0.531712,0.353552,0.256817,0.854466,0.581271,0.598842,0.17304,-0.33358,0.630203,1.241877,-0.345953,0.673964,0.776046,-0.52109,-0.511478,-0.292785,-0.978252,0.934028,-1.140735,-0.064708,-0.063647,-1.092818,-2.481764,1.315315,-0.984784,0.346287,-0.195864,-0.561263,0.389927,-0.867393,-0.053543
result,-0.245938,-0.591473,0.142934,0.013999,-0.342505,1.518638,-0.103456,-0.866771,0.307282,0.531355,0.937127,0.39913,-0.318848,0.799923,0.46239,0.443197,0.6651,-0.578616,-0.363206,0.398092,-0.511899,-0.569926,-0.267539,-0.497161,-0.551057,-0.681916,-0.305204,-0.91611,-0.996693,-0.201547,0.422843,0.475018,0.003743,-0.299487,-0.527492,-0.318503,-0.922587,0.428182,-0.347903,-0.570166,-0.269441,-0.045183,0.267337
vertex,1.358168,-0.75961,-0.515075,0.57488,-1.381836,-0.994865,-0.643413,-0.728294,0.480356,0.253772,0.570668,1.474176,0.998633,0.36476,0.168222,0.377497,0.28235,0.676505,0.634037,-0.183281,0.960151,0.274441,0.149161,1.01589,0.24835,0.403474,-0.962554,0.930037,-0.923237,0.931635,-0.491758,0.274862,-0.033321,-0.756325,-1.95244,1.215287,-0.518359,0.77157,0.20499,-0.028429,0.706744,-0.362597,-0.540711
term,-0.381123,-0.636388,0.11107,-0.012809,-0.320307,0.13357,-0.047695,-1.200686,-0.306035,-0.037668,0.607765,-0.003321,0.190355,0.410134,0.687386,0.074238,0.455035,0.110491,-0.272163,0.427333,-0.000896,0.42502,-0.478781,-0.413321,0.281462,-1.642853,0.071964,-0.347404,-0.809321,-0.062833,-0.296554,0.260948,-0.130028,-0.105896,0.095791,-0.473999,-1.151364,0.640674,-0.10233,-0.073443,0.070889,-0.33288,0.037111
line,-0.50957,0.399215,-0.521723,-0.406921,-0.670429,0.351785,0.357284,-0.920714,0.442466,0.891397,-0.368181,0.689886,-0.187078,0.954912,0.907532,-0.804425,0.474963,0.362866,0.329964,-0.612877,-0.248281,-0.60026,0.84491,0.249238,-0.182511,-0.325526,-0.085358,0.252818,-0.056149,0.541951,0.773122,0.959682,-0.281428,-1.150969,-0.126434,0.299746,-0.65294,0.387364,0.019739,0.299443,-0.193401,-0.091734,-0.261432
model,-0.626431,0.004852,-0.39354,-0.012533,-0.276576,0.476971,0.047259,-0.743935,0.345315,-0.510438,-0.468594,-0.232472,0.16845,0.888662,0.844707,0.139762,0.037295,0.650424,1.051774,-0.459562,0.842465,0.482633,-0.581351,-1.540479,0.087401,-0.525751,0.764451,0.159398,-0.474906,-0.511001,0.175171,0.006322,0.15281,-0.692577,-0.74164,0.824673,-0.605249,0.582938,0.529428,-1.171485,-0.318117,-0.723867,-0.517955
