word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
number,-0.403839,0.219105,1.991574,-0.020801,-1.298052,0.829106,0.273239,1.532986,0.382623,0.631953,-2.718061,-0.251729,-0.8224,-2.318967,-0.279782,1.063446,0.787319,0.510357,-0.411064,-0.246299,0.939154,-0.091325,-0.425304,-0.931817,-0.34743,1.494899,-1.425481,0.119422,-0.862308,0.19241,0.827546,-0.107022,1.139378
function,-0.213414,0.968411,0.729972,0.102214,-1.260598,-0.014126,0.302163,1.296565,0.173017,-0.178798,-1.563844,1.22842,0.664632,-4.402278,-0.402508,-0.553472,0.42483,0.962975,-0.145213,-0.439668,0.253979,-0.646174,-0.695063,0.117621,0.392094,0.760091,0.835265,-0.087117,-1.165158,-0.020706,-0.866659,-0.715522,1.215127
one,0.031976,0.460389,1.051237,0.123886,-1.251383,0.378319,0.173831,0.758671,-0.870143,-0.262987,-1.379328,-0.484174,-0.37721,-2.723598,1.844261,0.184002,0.188203,0.999089,-0.151917,-0.47093,0.527894,-0.522042,-0.365695,-0.471756,-0.113759,0.644357,-0.529048,-0.167905,-0.686562,0.31884,1.088074,-0.271751,1.417018
set,0.147089,0.483027,1.95246,-0.754565,-1.220024,1.045035,0.934552,0.031686,0.052559,-1.128593,-2.39133,-1.372081,0.190367,-2.775463,0.368117,-0.51129,0.183428,1.199235,0.582493,0.023749,-0.081157,0.343917,-0.455052,-0.9297,0.721465,0.364047,-0.773581,-0.127741,-1.328773,0.496393,0.06614,-0.912019,1.288406
group,-0.928268,1.6221,0.463375,-1.605998,-0.451575,0.514,-1.407861,0.470583,-0.561919,-0.852404,-2.281964,-0.899641,-0.955172,-1.814181,2.335743,0.667779,0.321671,0.079778,0.337699,-0.355823,1.153092,-0.084093,1.213186,-0.303104,-0.440955,0.062591,-0.356109,2.059475,-0.562428,-0.403899,-0.33902,-0.640035,2.087316
space,0.199346,1.700223,0.538133,-0.234653,-0.516723,0.570215,0.443118,-0.301151,-0.610585,-1.824375,-2.136102,-0.156039,-0.067132,-2.245431,1.79253,0.059925,0.139682,1.059469,1.340278,-2.029604,0.666067,-0.530155,-0.448257,0.033682,0.299176,0.54134,-0.077433,1.022193,-1.195878,0.938342,-0.274971,-1.439582,0.667022
two,-0.513157,0.234533,0.764196,-0.250054,-0.936848,0.610798,0.668255,1.028048,-0.542672,-0.326394,-1.189286,-0.562239,-0.555685,-2.583167,2.070367,0.190043,0.150488,1.181589,-0.071117,-0.443228,0.498018,-0.59631,-0.74955,-0.584478,-0.398558,0.524626,-0.827847,-0.230098,-0.412904,-0.065497,1.256661,-0.83252,1.623963
theory,-0.740323,1.730644,1.780949,-0.989913,-2.567386,-0.696303,0.126166,1.148178,-0.42995,-0.918003,-2.065951,-0.231714,0.11938,-0.845714,0.874023,0.482794,-0.550824,0.651971,0.306531,-0.516526,1.424033,0.864957,0.715605,-1.128434,0.28769,0.489838,0.709342,0.483702,-1.356528,0.117866,-0.668722,-0.239989,1.229446
point,-0.115168,0.507705,0.315973,1.490882,-0.358668,-0.467996,0.588169,-0.209129,0.01002,-0.647555,-1.553007,0.150337,-0.030538,-3.04395,1.994913,-0.452973,-0.471636,1.262179,0.331411,-0.207667,0.564209,-0.362231,-0.259041,-1.019116,-0.572065,0.439844,-1.733173,-0.28396,-1.272329,0.183845,0.647726,-0.92488,1.205729
theorem,-0.719119,1.42601,0.672543,-0.043152,-2.459638,-0.024137,1.002833,-0.392327,-0.842559,-0.653883,-0.468562,0.678821,-0.054871,-2.259347,0.38207,0.34331,1.180201,1.773597,-0.856838,0.079877,2.128888,0.417372,1.85174,0.09979,0.156497,0.552886,-0.939549,-0.067705,-1.852844,0.681209,-0.512283,-0.880065,0.767364
