word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
real,-0.380438,-0.064526,-0.959695,0.886672,-0.627814,-0.570712,-0.071223,-0.425556,-0.407253,0.144334,0.60973,-0.251692,-0.857145,1.080927,-0.286344,0.312449,0.021205,0.627877,-0.201691,0.68974,-0.567578,0.566673
property,0.02478,-1.154422,-0.892139,0.616971,-1.165977,-0.445163,-0.662337,0.467474,-0.980471,-0.564286,0.629599,0.295581,0.171068,-0.17579,-1.16155,-0.377457,1.93507,-0.207629,-0.22218,0.083166,0.237901,-0.001301
geometry,0.176528,1.636198,1.055823,0.481792,-0.177298,0.555161,-1.244999,0.275788,-0.638182,-2.232852,0.299582,-0.352502,0.543221,0.242155,-0.172507,-0.472215,1.450147,1.439659,-0.725935,0.386502,0.712161,0.705486
complex,-0.415501,0.019776,-0.152919,0.896725,-1.067858,-0.002223,-1.235048,0.852136,-0.762582,-0.610799,0.612897,-0.197417,-0.27379,0.28875,0.335092,-1.013417,1.412753,0.747477,-0.374667,-0.30369,-0.301304,-0.284761
linear,0.461706,0.250703,0.588384,0.099129,-1.115153,2.02455,-0.712187,-0.190292,0.317536,-1.916577,0.185706,-0.048326,-1.433546,0.015914,-0.804739,-0.706004,2.015476,1.999756,-0.178484,-0.097768,-0.428618,0.676896
polynomial,-0.697655,1.543149,1.515386,0.054723,-1.067067,1.614277,0.326694,-0.031492,0.210031,-1.996208,0.450031,-1.004083,0.3816,-0.212849,-2.332934,0.742086,1.518658,1.441988,0.152357,1.241853,1.097628,0.119867
algorithm,-1.147643,1.26749,0.04303,0.873598,-0.383399,0.841617,-0.589419,0.118081,0.10661,-1.813437,0.777866,-0.667532,-0.741189,-0.249313,-0.918369,0.349486,1.20098,0.899245,-0.072143,0.973074,0.931953,1.361882
mathematician,1.09858,1.884233,0.855857,-0.880313,2.427147,-1.036658,0.333564,-0.199104,0.130296,-0.134984,-0.758688,-1.201696,0.260951,-0.610277,-1.82342,-1.070296,0.684156,0.694042,-0.562037,-0.147491,-0.453839,0.032441
definition,-0.15565,0.419383,-0.618674,0.87005,-0.682606,0.28193,0.308464,-0.416364,-0.848569,-2.235006,0.793123,-0.416969,-1.039864,0.401666,-0.065209,-0.179112,1.236592,-0.194452,0.491918,-0.174788,0.428437,0.560476
product,-0.092622,-1.386874,-1.884275,2.027522,-0.089099,0.33539,-0.625157,0.555821,0.01259,-1.197186,0.021215,-0.829419,-0.440924,0.006167,0.470408,0.19213,1.668673,0.376674,-0.360899,0.82224,-0.276084,0.95276
state,0.692309,-1.024586,-0.491115,0.438374,-1.018492,-1.584055,-0.193701,-0.613349,0.032214,-0.121285,1.054941,0.188808,-0.085764,0.94475,-0.663315,-0.792981,0.765079,-0.295091,0.4551,-0.920868,0.189709,-0.180096
