word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
mathematician,-0.496587,-0.417017,0.782085,-1.501674,0.566867,-0.904227,-0.504188,-1.431126,0.128766,-0.001504,-1.211821,-0.013557,-0.279325,-0.759484,-0.62386,-0.383673,-1.396256,0.069664,1.460165,0.546765,2.315533,0.79806,-0.832051,-0.921597,-0.137514,-0.876186
definition,0.532804,0.187317,-0.852356,-0.00882,0.864543,0.563517,-0.750262,0.955201,-0.773402,0.161496,0.194443,0.503634,0.156292,0.496213,0.328284,0.560724,-1.107669,1.93423,-0.089299,-0.883912,0.38724,0.30969,0.280985,0.576091,-0.679491,0.939598
product,0.323938,1.253076,-0.603396,-1.165819,0.435963,-0.714612,0.040546,1.758891,-0.392604,0.521255,-0.352259,0.696616,0.183588,-0.616,1.163088,0.539829,-0.430159,1.10156,-1.333798,0.915306,-0.783402,1.073989,-0.028651,1.64206,-0.389607,0.900053
state,0.123059,0.034073,-1.051501,-0.767324,0.593108,-0.146528,1.252508,-0.190684,0.882974,-1.058192,0.072125,1.336467,0.945011,0.538871,-0.265227,0.2315,-0.610729,0.843543,-0.055174,-0.513404,-0.489645,-0.454916,0.586971,-0.266227,-0.451904,0.372821
sequence,-0.5344,0.706324,-0.568918,1.329291,0.640976,-0.35705,-0.446554,1.696791,-0.026805,-0.057508,-0.271656,-0.481521,-0.30903,0.687169,0.208599,0.734846,-0.687565,0.704219,-0.098841,-0.591953,1.122482,-0.117244,-0.865328,1.263791,-0.105154,1.279095
distribution,-0.19419,-0.17532,-0.703546,-0.133542,0.947973,0.156282,-0.568441,1.172618,-0.010514,1.306007,-0.40278,0.936094,0.145107,0.858964,-0.350673,0.719079,0.019611,1.790106,-1.475052,-0.492211,-0.362449,0.975247,-0.010547,0.997617,0.318314,-0.044244
variable,-0.04172,-0.464707,-0.44806,0.726124,1.378224,-0.266407,-1.258297,2.286586,-0.538766,0.551913,-0.419845,-0.276635,-0.273977,0.25541,0.193095,0.198434,-0.974053,1.802052,-0.87832,-0.954827,0.565512,0.16762,0.344811,1.266963,-0.124424,0.168897
solution,0.533659,0.767728,-0.442285,-0.887963,1.07632,0.0559,-0.592332,1.272965,-0.296415,-0.092894,-1.006658,0.353981,0.428096,-0.089328,1.485493,0.415452,-0.762307,1.067306,-0.960683,0.023507,0.134072,0.211745,0.390678,1.252874,-1.016848,0.29433
square,0.493833,0.40953,-0.32915,-0.385843,-0.610993,-0.618918,0.672188,0.489966,-0.351426,-1.182343,0.161593,-0.18662,0.731022,0.870991,-1.130467,0.702374,-0.659687,0.273251,-0.362738,-0.552757,-0.34085,0.134332,0.340224,0.66436,1.913299,-0.803591
map,0.015979,1.538264,0.142768,0.231248,1.282031,0.310182,0.155752,-0.297724,-0.259347,0.018164,-0.574214,-0.866354,0.458729,0.858669,-1.032778,0.777805,-0.370599,1.8592,-0.923411,-0.749419,0.276609,-0.125528,-0.007569,0.541716,0.598038,0.229838
class,-0.33332,-0.280588,-0.543755,-0.669616,0.239153,-0.603515,1.044647,0.930431,-0.188191,-0.058802,0.727283,0.554327,-0.83296,-0.958048,-0.899022,-0.691301,-0.930631,0.934938,0.107695,-0.224503,-0.021372,-0.518839,0.606051,0.460203,0.046409,0.625026
integer,0.173236,-0.282246,-0.30684,0.825413,0.460483,-0.52833,-1.463191,1.401557,-1.779439,0.195355,-0.947184,-1.010036,0.777761,0.959217,-0.138858,0.662972,-1.860936,0.126187,0.296847,-1.094334,0.89958,0.923927,1.581009,1.20846,0.046907,0.915319
mean,-0.108673,0.784023,-1.223732,0.430577,0.503924,-0.195444,-0.297893,1.695338,-0.889979,-0.271742,0.092105,1.056641,0.119913,0.405114,-0.042208,0.417962,0.167776,0.813932,0.275656,-0.235025,0.04103,-0.62656,0.539744,0.228287,-0.119203,0.041505
proof,-0.102431,0.540705,-0.738322,0.116199,0.28697,0.459584,-0.829112,0.625187,-0.486089,-1.18798,-0.225822,-0.208622,0.258332,0.773416,0.872605,-0.449785,-0.425666,0.863169,0.702798,0.233176,-0.118648,0.809896,0.582167,0.84806,-0.535038,0.506358
three,-0.70705,0.246509,-1.075856,-0.210258,0.412413,-0.817025,1.154623,0.530349,-0.145645,-0.800442,0.482081,0.216311,-0.272255,0.091459,-0.390304,0.045518,0.137604,0.324048,0.083298,-0.285008,-0.166456,-0.690485,0.192196,0.963262,0.595078,-0.095816
dimensional,0.211936,0.591109,-0.03735,0.452208,0.842966,-0.035288,-1.405093,1.124362,-1.06725,-1.1601,-1.281991,-0.539574,-0.915619,0.853537,0.486341,0.57179,-1.709391,0.730851,-0.382536,-0.741976,0.746638,-0.058819,-0.935517,1.538637,-0.127097,-0.066846
zero,-0.428927,-0.239221,-0.199124,0.299454,0.518368,0.529371,-0.364378,1.479247,-0.494828,-0.395672,-0.214055,0.059173,0.513778,0.24516,0.402844,0.62851,-0.524394,0.098929,-0.400038,-0.705046,0.080287,-0.563845,0.148432,1.746603,-0.438363,0.343241
algebraic,0.891653,-0.22104,-0.093523,0.112647,0.524477,-0.037967,-1.377626,-0.023356,-1.482803,-0.31792,-1.278429,-0.134711,-1.395412,0.076722,0.205109,0.411277,-2.812068,0.126817,0.201472,-0.692556,1.933769,1.284321,0.413805,0.291018,-0.07131,0.545694
formula,-0.597909,-0.835624,0.020265,-0.045046,0.154459,-0.856627,0.048233,0.71839,-1.238765,-0.336367,-0.342731,0.605127,-0.750166,-0.478226,0.88097,0.521425,-0.056576,0.326239,-0.567516,0.005443,1.08101,0.955721,0.903417,1.764648,-0.54659,0.660677
ring,-0.639914,0.5113,-0.961072,0.49335,0.446474,-0.54286,0.145264,0.959314,-0.543747,-0.312211,-0.617813,-0.219324,-0.702601,0.392151,0.195959,0.804265,-0.073901,-0.80794,0.069049,-0.37296,-0.491903,-0.610157,-0.403314,1.139724,0.266868,-0.228285
edge,0.148757,0.416652,-0.858939,0.386517,0.604253,-0.302749,0.505006,1.434513,-0.540328,-0.648582,-0.060903,-0.576586,-0.366625,0.680186,-0.789988,0.750593,-0.242858,0.03916,-1.076469,-1.178863,-0.364086,-0.225651,-0.663089,0.549133,0.51124,-0.973925
sum,-0.317341,-0.093574,-0.461664,-0.342354,-0.018364,0.082278,-0.952102,1.198043,-0.921848,-0.607204,0.07684,0.738233,1.324699,0.713978,0.692418,-0.200318,-0.545208,0.060587,-0.227612,0.144944,0.549235,0.249524,1.625755,1.013951,0.275009,0.169423
plane,0.056939,0.545268,-0.066363,0.279408,0.555793,0.302702,0.006195,1.132025,0.488552,-0.954724,-0.971269,-0.967428,-0.268485,0.07755,-0.758465,-0.091316,-0.20684,0.374184,-0.108868,-0.715887,-0.340073,-1.272909,-0.394451,1.414205,-0.627318,-0.871927
analysis,0.160406,0.246597,-0.466957,-0.346042,1.483518,0.614481,-0.386511,0.724086,0.120724,-0.224937,-1.003266,0.577761,-0.162769,0.613106,0.852746,-0.188117,-1.394256,2.081006,-0.287066,-0.427064,1.408842,0.575429,-0.427088,0.797037,-0.537555,0.979297
dimension,-0.055257,-0.129061,0.195468,0.110902,0.360464,0.205559,-0.770752,1.364097,-0.85425,-1.119476,-0.252329,0.136687,-0.387085,0.783581,0.149376,0.427997,-1.406443,1.101377,-0.088165,-0.929022,0.206245,-0.48375,-0.385526,1.183717,0.073458,-0.144785
curve,0.651821,-0.736769,-0.162436,0.732089,0.473224,0.178932,-0.218373,1.817403,0.059412,-1.173909,-0.556016,-0.707589,-0.59011,0.714854,-0.533961,0.92784,-0.940781,0.510113,-1.313394,-1.465768,0.142065,0.396956,0.356292,0.528004,0.620895,-0.915062
type,-0.209295,0.686993,-0.735141,0.07849,0.387003,-0.76415,-0.24094,2.18458,-0.010543,0.442175,-0.491713,-0.047684,-1.052468,-0.090554,-0.703746,0.282115,-0.735402,1.97371,0.065892,0.092182,-0.348371,0.037811,0.075884,1.173071,0.068042,0.458652
operator,0.361554,1.21564,-0.536621,-0.600193,0.781817,0.705941,0.010917,0.551961,-0.306014,0.498883,-0.343187,-0.485924,0.135417,-1.20679,-0.919422,-0.002828,-1.05996,0.146277,-0.636069,-0.461571,-0.153775,0.1859,0.880537,1.618539,-1.046485,0.028067
prove,-0.669416,0.395428,-0.67149,0.09185,0.4339,0.039018,-0.188653,0.856163,0.399781,-1.521261,0.616733,0.372071,-0.190657,-0.199187,0.472489,-0.47684,0.307916,0.644582,-0.142962,0.322732,0.729787,-0.054476,0.49754,0.648643,-1.145447,-0.087621
probability,0.085628,-1.261567,-0.719765,0.821332,1.41564,0.864178,-1.277074,1.291109,-0.342339,-0.995599,-0.757019,-0.100414,0.622186,0.159056,0.314761,0.283508,-1.326269,1.42497,0.010261,-0.144481,1.89198,0.507738,0.668033,0.996714,-0.590956,0.5242
structure,0.856913,1.364693,-1.117463,-0.359468,0.897315,-0.993917,0.319163,0.443121,0.274272,-0.576341,-0.781057,-0.050354,-1.084883,0.862581,0.015792,1.381782,-0.857923,1.3835,-1.081448,-0.358071,0.389566,-0.419208,0.552504,0.245903,0.640049,0.108743
representation,0.633144,0.545827,-1.073442,0.063003,0.78343,-0.061743,-0.675687,-0.266689,-0.874771,-0.176974,0.357444,0.684499,-0.419823,1.041421,0.2748,0.526816,-1.078601,1.383469,0.23399,-1.491556,0.620664,0.450744,0.317573,0.291787,-0.385713,0.160732
series,-1.64417,0.35028,0.320059,-0.146134,-0.1551,0.544257,1.332935,0.527927,-0.75812,-0.276638,0.925293,0.508749,-0.2545,0.154068,-0.21083,0.376398,0.060229,-0.067464,-0.199706,-0.593856,-0.122986,-0.222086,-1.34388,1.443114,-0.17729,0.851429
prime,-0.363538,0.248272,-0.606576,-1.189572,-0.081233,-0.153269,-0.06677,-0.980586,0.287308,0.687329,0.119317,1.151405,0.886008,0.643882,0.064444,-0.141393,0.613319,-0.404334,0.252208,-0.969746,0.440528,-0.616446,0.445737,1.249279,-1.366223,-0.851186
measure,0.769601,-0.477322,-1.036567,-0.483857,0.685819,0.074252,-0.472111,1.516619,0.617883,-0.532555,-0.380893,0.136311,0.701869,0.884283,0.389445,-0.403231,-0.413094,2.039583,-0.506875,-0.325265,0.217093,-0.365032,0.364404,1.186317,0.303716,-0.488181
equal,0.358547,-1.245114,-1.142556,-0.42286,0.365761,-0.423216,-0.18949,1.138759,-0.849893,-0.643902,0.449123,0.769308,0.654903,0.60761,0.482881,-0.038724,-0.414454,0.915216,-0.073871,-0.75427,0.287132,-0.06788,1.095744,0.681945,-0.171611,-0.350162
lie,-0.310445,0.986626,-0.907236,0.213836,0.622866,0.502972,0.236941,0.737799,0.287165,-0.843341,-0.210916,0.199359,0.272648,0.702547,-0.881949,0.764887,0.091411,0.189566,-0.077918,-0.283103,-0.247159,-0.876117,0.701121,-0.37052,0.924539,-0.968375
manifold,0.232263,-0.407473,0.250855,-0.239942,-0.05512,0.199123,-1.894687,1.41568,-0.553516,-0.352539,-0.910741,-0.652388,-1.0545,0.352444,0.081745,0.638535,-1.739856,-0.403401,-0.957384,-0.308674,0.290752,0.351163,0.864704,0.61387,-0.131434,-0.587114
degree,0.804483,-0.865068,-0.969697,-1.208403,0.761831,-0.572618,0.871541,0.383259,0.174327,-0.51594,-0.169026,0.672325,-0.529167,0.204281,0.741262,-0.809829,-1.337454,0.890804,-0.177241,0.125073,0.837775,-1.230066,0.108546,-0.300347,0.826727,0.153181
differential,0.516879,-1.101826,-0.832048,-0.05345,0.974935,0.178547,-1.070689,1.360995,-0.083462,-0.0546,-0.767378,-0.778642,-1.060247,-0.440422,0.42227,0.251292,-1.616766,0.826918,-0.350427,-0.333858,1.130113,0.434619,0.384854,1.206563,-0.238947,-0.079954
$\mathbb{C}$,-1.031311,-0.701269,0.140847,-0.335214,0.398023,-1.146531,0.968466,1.216125,0.38658,1.126698,-1.080037,-0.179752,-0.503165,0.098038,-0.545573,0.134025,-0.407712,0.348305,-0.116534,-0.705847,0.186794,-0.224428,0.879242,1.15285,0.240488,1.023111
regular,0.297259,-0.59406,-1.236648,0.010981,0.136913,-0.623432,1.665566,0.20625,-0.750831,-0.666242,0.769304,-0.296326,-0.063228,-0.236,-0.055923,-0.2353,0.114269,0.229785,-0.142109,-0.280332,-0.217314,-0.271321,-0.080826,1.015064,0.102771,0.537041
second,-1.013515,-0.57461,-0.739678,-0.259856,0.27948,-0.711634,1.305322,0.124168,-0.276101,-0.754122,0.718078,0.322411,0.197456,0.07481,-0.280788,0.102689,0.506674,0.083001,0.165758,-0.345308,0.336094,-0.693294,0.391464,1.320316,0.38992,-0.051691
