word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
value,0.031781,-0.436424,0.701678,1.23134,1.763137,0.138245,0.942824,-0.172143,-0.536631,-0.440865,0.029697,-1.173813,0.052276,-0.043693,1.30252,-0.126906,0.771165,0.011974,0.155277,0.11827,-0.503326,0.471858,-0.51006,0.714482,1.200234,1.220842,-0.587361,-0.501604,-0.775788,-0.168547,0.135858,0.451416,-0.399827,-0.356697,1.213508,0.147602,0.880927,0.601548,-0.567955
problem,0.189407,-0.021048,-0.871556,0.871913,0.94349,-0.467685,0.412113,-0.174821,-0.168221,0.262328,-0.723988,-0.160325,-0.293265,0.523904,1.351256,0.315738,0.306737,0.857028,0.346237,-0.31226,-0.083843,0.441776,-1.018622,1.102628,0.489233,0.955203,-0.331686,-0.22538,0.714043,-0.609752,0.246704,0.849844,-0.200174,-0.202162,0.547235,-0.003404,0.737081,-0.405962,-0.485103
mathematic,0.592071,-0.334188,-0.416169,1.158854,1.009322,0.317842,0.782045,-0.468551,-0.327282,0.434205,0.463142,-1.190106,-1.25264,0.463806,0.354978,0.698436,0.338673,0.300986,0.253444,0.648551,-0.935218,1.035862,0.197981,-0.734097,0.710635,0.955115,0.275312,-0.911487,0.517812,-0.253446,-0.890337,0.246416,0.723298,-0.20097,-1.2502,0.41449,2.54615,-0.673565,-0.678049
order,0.244066,-0.847956,-0.034827,1.512615,0.111562,-0.11407,0.354207,-0.38813,0.771013,-0.139449,0.164785,-0.505801,0.197586,-0.463068,0.691473,0.156293,-0.058011,-0.091328,0.332388,-0.59069,-0.089061,0.830163,-0.138148,1.134533,-0.685959,-0.275349,-0.211022,-0.578991,-0.095404,0.207084,0.213493,0.492488,-0.75346,-0.115097,0.819997,-0.520799,0.213536,-0.363939,0.142812
equation,1.226975,-0.318348,-0.078149,0.919669,1.646935,-0.47137,0.451212,-0.916696,-1.552974,-0.368506,0.436008,-1.364267,-0.154696,0.331015,1.853833,-0.269675,1.119221,0.292616,0.720403,-0.593658,-0.671779,1.533974,-1.798041,0.110445,2.383781,0.899332,-0.217279,-0.175219,0.590569,0.281371,-0.106282,-0.525926,-0.049595,0.389498,-1.264753,0.503337,0.816374,-0.828212,-0.247757
first,0.508367,-0.718488,-0.465379,0.536942,0.235481,-0.006823,-0.262024,0.105391,0.786785,0.234182,0.722504,-0.378384,-0.392582,-0.327463,-0.19367,-0.111776,-0.400678,0.080243,-0.326301,0.132578,0.232853,-0.259198,-0.538772,1.048017,-0.618478,-0.226836,0.506961,-0.367538,-0.126321,0.452601,-1.033429,-0.192211,0.012959,-0.126042,0.624565,0.14608,0.427576,-0.220872,-0.206602
vector,0.84761,-0.514738,-0.287229,1.714247,0.652642,0.008918,0.579047,-0.506358,-0.234728,-0.439251,0.176543,0.226445,0.407658,-0.19088,2.923312,-0.428471,1.095488,-0.875652,0.125648,0.011624,-1.055856,0.793157,-0.548316,0.508077,2.222794,0.808218,0.029522,0.067358,0.129647,-0.304283,-0.288063,-0.042732,-0.047604,-0.361945,-0.999799,0.698644,0.266398,-0.394091,0.119027
algebra,1.381903,-0.772211,-0.482824,1.479172,0.762057,-0.006437,0.878779,-1.512298,-1.032097,-0.397809,-0.942701,-0.495662,-0.819003,-0.13545,1.4762,1.109325,0.80807,-0.813557,-0.436058,-0.008163,-1.333111,1.653393,-0.23111,-0.255508,1.666164,0.579456,0.178674,0.133378,0.123586,-0.035468,-0.82093,0.177407,0.276101,-0.436513,-2.115999,0.404905,1.634009,-0.025258,-0.548256
$\mathbb{N}$,0.40265,-0.559543,0.65033,0.559857,0.374357,-0.251038,0.621185,-0.615036,-0.763263,-0.347613,0.226265,-0.38556,1.050492,-0.978577,0.748164,-0.757974,0.446467,-1.009343,-0.357353,-0.301823,-0.102304,0.253329,-0.563822,0.637045,0.952637,0.054953,-0.375314,1.247398,-0.50498,-0.185074,-1.512337,0.648653,0.148648,0.016122,-0.541424,0.708934,-0.235558,-0.534974,-0.101135
field,0.318319,-0.401657,-0.546255,0.693828,0.992943,0.673389,0.46766,-0.193987,0.235575,0.307668,0.196594,-0.488801,0.188245,0.280582,0.919717,-0.14935,-1.154926,0.619481,0.273427,0.092398,-0.342796,0.344861,0.262821,0.741684,0.613635,0.133617,-0.065689,-0.466878,0.989166,0.339983,-1.558071,0.191958,-0.045254,-0.318678,0.165349,0.284268,0.373242,-0.348728,0.377961
element,0.904734,-1.014864,0.552361,1.584814,0.2054,0.64505,-0.527879,-0.431418,-0.051178,0.510818,-0.468099,-1.164927,0.859809,-0.178213,0.49156,0.604908,0.09383,0.081632,-0.589315,-0.169283,-0.824884,0.144408,-0.521828,1.135842,1.174621,1.466246,-0.24758,0.379357,-0.112964,-0.075645,-0.076184,0.136027,-0.225748,-0.061673,0.374481,-0.280433,0.305009,0.000642,0.229005
system,-0.233749,-1.035843,-0.404902,1.741634,0.829249,-0.033266,0.361979,0.634925,1.129343,0.416606,0.395524,0.345662,0.584049,0.355835,0.897024,0.135063,-0.158571,1.099544,0.231111,0.56247,-0.613376,0.700914,-0.760764,1.313318,1.12848,0.969859,-0.143387,0.598925,0.118181,0.350289,0.23342,0.416513,-0.405201,0.612455,0.285315,0.917197,0.81571,0.307082,0.101871
matrix,0.736828,-0.098292,0.194919,1.043444,0.76771,0.374629,0.319538,-0.53448,-0.975818,0.137161,-0.213552,-0.724973,-0.063355,-0.767889,1.991798,0.507693,0.878095,-0.527831,-0.540653,-0.272847,-1.101711,0.564238,-1.089972,0.668352,2.106671,0.651959,-0.040864,0.530074,-0.00442,0.393749,-0.326736,0.280051,-0.116034,-0.463191,-0.670132,0.742952,0.552542,-0.325141,0.734671
mathematical,0.921766,-0.098607,-0.361868,1.354402,1.265653,0.325075,0.846794,-0.482653,-0.73726,0.814616,0.413188,-0.945035,-0.744326,0.893249,0.532832,0.687518,0.923877,0.698475,0.454878,0.274425,-0.733172,0.652599,-0.319804,-0.461363,1.050396,1.342208,-0.096167,-1.15974,0.268265,0.02602,-0.801839,0.194043,0.116822,-0.445814,-1.375112,0.486374,2.062459,-0.675821,-0.087468
method,0.117353,-0.473985,0.095654,0.913027,0.665588,-0.255306,0.493511,-0.362649,0.018235,0.818008,-0.164852,-0.615445,0.51771,0.618618,1.220356,0.338026,0.803898,1.247568,0.697857,-0.05471,-0.422197,0.129447,-1.028327,1.416314,1.40843,1.059633,-0.495788,-0.186952,0.242865,-0.052254,0.224629,0.173847,0.233476,-0.258599,0.007231,0.159627,1.90792,-0.183029,0.506423
finite,1.290815,-0.818555,-0.116459,1.591179,0.735215,0.591079,0.619542,-1.431758,-1.345395,-0.52588,-0.729388,-0.468204,-0.195861,-0.006873,2.362051,0.708367,0.618878,-0.56675,0.432878,0.023282,-0.627167,1.769266,-1.123124,0.176634,1.888126,1.073223,-0.011118,0.625599,-0.046769,-0.031475,-0.388255,0.348888,-0.411422,-0.491378,-1.158217,0.274776,0.972346,-0.352097,-0.406349
result,-0.00268,-0.284393,-0.632877,0.776601,1.197347,-0.061715,-0.720383,0.316275,0.466894,0.545498,-0.01775,-0.665359,-0.349841,0.03751,0.924278,-0.214057,0.23021,0.666298,0.698571,-0.646656,0.361037,-0.270637,-1.230032,1.102777,0.196189,-0.14607,-0.183285,0.271674,-0.006962,0.434828,-0.571015,0.492611,-0.461832,-0.753966,1.36855,0.214487,0.109944,-0.473045,-0.35867
vertex,-0.284213,-1.41284,0.287412,1.630029,0.137167,0.124601,0.426467,-0.957338,-1.343209,-0.371126,-0.463855,-0.80938,-1.320119,-1.346931,2.468653,1.078754,0.049769,-0.848731,0.121691,-0.788621,-0.767419,0.401482,-0.265262,-0.591473,1.411557,0.985971,0.57536,0.544059,-1.247291,0.333517,0.35697,-0.308479,0.22564,-0.28927,-1.241805,0.932989,-0.714928,-1.124431,0.807846
term,0.012917,-0.619313,0.037132,1.132661,0.631592,-0.356934,-0.499552,-0.219824,0.037732,0.265041,-0.084573,-0.389462,-0.092564,0.021947,0.459992,-0.057875,0.321298,0.432355,0.394195,0.020569,-0.433661,0.994048,-0.806441,0.67675,0.548718,0.472751,-0.446926,-0.548347,-0.521641,0.138943,-0.141048,0.456246,-0.303257,-0.327864,1.223005,-0.424845,0.922495,0.167682,-0.249123
line,0.622655,-1.114229,-0.175855,0.992093,0.819713,-0.020304,-0.187983,0.276229,0.294107,0.082717,-0.05519,0.052808,-0.212684,-0.361034,0.137143,-0.039377,-0.815243,0.012701,0.203379,-0.155945,-0.025004,0.604262,-0.363683,1.005695,-0.034902,0.729036,0.579384,0.845303,-0.463198,-0.567052,-0.45198,-0.643351,0.146739,0.83146,0.956481,1.149014,-0.958778,-0.343559,0.03053
model,-0.160446,-0.512986,0.099431,1.429413,0.99672,-0.476175,-0.012272,0.19701,-0.441639,-0.38434,0.852629,0.22137,-0.00466,0.52709,0.568435,0.19933,-0.119672,0.107064,-0.743896,0.650455,-1.077027,-0.587496,-0.791969,1.44189,0.895247,0.771482,-0.39135,0.294585,0.378677,-0.173733,-0.011586,0.252611,-0.43621,0.626401,0.047711,0.742383,0.818062,0.104276,-0.002882
real,0.93508,-0.311799,-0.515029,0.572239,-0.103818,-0.344685,0.722336,0.092663,-0.191168,-0.417336,-0.102326,-0.797041,-0.057265,0.84697,0.995004,0.400033,0.37998,-0.293075,-0.650123,0.828769,-0.153091,0.421277,-1.044535,0.69768,0.36749,0.478953,0.07243,-0.819463,-0.169462,-0.121644,-0.739715,0.734831,-0.360345,-0.19531,1.034456,0.448327,-0.417645,0.101244,-0.325333
property,-0.117647,-0.375898,0.233906,1.241805,0.848799,-0.351267,0.235192,-0.047862,-0.564347,-0.647807,-0.857591,-0.610014,0.263488,0.211255,0.721779,0.551209,0.504145,0.190431,-0.033786,-0.493458,-0.161702,1.783367,-0.229695,0.837994,0.429528,0.429287,-0.035605,-0.59989,-0.038647,0.854906,0.08436,0.096398,-0.597253,-0.481038,1.485512,1.348514,0.654,0.386254,0.536512
geometry,0.605254,-0.383938,-0.524581,1.632299,0.987045,-0.23487,0.610716,-0.976857,-0.961006,0.529647,-0.004754,-0.78165,-0.368287,0.838766,0.761323,0.898252,0.516838,-0.396491,0.175363,-0.635995,-1.170429,0.493847,-0.34151,-0.044879,1.849898,1.270287,0.041291,-0.054777,0.166951,-0.063799,-0.150058,-0.836381,0.547249,0.357763,-1.372698,0.589721,0.973124,-1.156523,0.256624
complex,-0.244975,-0.846287,-0.058071,1.637792,0.27211,0.091117,-0.429074,-0.567914,0.1237,0.186737,-0.923878,-0.818524,0.588821,0.516039,0.628546,0.339724,-0.089304,0.022838,-0.588613,-0.119275,-0.410521,0.68254,-0.313018,0.57382,0.788349,0.938813,0.012952,0.491813,0.689794,-0.102794,-0.376151,-0.061008,0.43342,-0.619434,0.65028,1.430862,0.462961,-0.559723,0.453693
linear,0.336936,-0.078466,-0.272496,1.441857,0.921379,-0.268789,0.434998,-0.329967,-0.506846,-0.67929,-0.090062,-0.621354,-0.839234,0.306812,1.962402,-1.262348,0.705743,0.211521,-0.19605,-0.693519,-1.237487,0.214249,-0.428605,0.309726,2.408096,1.575894,0.68025,0.818143,-0.568261,0.054807,-0.211733,-0.042826,0.325996,0.639101,-0.481634,0.770433,0.146108,-0.69974,0.265258
polynomial,1.343762,-0.636874,-0.034617,0.743266,0.994147,0.54536,0.371138,-2.239013,-1.261943,-1.271451,-0.368724,-0.528224,-0.626611,0.001487,3.368983,-0.248824,1.468852,-1.093408,0.252818,0.258916,-1.014594,1.198168,-0.965883,0.163386,0.962072,0.36308,-0.567563,-0.24877,-0.13471,-0.13726,-0.070853,0.089475,0.949423,-1.015429,-1.445444,0.795387,1.221568,-1.035581,-0.317693
algorithm,0.765458,-0.69515,-0.318861,0.580497,0.832603,0.555449,0.720539,-1.1338,-0.101412,-0.080647,-0.453124,0.428786,-1.063584,0.206677,2.824442,-0.009218,0.817355,0.975472,0.497708,0.595251,-0.206002,0.122514,-1.550254,0.831343,1.592195,1.165537,-0.379543,0.011838,-0.282286,-0.157349,0.240102,0.779436,0.734514,-0.236906,-1.525823,0.714067,1.241959,-0.036325,0.926543
mathematician,1.10076,-0.14387,0.095787,0.583751,0.262892,-0.914574,0.287263,-0.44653,-1.098632,-0.965296,1.110871,-0.591461,-1.754112,1.279915,-0.864651,-0.069367,1.199746,0.754533,0.280891,0.522143,-1.01126,0.325976,-0.060622,-0.968892,0.044223,0.042605,0.027311,-1.346911,1.341559,-0.025186,-1.464751,-0.661879,0.177139,-0.389724,-1.567224,-0.608536,1.419882,-0.775423,1.343195
definition,0.024734,-1.040529,-0.274126,1.85736,0.647874,0.124574,-0.009707,-0.267872,-0.66958,-0.093276,-0.359058,0.020614,0.098581,0.369558,0.927674,0.048858,1.25504,0.095277,0.717408,0.00252,-0.56676,0.633462,-0.657334,0.461368,1.196767,1.396521,-0.476222,-0.210124,-0.767486,-0.094584,-0.223415,0.711225,-0.593585,-0.078624,0.207011,0.011122,0.969629,0.327294,-0.603617
product,-0.57064,0.10332,0.404448,0.919755,0.69691,-0.569829,1.225172,-0.084693,0.126033,-0.062626,0.079969,0.3764,1.259923,-0.366432,1.011161,0.680999,0.821582,0.317133,-0.650089,0.935354,-0.759145,0.131847,-1.530339,1.166949,0.917144,1.251269,-0.345466,0.193352,-0.002027,0.673725,-0.127885,-0.544696,-0.123299,-0.862653,1.498836,1.435309,0.793648,0.662831,-0.236245
state,-0.637648,-1.242974,0.039834,0.279737,0.884975,0.34552,-0.213391,0.448246,0.508977,-0.299874,0.096852,-0.125087,-0.186223,0.391777,-0.214365,0.253873,-0.618933,0.859199,-0.310707,-0.151755,0.828662,1.497667,-0.163174,0.164417,0.029393,0.180413,-0.465793,-0.421957,-0.519207,0.512242,-1.059621,1.013162,-0.547505,-0.401458,1.222573,-0.169583,0.354723,-0.425814,0.10885
sequence,0.518553,-1.339135,-0.327315,1.054452,-0.009099,0.480516,-0.779177,-0.576019,-0.672994,0.528141,-0.065392,-0.672305,0.270212,-0.552741,1.867493,-0.45928,0.76709,-0.416716,-0.466279,-0.140005,0.122206,-0.270704,-0.87284,1.443458,0.914336,0.968866,0.598968,0.556124,-0.093035,-0.532349,-0.18523,0.355299,0.200668,-0.855746,-0.653692,0.49352,0.860525,-0.137094,0.565271
distribution,-0.181268,-0.114138,0.183197,1.432852,0.808414,-0.408765,0.553597,-0.574661,-0.563719,0.29245,0.506446,1.055705,0.416473,0.00403,1.190545,-1.622391,0.18715,-0.108898,0.553803,0.314354,-0.45786,0.761496,-0.990805,0.554258,1.308879,0.99862,0.720193,-0.253885,-1.017645,0.624813,0.387124,0.397199,0.07335,-0.779861,0.983837,0.99176,0.145311,-0.232877,-0.206674
variable,0.409411,-0.822515,0.153498,1.726712,0.793118,-0.226452,0.248511,-0.311123,-1.033275,0.07773,0.642067,-0.320735,0.491204,0.055113,2.518993,-1.138162,0.184984,-0.242185,0.887956,-0.071861,-0.686066,0.460037,-0.953435,0.763894,1.608168,1.003253,-0.339114,0.597281,-0.688943,-0.080255,0.640441,0.05236,-0.395595,-0.267636,-0.359894,0.563908,0.770051,0.198093,-0.54615
solution,-0.170635,-0.264633,0.119255,0.727338,1.021549,-0.271949,1.015269,0.039742,0.212557,-0.086471,-0.223706,-0.510353,0.902587,-0.056296,1.188264,0.41614,0.965832,0.939567,0.092111,0.158484,-0.830292,0.459028,-1.596561,0.375016,1.654784,0.900582,-0.267176,-0.20546,0.336978,0.145717,0.398203,-0.057113,-0.286442,-0.164701,0.618235,0.766889,0.41077,-0.127253,-0.178741
