word,1,2,3
transformation,1.768285,-0.894538,0.253571
extension,1.397134,1.049698,1.307458
direct,-0.651105,-1.396653,1.432164
uniform,1.48127,-0.017726,1.286753
path,1.474081,-0.232832,1.355519
negative,2.340847,-1.412043,1.248481
image,1.339675,-0.820935,1.305907
member,-1.108747,-0.022152,2.510351
inverse,2.690593,-0.502511,-1.034499
step,1.07495,-0.838286,1.626243
independent,0.221553,0.020826,1.996812
arithmetic,2.107521,-0.461092,-1.263961
position,0.582728,-0.077808,2.065003
calculus,1.431587,-0.499821,-1.504094
rational,2.192475,-2.00709,-0.395346
law,-0.08859,-0.385751,1.964779
tree,1.173162,-0.233321,1.452805
component,3.051664,0.45812,1.211585
lattice,2.649774,0.165763,-0.955362
inequality,1.950825,-0.896355,-0.448157
volume,0.130464,0.339742,0.829103
section,0.840484,1.084982,1.794494
add,1.155358,-0.176683,1.914839
$\mathrm{e}$,-0.226428,0.536616,0.57437
fundamental,1.976321,-1.246665,0.59028
game,-0.008997,0.055163,2.461644
polytope,1.423612,0.552935,-3.106448
smooth,2.137439,-0.648647,0.409279
partial,1.318005,-0.059618,0.861173
extend,1.056102,0.816923,1.80738
multiplication,2.668443,-0.049305,-1.315141
boundary,1.110879,0.872293,1.378486
local,0.476963,0.372461,2.689883
node,2.872455,0.302997,-0.092374
develop,1.471395,-0.377999,1.77682
difference,2.240754,-0.743449,1.360757
statement,1.100862,-1.603385,1.406684
tensor,2.625447,-0.640567,-1.917203
discrete,2.828845,-0.188073,-0.618104
variety,1.476872,-0.660214,1.701192
generalize,2.4042,-1.063635,-1.109727
sample,1.701874,-0.777334,0.845902
statistic,0.234005,1.281237,1.168884
axis,2.162593,0.415381,0.529685
hyperbolic,2.272365,-0.443965,-2.177436
rotation,2.068897,0.259172,0.107463
Hilbert,0.721913,-0.850399,-2.083712
digit,2.092727,0.772934,-0.013322
intersection,0.379941,2.414386,0.556308
addition,1.131179,-0.056925,2.20291
expression,2.281398,-1.516102,0.760505
Student,-0.044641,0.261872,2.033589
approximation,2.737946,-0.822241,-1.080927
$\mathbb{Z}$,0.244156,0.141283,-0.064617
mathematics,-0.111104,0.266041,-0.78404
code,1.689918,0.577113,0.952016
rank,-0.084962,0.756387,1.92983
characteristic,2.557195,-0.640864,1.083546
binary,2.387943,-0.077384,-0.462046
closed,1.931041,0.566801,0.899169
tangent,1.624677,0.120213,-1.62561
diagram,1.915058,-0.144154,-0.551411
divide,1.189979,0.675207,1.550605
functional,2.838413,-0.294718,0.515558
abelian,2.075106,-0.142437,-2.545246
odd,0.583388,-0.99976,0.841623
action,0.960817,-1.060672,2.126327
tiling,1.804213,0.37863,-2.589031
ratio,2.719588,1.212508,0.353334
program,0.833505,0.060535,2.057508
quadratic,2.676193,-0.51083,-1.820347
cube,0.967105,-0.585804,-0.412464
cycle,1.528878,0.141772,1.045938
figure,0.312754,-0.825084,1.634356
argument,1.270056,-2.195534,0.731567
Riemann,0.655897,-0.718466,-2.629365
Euler,0.861359,-0.407211,-2.16558
calculate,2.546913,0.067262,0.348019
shape,2.375277,-0.329365,1.143227
formal,1.261366,-0.575525,1.383524
derive,1.693811,-0.367137,0.826927
statistical,1.099491,0.712091,0.338717
network,1.265269,0.242067,1.709949
estimate,1.68307,1.337118,1.727154
norm,0.822578,-1.332229,0.498499
polygon,1.347534,-0.328336,-1.249706
permutation,2.294047,-0.38335,-1.574246
world,-0.242149,-0.203291,2.619015
maximum,2.626583,1.481473,1.418898
equivalence,2.482344,-0.734067,-1.14862
parallel,1.633811,0.343297,0.965556
numerical,2.501965,-0.171986,-0.452967
orthogonal,2.844097,-0.048322,-1.36939
isomorphic,2.22386,-0.442884,-2.207797
connection,0.989537,-0.091672,1.586448
locally,1.185564,0.644827,1.380774
existence,1.163027,-0.92036,1.236289
complexity,2.508664,-1.274223,0.192211
isomorphism,2.137061,-0.862054,-2.520196
commutative,2.099621,-0.724284,-2.705971
quotient,1.838887,-0.212353,-1.677735
half,0.212366,0.120159,2.120754
decomposition,2.856643,-0.296089,-1.010708
density,2.881003,2.577877,0.307355
affine,1.590893,-0.272858,-2.340763
arbitrary,2.829355,-1.027265,0.036225
morphism,2.490249,-0.45489,-2.75928
scale,2.123002,0.112916,1.398648
suppose,1.004005,-1.433136,1.153038
increase,2.730073,0.805482,2.49388
projection,2.081349,-0.299207,0.03369
partition,1.380176,0.543786,0.051385
exponential,2.980522,-0.315867,-1.10943
range,1.925049,0.934113,2.04553
subspace,2.308692,-0.141018,-2.194932
support,0.962812,-0.111605,2.070766
diagonal,2.147401,0.614478,-0.586164
computation,2.478302,-0.549543,-0.818553
curvature,2.773633,-0.223673,-1.132863
flow,2.247262,0.51428,1.165823
analytic,1.893632,-0.635174,-0.436263
chain,1.489116,-0.031092,1.228514
cohomology,1.963929,-0.322699,-3.111568
trivial,2.246398,-1.688145,-0.506693
converge,1.63817,0.209163,0.106763
lemma,1.320471,-0.765152,-2.284245
origin,0.513612,-0.453484,1.367967
convergence,1.739948,0.0203,-0.198674
division,-0.355563,1.629656,2.251426
union,-0.506533,0.786371,2.405168
empty,1.293067,-0.108366,1.14053
computational,1.889838,-0.729506,-0.671627
functor,2.170632,-0.54628,-2.935397
fraction,2.555346,0.224193,0.025856
