word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
solution,-0.522099,0.409871,1.472548,-1.427163,-0.872848,1.020835,0.705732,-0.233835,0.009519,0.678727,1.889941,-1.04587,0.19097,1.058269,-0.511323,-0.808687,1.570717,-0.563682,-1.452414,-0.18714,0.74515,-0.629123,-1.338237
square,-1.918824,0.222489,0.345136,-0.582236,-1.78572,1.211468,1.655901,-1.157641,1.766305,0.308466,1.615595,0.683252,0.611248,1.34086,-0.229091,-0.069654,0.950126,0.645175,-0.600551,-0.483761,-0.190117,0.577965,-0.775775
map,-0.717046,0.762894,0.957341,1.030764,0.900818,-0.289309,2.025249,0.776507,1.544442,-0.687596,1.625681,-0.598533,0.189274,0.590861,0.675436,-0.167578,1.859554,1.04689,-0.775049,0.251035,1.08884,-1.016919,-0.493964
class,0.041822,-0.265515,1.180266,-0.290017,0.948018,0.943257,1.881765,0.252119,-0.359845,0.043466,0.426831,0.291624,0.217843,1.557645,0.133069,-0.744991,1.439161,1.114517,-1.525584,1.051636,1.181979,-1.23439,-0.315499
integer,-0.802873,-0.3375,1.151129,-1.215674,-0.912524,1.514907,2.327537,-0.195897,0.024038,-0.235803,1.30198,0.151549,1.033739,1.769419,-0.691611,0.012458,1.074476,1.564757,-1.279815,-0.894414,-0.365855,-0.665634,-0.393417
mean,-0.386904,0.677168,0.235139,-0.418821,-0.112574,1.182228,1.267547,-0.288071,0.876369,-0.665088,1.774852,-0.078022,0.394556,0.725734,-1.014966,-0.869578,2.148566,1.084094,-0.613445,-0.201611,0.375254,0.074141,-0.264651
proof,0.602964,-1.735865,0.585312,-0.913769,-1.407923,1.511937,1.023606,0.372751,0.543264,-1.316086,0.968747,-1.218719,-0.060394,1.328758,0.718748,-0.625336,1.903015,-0.119467,-1.438024,0.174626,0.286408,-0.487576,-0.94269
three,-1.095932,0.497637,0.294421,-0.471538,-0.677752,0.942348,0.591917,-0.883043,1.353876,0.15738,1.069598,0.213143,0.5474,1.898064,0.164987,-0.063722,0.712569,1.034583,-2.071594,0.553109,1.418255,0.440577,-1.183691
dimensional,-0.450614,-0.345552,1.048351,-0.513662,0.074414,-0.86202,1.746152,-0.837039,1.905339,0.777765,1.58455,0.247388,1.173773,1.691685,-0.100123,-1.441897,1.233578,0.256622,-0.813451,0.052432,1.551237,-0.158517,-0.51193
zero,-0.08582,1.150167,1.390287,-0.886744,-0.469614,0.506738,1.484032,-0.400161,0.984745,-0.550856,1.573032,-0.092478,0.768721,1.029505,-1.133603,-0.090549,1.671588,0.959419,-1.673746,-1.097752,0.22701,-0.274886,0.024359
algebraic,0.827146,-1.908557,1.730437,-0.629775,0.331626,0.184535,1.749898,0.056581,0.6923,0.286943,1.268399,-0.5203,-0.122017,1.999487,-0.720662,-0.636752,0.676429,0.748012,-1.205005,0.46726,1.608507,-0.957944,0.403555
formula,-1.198202,-0.692973,0.147299,-0.660553,-1.190071,1.904261,1.546192,-0.111224,0.60786,-0.960664,1.897514,-0.501378,-0.335619,0.604091,0.083124,-0.07976,1.4471,-0.128609,-1.816534,-0.77943,0.577674,-1.305902,0.480439
ring,0.403586,-0.989344,2.199638,0.191572,0.898255,0.381339,2.258908,0.196817,1.554711,-1.007089,0.036807,0.297593,0.434172,1.798611,-0.547703,0.469668,0.461882,1.930484,-1.586786,-0.931865,0.387162,-0.862445,0.775574
edge,-0.389905,1.847845,0.041602,-1.664749,0.117051,0.696304,0.821126,-1.968485,1.536276,0.322159,1.034064,0.604598,0.058322,2.195243,1.874131,-0.53288,0.268514,1.354004,-0.782484,-0.24444,0.804619,0.546093,-1.875498
sum,-1.012156,0.43087,1.448973,-0.291408,-1.003787,1.436933,1.912974,-0.493501,0.651259,-0.581816,1.65501,0.366587,0.693892,1.140165,-0.635924,0.055634,1.218473,1.124473,-0.99328,-0.794144,-0.020822,-0.312775,-0.195583
plane,-1.129392,0.067952,0.283998,-0.65794,-0.473773,-1.034595,0.940956,0.650486,2.184549,0.224049,2.471833,0.046692,0.009956,1.824627,0.768298,-0.634631,0.680035,0.99685,-1.02808,-0.372536,1.636054,0.566018,-0.787664
analysis,1.047214,-0.855184,0.480192,0.393971,-0.289485,1.059754,1.101531,-0.678665,0.066966,0.147159,2.168714,-1.598281,-0.205984,1.765918,-1.508661,-1.126469,1.366582,-0.624487,0.447505,0.813802,0.666465,-0.277733,-0.199243
dimension,-0.296332,0.092187,1.323544,-0.956478,-0.086976,-0.296424,1.474781,-0.552138,1.901836,0.024798,1.100605,0.088708,1.061981,1.979574,-0.387889,-1.555189,0.941069,0.571492,-0.882823,-0.372465,1.009844,0.242118,0.073063
curve,-1.376733,0.51715,1.021099,-1.616588,0.006809,-0.281508,1.344153,0.935998,1.219933,0.343196,1.206207,-0.85704,-0.515085,1.686974,-0.432114,0.309292,1.094667,0.038466,-0.255812,0.001033,2.276324,-0.131315,-0.165057
type,-0.264013,-0.626713,-0.315747,-0.386497,0.879049,1.111059,1.484963,-0.435025,0.358711,-0.100288,1.141525,-0.356139,0.82548,1.383858,0.114479,-1.326323,1.226316,0.677308,-0.639444,-0.337215,1.259241,-0.93077,-0.461776
operator,0.577392,0.031135,0.693367,1.002651,-0.0523,-0.321763,2.042773,-1.216859,0.518898,-0.546426,2.73176,-0.226939,-0.595736,0.473326,-0.001145,-0.919832,1.310968,-0.263799,-1.383738,-0.411921,-0.245507,-1.679858,0.2654
prove,0.059479,-1.16897,1.502518,-1.0188,-1.331182,0.778825,0.52241,0.039412,-0.211856,-1.206681,0.61846,-0.919172,-0.372677,1.45594,1.147612,-0.925318,2.598973,0.172978,-1.327606,-0.106837,0.669229,-0.253913,-0.081112
probability,0.521912,1.152614,0.020837,-0.116293,-0.501748,2.050677,0.646627,-1.237985,-0.499675,-0.469753,1.589159,-1.001575,0.551718,0.461581,-0.957859,-1.144209,2.049565,1.149708,0.264,-0.11896,1.300182,0.074909,0.232406
structure,0.316746,-0.515418,0.743626,0.109221,1.910522,0.28064,1.378793,-0.562499,1.258484,-0.0614,1.015558,-0.224644,0.390825,1.550729,-0.30896,-1.246584,1.292533,0.580066,-1.026542,0.39782,1.577112,-0.924208,-0.505838
representation,-1.025298,-1.407817,1.612667,0.420631,0.777398,0.044994,1.474409,-0.905219,0.583715,-0.061544,1.875011,-0.093718,-0.055085,1.744787,-0.314188,-0.817536,0.822068,1.042056,-1.032447,0.249563,0.032418,-0.921581,-0.246738
series,0.042191,-0.371359,0.747669,1.084015,-1.209204,1.395123,1.629225,0.37593,-0.033178,0.07246,1.802301,-0.618584,0.271895,1.803291,-0.829052,0.136532,1.418652,0.474939,-0.448332,-0.238465,-0.02808,0.358591,-0.057255
prime,-1.124557,-1.018058,1.374706,-1.787817,-1.254651,1.620007,1.90215,0.275555,-0.35789,0.005704,-0.49494,0.720919,0.860436,1.736167,-0.469961,0.092225,1.455353,1.806143,-0.673475,-0.126962,0.095352,0.131466,0.284655
measure,0.118697,0.82773,0.013283,0.021942,-0.129694,0.263029,1.169606,-0.566046,0.496734,-1.600794,1.887624,-0.117033,0.4046,1.214001,-1.280094,-0.713189,2.508533,0.641457,0.148007,0.059295,0.557807,0.134915,-0.089523
equal,-1.027527,1.618552,0.403183,-1.173746,-0.842609,1.047846,1.487914,-0.257757,0.694872,-1.229451,1.606825,0.64741,0.404925,1.542425,-0.432992,-0.225939,1.259244,1.374161,-1.11213,-0.076083,-0.08045,0.18073,-0.499701
lie,-0.217409,-0.260571,1.573954,0.007924,0.518521,-0.994356,0.985155,0.18664,1.530545,-0.561728,1.758342,-0.059828,-0.268844,1.578215,0.039249,-0.735144,0.55595,1.540234,-1.834531,0.426545,0.707559,-0.263834,0.142931
