word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
complex,0.635653,-0.27405,-0.842837,-1.964954,0.37341,-0.211762,-0.191377,-1.103965,-0.39133,-1.494153,-0.930485,-1.321042,1.306267,1.770443,-1.863172,0.400066,0.363971,0.381957,0.915641,-0.744346
linear,1.27273,0.106032,-0.95804,-1.566012,1.188219,-1.053742,-0.298875,0.038922,-0.536112,-2.128192,-0.958479,-1.253511,0.472459,2.038843,-0.690134,0.489417,0.426623,-0.814398,0.509137,-0.646498
polynomial,0.744053,0.646978,-1.069614,-1.786996,0.251302,-0.298957,2.063655,-0.797215,-1.048139,-1.689974,-2.656801,-0.414065,-0.105075,1.889154,-0.124841,0.226271,0.480429,-0.658671,0.267791,-1.357642
algorithm,0.761938,0.801933,-1.770611,-1.433627,0.37711,-0.414335,1.01457,0.337995,-1.078935,-2.316724,-2.231527,-1.476326,0.036975,0.1875,2.142282,1.425773,1.159909,-0.067851,0.526462,0.444342
mathematician,-0.211397,-0.202887,-0.239825,-2.687294,-0.391179,1.946226,0.629803,1.088979,0.677677,-1.046225,-1.208758,-0.53955,-0.452942,-0.918809,-2.738119,2.537796,0.74904,0.457518,-1.507298,-0.315049
definition,0.589024,0.310741,-0.149,-1.259955,0.665355,-0.787792,-0.238441,-1.16763,0.185557,-2.380789,-0.477166,-0.713073,0.558975,1.327237,-0.595504,0.854695,1.08661,0.764513,0.212332,-1.464866
product,0.119497,-1.614052,-0.408619,-1.76987,0.854254,-0.800991,-0.591124,-0.522053,-0.29044,-2.209191,-0.606317,-0.802722,0.832955,1.521546,-0.174933,-0.488119,0.193353,0.360549,-0.151042,-2.158057
state,0.746505,0.660974,0.727612,-2.054423,0.409838,-0.638173,0.69131,1.618377,1.081604,-1.868375,-0.827323,-0.688006,-0.010725,1.092848,-1.090314,1.082702,0.5668,0.687004,0.048625,-0.291986
sequence,0.436423,0.677477,-1.149978,-2.34358,-0.882788,-0.611388,0.69116,-0.011515,-0.813606,-1.717999,-0.681821,0.009482,-0.305185,1.398374,0.025759,0.791532,0.524919,1.113617,0.656583,-1.64702
distribution,2.367331,0.449652,-1.686899,-2.208133,1.152168,1.119467,-1.024438,0.143368,0.883176,-0.868771,-0.797096,-0.684151,-1.285259,1.458047,0.269355,-0.300781,0.691983,0.655711,0.212513,-1.985824
variable,2.237542,0.630882,-0.502186,-1.351564,0.720295,0.435015,-0.079307,0.35501,0.827265,-1.984949,-0.615976,0.036491,-0.53272,2.840719,0.045705,0.665626,0.330189,-0.289035,-0.125968,-1.427803
solution,1.394454,0.557488,-0.547291,-1.55404,1.900466,-0.605568,0.771451,-0.128047,-0.133474,-1.714042,-1.940063,0.343412,0.225841,1.336958,-0.139095,0.808912,0.948495,0.377916,1.028689,0.369564
square,0.246027,-0.80876,-1.891712,-2.563989,1.802079,0.149066,-0.503216,-0.553742,-0.398895,-1.709597,-1.442514,0.871592,0.168749,1.18758,0.891891,-0.052854,-0.97116,1.000228,-0.428695,-0.645798
map,0.236327,-0.645108,0.063205,-1.401874,0.138275,-1.345718,-0.720535,-0.043492,0.053328,-1.730619,-0.649625,-1.58254,1.305544,2.235932,-0.924692,-0.477907,0.952865,1.157398,0.537197,-0.525106
class,-0.037485,0.144402,0.570162,-1.904183,0.112694,-1.483883,0.67375,-0.696376,0.62253,-2.450622,-0.865873,-1.171055,0.291224,0.68172,-1.054821,0.493384,-0.191239,-0.049477,0.763027,-0.815712
integer,0.119478,0.544111,-0.577754,-2.65896,0.009136,-0.048818,0.584133,-1.277741,-0.44527,-2.494959,-1.741432,0.578609,0.051148,1.451744,0.458038,0.209258,-0.357252,0.198643,0.786617,-1.634348
mean,1.290533,0.033991,-0.614698,-1.508272,0.686244,0.092515,-0.889041,-0.338485,0.754516,-1.95006,-0.798813,0.080831,-0.246877,1.455073,0.277368,0.286064,0.198136,1.03457,0.559356,-1.485687
proof,-0.202593,1.185442,0.332481,-1.189619,1.701969,-0.473204,0.385729,-1.08651,0.061583,-2.490969,-1.115362,-0.331849,0.763281,-0.009547,0.286105,1.661924,1.603775,0.790855,0.140544,-0.810071
three,-0.372207,0.093616,-0.979434,-2.030598,1.730316,-0.154088,0.1507,-0.077743,1.033896,-2.018431,-1.012241,0.184887,0.930817,1.368161,-0.116486,0.92283,-1.252259,1.306667,-0.5473,-0.034135
dimensional,0.52057,-0.328638,-1.528703,-2.722987,1.328422,-0.750404,-0.142534,-1.122402,0.097035,-1.339958,-0.028549,-1.053245,1.004453,1.772002,-1.398699,0.146223,-0.232234,0.500239,0.799811,0.388015
zero,0.761613,0.259015,-0.74694,-1.632083,0.435621,-0.082942,-0.056314,0.000263,0.513746,-2.021906,-1.737569,0.943563,0.745233,2.125505,-0.361211,-0.277703,0.092987,0.865783,1.161996,-1.508507
algebraic,0.052473,0.565427,0.175541,-1.575314,0.250743,-0.424939,0.702609,-1.731341,-0.404105,-1.917383,-1.361658,-1.655487,0.924131,0.942899,-2.199789,1.376976,0.312596,-0.332445,0.515104,-0.637444
formula,0.91444,0.242223,0.610063,-1.471043,1.767989,-0.240785,0.824627,-0.822425,-0.90034,-2.064266,-1.105418,0.173592,0.927505,1.099006,0.443242,0.442219,1.13001,1.058267,-0.588808,-2.04003
ring,-1.347945,-0.629004,-0.935858,-1.046158,-0.657581,-0.536909,0.0109,-1.707738,0.20478,-2.165093,-1.297148,-1.015834,1.204117,1.309783,-1.33091,-0.31142,-0.393718,-0.386859,0.467264,-2.066663
edge,-0.977769,0.75177,-1.693194,-1.461007,0.806717,-2.113871,-0.117516,0.430216,0.497882,-1.573766,-0.459312,-0.086935,0.212907,1.915456,1.015094,0.7749,-1.772909,2.328014,0.125097,0.584755
sum,0.302753,-0.014876,-0.862553,-1.984631,0.694201,-0.464368,0.188368,-0.43368,-0.38243,-1.964935,-1.502892,0.54907,0.1489,1.675768,0.139136,-0.114082,-0.431969,0.744775,0.521541,-2.003081
plane,-0.228341,0.076099,-0.924294,-1.732871,1.343743,-0.55407,-0.702966,-1.310586,0.134784,-0.917557,-0.473852,-0.365591,1.691192,2.378193,-1.058948,-0.006242,-0.175418,2.19431,-0.273946,0.68371
analysis,1.640651,0.550021,-0.669171,-1.258635,1.42423,0.557348,-0.702666,-0.095153,-0.339257,-1.521722,-0.964577,-1.913503,0.041136,0.53505,-0.923934,2.059401,0.479699,-0.930223,0.740086,-0.577365
dimension,-0.080012,0.070869,-1.140278,-2.017416,1.207108,-0.589591,-0.022391,-1.481425,0.290679,-0.954581,-0.635528,-0.740912,0.356297,1.909904,-1.055631,0.495547,-0.515565,1.042864,1.268905,-0.221985
curve,0.737035,0.579021,-0.625754,-1.655384,0.639567,-0.110363,-0.065429,-0.828938,0.05124,-0.423217,-2.500993,-1.001642,1.237603,1.359765,-1.325359,-0.835024,0.162966,1.586905,0.248511,0.788578
type,0.96428,0.425666,-0.408172,-2.072373,0.477905,-0.511185,0.225996,-0.968518,0.519792,-2.028998,0.431667,-1.034155,0.416678,1.197411,0.087026,0.723644,0.159011,0.308797,0.067393,-0.414131
operator,0.964987,-0.775968,0.058557,-1.44506,1.339049,-1.014783,-0.569016,0.795448,-1.103375,-1.932649,0.503352,-0.583842,0.820099,1.906631,-0.876356,0.219936,0.904749,-0.54649,0.466189,-1.887898
prove,-0.801664,0.64926,0.119204,-1.485302,1.676202,-0.680699,0.860237,-0.737771,0.191573,-1.737693,-1.433237,-0.518675,-0.214491,-0.09122,-0.069683,1.307181,2.200574,1.163408,1.091895,-1.195217
probability,1.848584,1.571453,-0.471996,-1.790834,0.610245,0.672656,-0.395143,0.82463,1.475564,-1.587382,-0.599913,-0.309288,-1.183684,1.319514,0.157251,0.904083,0.431605,0.137431,0.242874,-1.496618
structure,0.638253,-0.227912,-0.652384,-1.256667,0.20428,-1.062631,0.088778,-1.048388,0.935871,-2.178186,0.197337,-2.0298,1.20339,1.140977,-0.970652,0.803092,-0.145341,0.05898,0.681495,-0.457694
representation,0.105306,-0.422809,-0.885254,-1.676959,0.530287,-0.156539,0.975804,-0.783686,-0.141748,-1.797229,-0.36473,-1.389854,1.602169,1.397087,-0.698204,0.167773,-0.307681,-0.523605,0.870409,-1.342968
series,0.444443,0.135927,-0.667835,-2.208434,0.946373,0.824936,-0.907687,-0.022541,-1.128383,-1.829868,-1.306163,0.39979,0.216569,0.363095,-0.569775,1.005409,0.450238,-0.245453,0.741822,-1.471832
prime,-0.834777,0.425819,-0.469487,-2.872143,-0.182325,-0.068566,1.03059,-1.687305,0.181207,-1.811776,-2.09115,0.697195,-0.92443,-0.288312,0.178294,-0.180693,-0.310783,0.598002,0.552872,-1.558662
measure,1.433408,0.54639,-0.60236,-1.343404,0.759481,-0.084286,-1.498499,0.039489,1.060138,-1.286246,-0.42591,-0.722753,-0.261155,0.777759,-0.543953,0.197227,0.527598,1.17358,0.84722,-1.82335
equal,0.189045,0.409855,-0.311212,-1.64608,0.931279,-0.543515,-0.916717,-0.273764,0.43434,-1.741307,-1.609249,0.742672,0.142114,1.546955,0.558657,-0.338287,-0.963443,1.547967,0.57536,-1.450258
lie,-0.877196,-0.306348,-0.178673,-1.171627,0.915584,-0.398256,-0.03571,-0.975996,0.722384,-1.494509,-0.702639,-1.035743,1.869616,1.832447,-1.397561,-0.40592,-0.330366,0.178048,0.602272,-0.820356
manifold,-0.116596,-0.448604,-0.446546,-2.045108,1.692866,-1.141056,-0.097003,-1.294348,1.143658,-0.697582,-0.775134,-1.633749,0.836715,1.31658,-2.645886,-0.293995,0.970068,0.157049,1.541884,0.846818
degree,-0.303112,-0.054163,0.443025,-1.307436,0.966479,-0.97576,0.790531,0.262194,-0.18643,-1.399331,-2.043073,-0.177198,-0.398079,1.920519,-0.82276,1.66558,-1.685345,0.773961,1.058758,-0.611482
differential,1.480444,-0.170164,0.361206,-1.528529,1.489679,0.239564,0.122773,-0.070413,-0.733893,-1.01967,-1.227604,-1.335298,0.758909,1.637549,-1.894793,1.056583,0.594635,-0.553324,0.843788,-0.236395
$\mathbb{C}$,-0.939348,0.2595,0.796818,-1.748027,0.017265,-0.451003,-1.306592,-0.465177,0.428372,-2.312408,-0.634426,-0.906875,0.470102,1.993953,0.863103,-0.802927,0.186097,0.400178,0.389084,-0.823241
regular,-1.714074,0.013557,-2.445777,-2.262917,0.930725,-0.89141,-1.328894,-1.536385,-0.501249,-1.385488,0.473338,0.031373,-0.000379,1.055623,-0.962001,1.286849,-0.311617,1.157059,-0.234471,-0.435505
second,0.234496,0.296789,0.234352,-1.711015,1.479454,-0.034058,0.059054,0.699495,0.012301,-2.042765,-0.901312,0.75167,0.34445,1.308878,-0.192251,1.253971,-0.359742,0.631614,0.120666,-0.624954
triangle,-0.922592,0.37942,-0.459243,-1.60735,1.947979,-0.322422,-0.690259,-1.338111,-0.22426,-1.066978,-1.532425,0.195076,1.011309,0.697809,0.761243,-0.202791,-1.175912,2.874905,-1.174768,-0.407433
subset,-0.181287,1.317603,-0.721376,-1.908929,-0.792475,-2.365337,-1.379357,-0.385112,0.731649,-2.693922,-0.308784,-0.030179,-0.380868,1.730286,-1.353978,-0.267516,0.68164,0.735313,-0.016561,-1.073155
circle,-0.55744,0.469254,-0.71045,-1.677989,1.135628,-0.087188,-1.387686,-0.742187,0.348918,-0.870129,-1.993842,-0.299026,1.493527,1.188447,-0.421324,-0.595282,-0.179929,2.887052,-0.618305,0.430177
relation,0.542878,0.123489,0.315105,-0.895093,0.954505,-1.091075,0.404179,-0.591963,-0.27519,-2.116719,0.077901,-0.738281,0.459345,1.730541,-0.080009,0.829663,-0.297702,0.42112,-0.087916,-2.201818
positive,0.631707,0.21937,-0.616022,-1.603617,1.171865,-0.537174,-0.494587,-0.197264,0.3181,-1.690661,-1.184258,0.999946,0.03667,1.824047,-0.550612,-0.17942,-0.280305,0.348354,1.303497,-1.809719
simple,0.571348,0.096969,-1.343385,-1.451269,0.73881,-0.686434,0.431978,-1.296082,0.180009,-2.176672,-0.68803,-0.510936,1.014999,1.120711,0.184963,0.721156,0.184124,0.172853,0.966961,-0.420523
topology,-0.208164,0.202687,-0.290968,-1.348805,-0.092945,-1.493859,-1.467527,-1.156157,0.143737,-1.574641,-0.185854,-1.855511,0.057757,0.75522,-2.293594,1.089216,1.007263,0.249389,0.474789,-0.179419
category,-0.588205,-0.534466,0.060603,-0.769907,-0.937918,-1.028812,-0.98038,-1.411192,0.992628,-2.18592,0.232417,-2.708745,0.763371,0.647028,-1.222536,0.406813,0.213171,0.314227,-0.114055,-1.171418
surface,0.562324,0.342318,-0.508615,-2.055243,1.369097,-0.42565,-0.376992,-1.155603,0.357776,-0.303164,-1.448797,-0.863948,1.482259,0.804161,-1.624889,-0.487479,-0.129259,1.940198,0.862614,0.880093
constant,1.392357,1.04059,-0.076638,-1.791973,1.047426,-0.027508,-0.192794,0.256571,-0.034627,-1.178451,-0.938804,0.215695,0.658709,1.472739,0.001822,-0.233855,0.384022,1.304987,1.410203,-1.557492
application,1.313237,0.546342,-0.74072,-1.294136,1.043881,0.244085,-0.771478,0.099858,-0.302419,-1.872352,-0.960018,-1.756865,0.801904,0.454021,-0.222158,1.747717,-0.183433,-0.420151,0.794899,-0.289344
integral,1.23043,0.146351,-0.432037,-1.417305,1.427312,0.089034,-0.41791,0.00369,-1.369413,-1.353434,-1.496051,0.162679,0.957331,1.429322,-0.976077,0.056473,1.473274,0.29946,0.822774,-1.343915
coordinate,1.453123,-1.280907,-0.25434,-1.545215,1.175811,0.138558,-0.549491,-0.371803,-0.143171,-0.679326,-0.607856,-0.959662,0.756383,3.22571,-0.482873,-0.192537,-0.298798,1.5006,-0.84248,0.082671
complete,-0.761465,0.372223,-0.302238,-1.278496,0.891576,-2.314649,-0.122608,0.190103,0.028321,-2.399052,-0.919879,-0.038379,-0.175899,0.567449,-1.124681,1.477207,0.413603,0.025847,0.367743,-0.003493
