word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
mathematical,0.273052,1.599891,0.370584,-0.475807,-0.072994,-1.08849,0.163814,0.127525,-1.633781,1.303028,-0.186293,0.941947,1.428426,1.470523,0.924721,0.794548,1.103985,0.701353
method,-0.355584,1.138957,0.788138,-0.470652,0.166977,-1.410152,-0.656787,1.465247,-1.832102,0.462917,0.382165,1.562633,0.036869,0.426531,0.695869,0.365653,-0.148648,-0.147398
finite,0.187235,1.399775,1.080443,1.172927,0.438253,-0.612042,1.023696,0.601663,-2.595546,0.704154,-0.072532,0.923223,-0.310653,0.837486,1.068006,0.055163,0.707603,-0.444813
result,-1.102843,0.159254,-0.950172,0.034692,-0.140876,-0.875865,-0.904324,-0.20496,-0.728352,-0.28749,0.104929,1.694615,-0.677629,0.661043,0.219624,-0.251962,-0.461226,-1.448703
vertex,0.574079,0.553516,0.883893,1.349309,0.971111,-0.184031,1.203654,-0.187163,-2.341821,0.465126,-0.968863,0.553609,-0.971489,-0.333032,0.634241,-0.163859,0.733788,-0.134237
term,-1.301413,1.218898,-0.768367,-0.197136,-0.063713,-0.970156,-0.52343,0.687804,-1.31523,-0.03352,0.184163,0.817001,0.251251,-0.000768,0.335277,0.043423,-0.216126,-0.969794
line,-0.627263,-0.121829,-1.107462,0.253351,0.974333,0.19119,-0.815355,-0.013436,-0.739828,-0.229527,0.182253,0.693486,-2.044285,-0.15776,-0.074155,1.155248,0.040863,0.080354
model,0.040566,0.645917,0.116993,-0.730543,0.664013,-0.69516,-0.300333,1.150121,-0.772469,0.317232,-0.649662,1.628945,-0.671828,0.9869,0.300901,0.543963,0.031464,0.165312
real,-1.063476,0.468529,-0.258071,0.214369,0.001358,0.236023,-0.792702,1.414987,0.212406,-0.324941,-0.776414,0.830512,-0.158454,0.624335,-0.233504,0.229722,0.358079,-0.78085
property,-0.618247,0.695287,-0.4036,-0.352594,0.906446,-1.300449,-1.170377,1.234188,-1.788456,-0.717729,0.303492,-0.601887,-0.425804,0.296442,0.108699,0.451458,-0.426415,-0.327336
geometry,0.302472,0.914474,1.309019,0.011415,0.414405,-0.421608,0.487899,0.044236,-2.322747,1.14898,-0.01806,0.945394,-0.351254,0.947801,0.948096,1.381127,1.068934,0.306748
complex,-0.481259,-0.05532,-0.162707,0.300274,0.404059,-0.592184,-0.913119,0.807611,-1.665157,0.024125,-0.581989,0.631957,-0.553234,-0.08203,1.032717,1.702315,-0.100685,-0.244505
linear,0.234821,1.29478,0.887764,0.336093,1.8529,-0.099005,0.427089,-0.025857,-2.1277,0.517659,-1.37413,1.049092,-1.139309,1.083212,1.315991,0.44339,-0.090936,-0.477746
polynomial,0.16911,0.838209,1.634337,1.083704,1.010966,-0.589177,1.231657,0.177264,-2.962033,0.760202,-0.500153,0.114542,0.24336,1.395133,0.450304,-1.161283,1.473147,-0.411815
algorithm,0.636508,1.124194,1.091305,0.444583,0.099894,-1.052945,0.099707,1.509563,-2.089359,0.777981,-0.732092,1.091122,-0.278497,0.941375,0.227016,-0.549618,0.914696,0.139955
mathematician,-0.304197,-0.207432,0.63266,-2.363693,-0.597215,-0.051134,1.159746,-0.615615,-0.866826,0.854125,-0.527015,-0.906242,2.147558,1.631884,0.422167,0.259829,1.308077,0.575761
definition,-0.325221,2.186816,-0.144182,0.687962,0.121793,-0.923426,-0.000153,1.023632,-1.480011,0.469418,-0.010459,1.318085,0.168122,0.398183,0.360721,0.185764,-0.528541,-0.27401
product,0.313827,0.264661,0.266253,-0.976952,1.099338,-1.131516,-0.704237,2.371605,-0.823884,-0.284214,-0.641836,1.565242,-0.245301,0.023411,-0.74801,0.785677,-1.324682,-0.65686
state,-0.784086,1.156791,-2.226233,-0.406689,0.123189,-0.792575,-0.890174,0.214416,-0.070578,-0.3699,-0.113803,-0.362354,-0.391068,0.285534,0.695309,0.33429,0.170416,-1.211102
sequence,-0.656801,0.601978,0.599242,0.832545,0.292875,0.475741,-0.134633,1.149459,-1.38368,0.756906,-0.358059,1.826502,-0.848441,0.197882,1.182381,-0.136821,-0.205339,0.1844
distribution,0.194707,1.198117,-0.209183,-0.559932,0.558887,-0.135045,-0.325908,0.7514,-1.743228,0.213959,-0.585491,0.828221,-0.356259,-0.063813,0.243599,0.381875,-2.170071,-0.754188
