word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
system,0.016052,-0.352738,-0.135143,-0.761105,1.121704,-0.144678,-0.093151,-0.273725,0.053126,-1.873783,-0.068338,0.906375,-0.469849,-0.842875,1.373126,0.41536,-0.36303,0.905409,-0.65763,0.031309,0.768489,-0.552655,0.611729,-2.152766,0.384955,-0.112206,2.370577,-1.072485,1.022222,-0.31375,0.064577,0.894165,-0.710096,-0.416555,-0.489008
matrix,-0.479573,0.903341,-0.295323,-0.285666,0.786404,-0.745011,0.258579,-0.863713,-0.072676,-2.698035,-0.777163,0.926114,-0.901563,-1.224295,-0.894428,-1.057946,-0.367633,-0.064756,-1.314627,-0.647094,0.611222,0.137011,0.601266,-1.152483,-0.576507,-1.558162,1.460451,1.816805,1.590896,-0.427128,-1.47045,-0.378829,-0.509446,-0.696542,0.348841
mathematical,-0.075254,-0.900447,-0.309302,-0.33817,1.657929,-0.1602,0.99825,-0.98021,0.612224,-0.544951,1.197566,1.396095,-0.991265,-1.405523,-0.389161,-0.077757,-1.164071,-0.26331,-0.292312,0.362524,0.200245,0.614501,0.763604,-2.814691,1.607597,-0.073795,1.535047,-1.075656,0.074506,0.954893,0.220513,-0.057143,-0.679064,0.490244,0.065509
method,-0.010996,0.762651,-0.326517,-0.920434,-0.099913,-0.426216,-0.267623,0.326843,1.055876,-1.579163,-0.115861,1.482125,-0.068536,0.358281,-0.682634,0.140537,-0.996297,-0.680041,-0.636919,-0.55798,-0.11687,-0.266823,1.22678,-1.245447,0.760517,-1.139848,2.925885,-0.546481,0.681096,1.203565,-0.739892,0.918367,-1.2306,-0.295162,-0.606542
finite,-0.717795,0.292152,0.072056,-0.753221,0.570599,0.349712,-0.310726,-0.969432,1.218693,-1.350438,0.299022,-0.227369,-0.878774,-0.00185,0.070464,-0.03714,-1.392638,0.87157,0.216432,-0.103996,0.211658,-0.435795,0.011159,-1.303896,-0.589039,-1.974355,2.354888,-0.455668,1.268325,-1.438194,-0.197697,-0.600223,0.317265,0.295983,-0.56076
result,-0.228114,0.835854,0.035413,-1.022051,0.641479,0.152836,-0.314727,-0.702056,0.162798,-1.006992,-0.432961,0.95955,-1.171618,-0.058619,0.089329,0.354336,-0.812446,-0.157864,-0.389424,0.005943,-0.406114,0.802674,0.555184,-1.296307,-0.745719,-1.170644,2.042551,-0.530823,1.289115,0.804812,-0.542521,0.083301,-0.292702,0.461572,-0.322762
vertex,-0.312642,0.007183,-0.280679,0.663737,0.611397,1.629754,0.800312,-1.577689,-0.678389,-2.241198,-3.130776,-0.590514,-0.7032,0.522906,-1.556185,0.21908,-0.996868,0.531783,1.001476,1.372429,-0.536898,0.352072,0.465645,-1.013066,-1.07895,-0.818261,1.335403,-0.924107,0.263833,-0.398187,0.101895,-0.62152,-0.511696,0.275631,0.558259
term,-0.579237,-0.184844,-0.40416,-0.498409,0.355425,-0.715265,-0.156708,-1.254336,0.45365,-1.420628,-0.332605,1.376387,-1.128068,-0.076971,0.016048,0.584859,-0.442859,-0.465629,0.229176,-0.591308,0.200533,0.783599,0.47043,-0.902627,-0.438041,-0.659916,2.355475,-0.788869,0.765902,-0.584042,-0.490388,-0.259569,-0.280079,-0.173917,0.45015
line,0.056954,-0.406211,-0.84589,-0.315278,0.579919,1.723671,-0.0146,-1.055858,-1.132295,-1.57842,-0.634232,0.620404,-0.559891,0.781397,0.044347,0.731895,-0.467038,-0.117438,-0.21827,0.768019,1.000888,0.588537,-0.678151,-0.299068,-0.137798,-1.58598,2.21841,-0.537493,0.556965,0.247095,0.024901,0.131082,-1.188917,0.985691,0.724143
model,0.141034,0.440001,0.163921,-1.347628,-0.025588,-0.5332,0.692477,-0.954716,1.201702,-1.441425,0.125106,0.525134,0.525531,0.066466,0.341191,0.773664,-0.334531,1.300234,-0.176092,-0.626717,0.294459,-0.198589,0.823183,-1.806996,-0.307541,-0.567959,2.138773,-1.223859,1.038517,0.415606,0.859583,1.330878,-0.730998,1.15111,0.4407
