word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
number,0.004357,0.258935,0.339121,0.128801,-0.192726,0.821309,-0.335771,0.049625,-0.238521,1.055149,1.16035,-0.372105,-0.611123,1.090954,-0.278027,-0.108678,0.393119,-0.254793,1.725535,0.406074,0.618418
function,1.727792,0.539838,-0.458632,-0.790982,1.202541,-0.519483,-0.584485,0.339206,-0.073359,0.21463,1.445789,1.093536,-0.690994,0.593335,-0.856749,0.373706,0.431624,1.098644,0.961967,0.072927,1.565119
one,-0.270578,-0.207258,-0.03664,-0.269132,0.010625,0.546979,0.220871,0.159017,-0.259912,1.252496,0.234243,-0.244392,-1.009366,0.397684,-0.932007,-0.108471,0.220986,0.314124,1.336109,-0.075267,0.52603
set,0.074282,-0.258851,0.426592,-0.443957,0.372738,0.192478,0.046788,0.528405,-0.300229,0.643928,0.176537,-0.176128,-1.263474,0.262708,-0.675469,-0.247163,0.062589,0.178065,1.394109,0.312119,0.306593
group,-0.270411,-0.442985,-0.132902,-0.485194,0.178143,-0.366786,-0.341638,0.07274,0.214116,1.710814,0.391874,0.651759,-0.617559,0.804397,-0.078054,0.07624,-0.268161,0.848375,0.990625,0.090516,-0.348182
space,1.00816,0.321261,0.194318,-1.3829,-0.140644,-0.488395,-0.083845,0.189463,-0.404628,0.453459,0.512019,0.276994,-1.850983,0.808108,-0.34056,-0.542675,-0.629496,-0.135269,0.90372,-0.316492,0.444385
two,-0.635644,0.043474,-0.11739,-0.332219,0.138316,0.227064,0.674617,0.20343,-0.327647,1.082756,0.449934,-0.564718,-1.157378,0.843456,-0.66029,0.118688,0.264416,0.103461,1.311741,-0.220896,0.792179
theory,1.510006,0.182853,-0.562719,-0.550457,-0.324542,-0.563332,-1.992163,0.624928,-1.182577,0.847669,0.884891,2.06622,-1.081605,-0.098058,-1.031963,-0.039165,0.930732,-0.321296,-0.432983,0.369363,0.165544
point,-0.833603,0.207338,0.127055,0.186714,-0.627482,0.056698,0.016278,0.284142,-0.531732,0.863903,1.140623,-0.72278,-1.202624,1.451563,-0.846111,-0.690114,0.295705,0.119594,0.585425,0.410287,0.792573
theorem,1.55676,-0.366135,-0.633633,1.064573,0.453015,-0.844567,-1.127386,1.184168,-1.314588,-1.55113,0.801583,1.122693,-0.656725,0.120146,-0.319969,-0.387694,0.919884,-0.058533,-1.253542,-0.013019,0.834465
example,1.272592,0.13819,0.156282,0.064556,0.089132,-0.19726,-0.882573,0.162835,-0.082083,0.639359,0.274682,0.639955,-0.798738,0.635881,-0.972565,0.288856,0.45393,0.230895,1.635897,-0.113517,0.994498
form,0.553113,0.495908,-0.384504,0.07034,0.288992,-0.593174,-0.386854,0.034319,-0.539363,1.374604,-0.056154,0.132656,-1.177712,0.865596,-0.49461,0.795101,0.383909,0.600771,1.16296,-0.313441,0.712989
define,1.342141,0.47593,0.248735,0.281637,-0.072121,-0.70758,-1.46562,0.408859,-0.097475,0.860937,1.035995,0.78256,-0.633803,0.86823,-0.841637,0.033607,0.464407,0.352423,0.776908,0.502965,1.18864
graph,1.838394,0.191316,-0.335108,0.821608,0.038559,-1.037066,-0.898214,0.606521,-0.169242,-1.248961,0.81882,1.010072,-0.860713,0.665333,-0.087629,-0.440984,0.394679,0.04939,-0.112929,0.402822,1.033923
value,1.586117,-0.331345,0.718937,0.510459,0.125844,0.284837,-1.347804,0.515224,-0.390398,0.934868,1.189246,0.619655,-0.351767,1.062022,-0.834643,-0.705056,0.625369,0.289039,1.245767,0.201875,1.013659
problem,1.153104,-0.110396,0.397515,-0.998673,0.241219,-0.043254,-0.667379,0.21211,-0.629461,0.86613,1.116614,0.645465,-0.115511,0.488595,-1.687389,-0.208479,0.316036,0.427481,0.342661,0.172398,0.23301
mathematic,0.936916,-0.435467,-1.191199,-0.246935,-0.035447,-0.43444,-0.803619,-0.115856,-0.634171,0.415648,2.287425,1.511485,-0.996475,-1.507918,0.664395,0.032355,0.197453,-0.660586,-0.062027,-0.215945,0.977256
order,-0.14404,0.852273,-0.398603,-0.41959,0.705976,0.368978,0.090616,0.790353,-0.439445,1.360329,0.286177,0.122483,0.173499,0.014147,-1.08001,0.361161,0.250478,0.56726,1.496104,0.390508,0.45564
equation,1.771023,0.208002,-1.11924,0.227818,0.912257,-0.809075,-1.301972,1.274459,-1.734256,-1.163544,1.333565,1.425652,-1.082405,1.406154,-0.552515,-0.575459,1.46376,-0.359547,-0.889331,-0.206185,0.710865
first,-1.154418,-0.272881,-0.086136,-0.242202,0.181407,0.282081,0.719239,0.167145,-0.422283,1.146705,0.388176,0.271291,-0.908067,-0.000422,-0.287323,-0.122467,0.076343,0.184711,1.348615,0.138605,0.059528
vector,1.643436,0.87401,-0.809135,-0.083861,-0.017231,-0.682578,-0.631611,0.48964,-0.046547,-1.392554,0.900075,1.466199,-0.825857,1.694089,-0.508142,-0.348853,0.651219,0.355818,0.354472,0.439447,0.887776
algebra,1.671814,0.013048,-1.001587,0.599735,0.422181,-0.508729,-1.317453,0.335733,-0.765321,-1.548642,1.788197,0.850833,-1.531972,-0.603912,0.794204,0.353005,0.743077,-0.162683,-0.887547,0.173254,1.545983
$\mathbb{N}$,-0.071159,0.088485,-0.090513,-0.352534,1.148664,0.205095,-0.670948,-0.093155,0.794918,-0.46891,0.129048,-0.032122,-1.157839,1.789456,0.542721,0.630501,1.221658,-0.287864,0.349397,0.556686,0.237772
field,-0.10671,0.218919,-0.652154,-0.614241,-0.44139,-0.723954,0.955724,0.269395,-0.730315,1.346371,1.432833,0.653515,-1.269738,0.836036,-0.273985,-0.070544,0.0818,-0.088421,0.20995,0.004997,0.232108
element,1.383176,0.406295,-0.481604,-0.361975,-0.200813,-0.438908,-1.219847,0.500604,-0.769416,0.466724,0.022116,0.28662,-1.585459,0.670238,-0.891685,0.487467,-0.183688,0.147892,1.631568,-0.046283,0.518808
system,1.41108,0.674719,0.258753,-1.167802,0.639328,-0.921392,-0.051182,0.600215,-0.126787,0.753935,1.588661,1.035212,-0.662618,1.354535,-0.255571,-0.568414,-0.644206,0.303754,1.597584,0.186206,0.660435
