word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
number,-0.904186,-0.071262,-1.422387,0.522199,-0.148049,-0.933647,0.653113,0.431273,-0.074096,-0.555055,0.658958,-0.189998,0.870873,0.039869,1.101833,-0.540567
function,-0.912609,0.316054,0.239232,-0.748852,1.030906,-1.106966,0.305542,1.106987,1.286559,-1.392758,0.192921,-0.382235,1.688618,-0.451025,1.547928,0.500914
one,-0.483871,-0.1181,-0.396049,0.551805,0.045191,-1.69956,0.537468,0.354044,0.323489,-0.133834,0.808935,-0.165147,0.226939,0.789343,0.786559,-1.023649
set,-0.094563,-0.560499,-0.470764,0.114893,-0.040338,-1.385842,0.822323,0.243935,0.602612,-0.35366,0.963363,-0.015176,0.696599,0.370274,0.453217,-0.988093
group,-0.974339,0.590212,0.162269,0.624666,0.250957,-1.538599,0.286695,-0.251104,-0.025795,-0.550639,0.499323,-0.700501,0.467064,-0.328994,-0.007612,-1.185752
space,-0.28246,-0.131507,0.435497,-0.908183,-0.42928,-1.280087,1.313679,1.107591,0.372328,-0.852543,1.269165,-0.476073,0.908839,-0.549068,0.227108,-0.524073
two,-0.774648,-0.012068,-0.542842,0.727948,0.081322,-1.597026,1.249256,0.422252,0.381993,-0.149761,0.789454,0.01557,0.079729,0.898051,0.574021,-0.567501
theory,1.190207,0.709881,0.426484,0.186478,0.964031,-0.468481,-0.330793,1.967029,1.284694,-0.53865,0.178333,-0.952701,1.583821,-1.57144,1.186628,-0.475259
point,-0.142205,0.179426,-0.87342,0.831399,0.458462,-1.182465,1.727926,0.374955,-0.532508,-0.586115,1.00909,0.105222,-0.009037,0.320621,1.231141,-0.235979
theorem,1.668972,0.366791,0.658024,-0.437524,1.55315,0.385465,0.13422,1.004754,1.563263,-0.727736,-0.492997,0.623564,1.012975,-0.772652,0.871498,1.623015
example,-0.606678,0.656673,-0.439254,-0.382651,0.124539,-0.975897,-0.083532,0.578213,1.232463,-0.643882,0.911541,-0.131359,1.233917,-0.089593,1.397419,-0.516486
form,-0.898361,1.076469,-0.266988,-0.011344,0.27519,-1.176868,0.647641,0.656308,0.994691,-0.223311,0.742931,-0.643817,0.324191,0.268383,1.059573,-0.543034
define,-0.254668,0.871725,-0.568419,-0.389721,1.127882,-0.54177,0.241119,0.598384,0.722173,-1.048391,0.774777,-0.5082,1.171519,-0.90687,1.944862,-0.309607
graph,0.7979,0.786635,-0.282668,-1.268576,0.910974,0.28552,0.555747,0.232116,1.177359,-1.516969,0.161992,-0.074562,0.671717,-1.156022,1.087612,0.8855
value,-0.617401,0.242062,-0.965504,-0.450702,0.709848,-0.679174,-0.101991,0.324139,0.40843,-0.98846,0.838899,0.529055,1.508016,-0.860549,2.222427,-0.433567
problem,0.008458,0.122665,0.514409,0.051998,0.652729,-1.341702,-0.215706,1.144764,-0.11647,-0.410008,0.822106,-0.151078,1.891263,-0.609884,1.143964,-0.007884
mathematic,0.590038,0.140865,0.304858,-0.259224,0.589365,-0.628043,0.653853,1.321444,1.280096,-0.339407,-1.949471,-0.5732,0.465628,-2.064612,1.097596,-0.162402
order,-1.201682,-0.386494,-0.203451,0.722016,0.889388,-0.727999,0.219863,0.40249,0.344434,0.369636,0.637348,-0.774811,1.137586,0.790394,0.781939,-0.605412
equation,0.921581,0.87634,1.012675,0.065952,1.380194,0.279605,0.924914,1.603001,1.57492,-1.334852,0.495173,0.696107,1.194821,-1.016151,1.096037,1.576497
