word,1,2,3,4,5,6,7,8,9,10,11,12,13
number,-0.751874,-4.148529,0.32662,0.172605,-0.598954,-2.292867,0.613928,-0.76687,-0.291208,1.152389,1.203797,0.645412,0.971225
function,0.328388,-4.380152,1.448576,-0.134161,1.406731,-0.698367,-1.34749,-0.595868,0.16351,1.324761,-0.417849,0.92284,1.252011
one,-1.543257,-3.831303,-0.369422,-0.074365,-0.313932,-1.878496,-1.302992,-0.583925,0.128293,0.787501,0.709157,0.255708,0.473804
set,-1.349317,-4.135814,0.775684,-0.244777,1.008549,-0.981856,0.040117,-1.750301,1.030593,0.668177,0.980522,-0.634048,-0.060378
group,-0.163352,-3.684141,0.612016,-1.340679,-0.058315,-2.240229,-0.852525,0.857989,0.790408,0.358996,1.649098,-0.102859,-2.077381
space,-1.115718,-3.882244,0.465427,-0.163044,1.079206,-0.424671,-1.436923,-0.034595,1.895907,0.940498,1.313406,-0.377037,-1.160439
two,-1.636573,-3.646444,-0.600002,0.208548,-0.353755,-1.577262,-1.44065,-0.365514,0.047659,0.651024,1.259662,0.522173,-0.02698
theory,0.302605,-3.515499,0.478619,-0.356482,1.027661,-2.385968,-0.154278,0.93073,2.44498,-0.050527,0.119932,-0.706774,0.495918
point,-1.245541,-3.64408,-0.685206,0.917198,0.229671,-0.299485,-2.177921,-0.912917,0.406149,1.086999,0.768247,0.018681,0.012023
theorem,-0.031262,-3.69009,0.276325,0.210572,-0.003132,-0.981939,0.234941,0.467268,2.171221,2.676033,-0.609064,-0.375597,0.33118
example,-0.622532,-3.676204,-0.108214,-0.614897,0.271774,-1.614333,-1.000853,-0.391694,0.345853,0.790415,0.712037,0.013863,0.434712
form,-0.432024,-4.051421,-0.397936,-0.424577,0.629941,-1.060366,-0.856783,0.313819,0.085656,1.093134,0.79317,0.915454,-0.366419
define,-0.532138,-4.024757,0.697842,-0.700004,0.997,-0.681449,-1.532693,-0.519917,0.328532,1.284582,0.190997,0.184519,-0.177746
graph,-0.783431,-2.496948,-0.450607,0.205594,-0.267792,-1.427222,-0.112528,-2.0565,2.416938,1.351477,2.060438,0.785238,-0.415941
value,-0.658164,-3.638409,0.792216,-0.050955,0.347149,-1.167197,-1.430916,-1.061939,-0.714039,0.831004,0.583348,0.172047,1.905092
problem,-0.449837,-2.636882,-0.326039,0.220424,0.036162,-2.205493,-0.102358,-0.922208,2.243753,0.764257,0.452338,0.246884,1.705894
mathematic,-0.933159,-3.006835,0.76603,1.203548,0.324167,-2.60508,0.184886,1.004215,1.505245,-1.580764,-0.395617,-0.42019,0.058368
order,-0.542155,-3.65208,0.22168,-0.296293,0.291068,-1.433407,0.027899,-0.583481,0.068628,0.587263,1.533278,0.655973,0.093831
equation,0.844182,-3.32689,0.012309,0.283974,0.546809,-1.330425,-2.064623,0.990043,0.639788,1.254835,-0.70665,0.638208,1.372932
first,-0.878643,-3.511257,0.227505,0.59204,-0.595172,-2.373973,-0.398444,-0.013965,0.15254,0.182005,-0.080556,-0.121957,0.637379
vector,-0.430296,-3.588798,0.681091,-0.562956,1.109252,-0.339222,-2.94528,0.188461,-0.036285,0.735858,0.554375,0.576347,-0.682923
algebra,0.341361,-3.847544,0.844222,-1.088999,1.002879,-1.978756,-0.108407,0.708586,0.884559,-0.004947,0.006998,0.06121,-2.159237
$\mathbb{N}$,0.210594,-3.506792,0.514836,-0.163839,-0.494132,-0.784562,-0.883969,-1.576878,-0.99767,1.545467,2.145883,0.010258,-0.254926
field,-0.45457,-3.295669,1.338312,-0.818246,0.6023,-1.777867,-1.659682,1.34636,1.070869,0.167718,0.691208,0.375382,-0.049546
element,-0.994434,-3.558484,0.782488,-0.55631,0.24553,-1.145644,-0.919467,-0.936528,-0.613107,0.508273,1.132732,0.249421,-0.745353
system,-0.155885,-2.944642,-0.223641,-0.431604,1.018521,-2.062278,-1.234728,-0.053819,0.586245,-0.753971,0.099093,0.6938,1.03027
matrix,0.605801,-3.185022,0.976855,-1.03344,0.206729,-1.5607,-1.723042,-0.120428,-0.334732,1.218076,0.459241,1.99748,0.026472
mathematical,-0.470638,-3.115171,0.421953,1.112548,0.663172,-2.803336,0.643287,1.039001,1.434918,-1.930724,-0.091003,-0.138339,0.772465
method,0.623638,-2.74312,-0.452264,0.1135,0.568757,-2.276196,-1.061234,-1.064783,1.205378,0.496527,-1.127017,1.133794,1.858698
finite,-0.44339,-3.577373,0.942154,-0.904267,0.892253,-1.134338,-0.316394,-1.040558,1.173328,0.968667,1.100798,0.126949,-0.634546
result,-0.634223,-3.220972,-0.431984,-0.482668,-0.093944,-1.902639,-0.830301,-0.38254,0.597807,1.04596,0.122239,-0.441207,1.282203
vertex,-1.230689,-2.718387,-1.401629,1.006956,-0.920124,-0.811124,-0.767018,-2.07763,0.228381,0.808952,2.90471,0.419739,-0.711841
term,-0.810733,-3.538747,0.06917,-0.593527,0.645088,-1.259043,-1.013467,-0.049895,-0.355375,0.650646,-0.155591,0.61724,0.920875
line,-1.338531,-3.260325,-1.532018,0.955877,0.078953,-0.152174,-2.061582,-0.944359,-0.128057,0.760674,0.327965,-0.092776,-0.539798
model,0.203441,-2.400957,-0.407022,-0.473736,1.03778,-1.714,-1.240422,-0.200328,1.725288,-0.245185,0.990793,-0.294295,1.840685
real,-0.729753,-3.850952,0.779303,-0.338371,0.874103,-0.756838,-0.742181,-0.147888,0.403211,1.041563,0.305999,0.33389,-0.009232
property,-1.080896,-3.528528,0.134179,-0.971106,0.963298,-0.844992,-0.529792,-0.013528,0.938148,1.092069,0.267994,-0.230757,0.255827
geometry,-0.218037,-3.496755,-1.28097,0.912042,0.816892,-1.391703,-0.282976,1.468843,2.078743,-0.180903,0.250288,-0.027117,-0.810521
complex,-0.263101,-3.56761,0.137254,-0.347979,0.861873,-0.945008,-1.227052,0.280885,1.064893,0.843734,0.303536,0.742649,-0.702617
linear,0.320092,-3.328731,0.814695,-0.300485,1.363289,-1.221574,-1.511909,-0.654934,1.394077,0.443779,0.395566,0.832733,0.322999
polynomial,0.847761,-3.131907,1.375655,-0.896808,-0.175426,-1.696838,-0.383381,-0.889753,0.196109,2.092772,-0.025673,1.239093,0.65886
algorithm,0.964848,-1.999469,-0.286804,-0.229969,-0.532399,-2.934774,-0.85117,-2.657468,1.425427,0.938683,-0.523438,0.873246,1.545548
mathematician,-1.177527,-2.252835,1.30703,2.5605,-1.310741,-2.655821,1.540326,0.745078,1.144636,-0.711832,-1.539288,1.145572,0.002834
definition,-0.747199,-3.670883,0.138253,-0.996445,1.090503,-1.038417,-0.368989,-0.244756,0.722353,0.883837,-0.230895,-0.354552,0.054216
product,-0.409616,-3.527828,0.624561,-0.85794,0.501544,-0.894105,-1.042245,-0.008035,-0.377365,0.814617,0.382088,0.956762,-0.854059
state,-1.338229,-2.538298,1.466357,0.935807,-0.010624,-1.242933,-1.044109,-0.20104,0.903648,0.051655,-0.021879,-0.12919,0.659797
sequence,-0.164018,-3.146484,0.882253,-0.141795,0.053003,-0.877246,0.238215,-1.504414,-0.081734,1.463435,0.471556,0.927174,0.111435
distribution,0.218547,-2.783539,0.862401,0.177728,0.716009,-0.425665,-1.433125,0.381329,0.094012,1.207205,0.659629,0.722116,2.868722
variable,-0.312887,-3.231849,0.92897,-0.602691,1.193232,-0.876406,-1.53438,-0.481555,-0.736255,0.061795,0.383924,0.153958,2.00575
solution,-0.170036,-2.784841,-0.349038,-0.011507,-0.18405,-1.377079,-1.304407,-0.547339,0.817611,1.650836,-0.055974,0.090479,1.546519
square,-0.377133,-3.202617,-1.271839,0.515196,-0.522041,-0.795659,-0.555304,-0.642908,-0.647036,1.483938,1.260883,1.567733,0.746757
map,-0.691698,-2.921052,0.227517,-0.408455,1.010044,-0.189029,-2.465087,-0.588407,0.775468,0.874189,0.2209,0.048312,-1.304031
class,-0.545395,-2.854197,1.084908,-1.020734,0.089045,-1.531459,-0.584864,-0.087169,0.860894,0.298956,1.11184,-0.470929,-0.746968
integer,0.02856,-3.834314,0.742803,-0.560282,-0.218391,-1.359585,0.046325,-0.855244,-0.892203,1.732403,1.086273,0.66555,0.463388
mean,-0.958649,-3.22724,0.190731,-0.154619,0.638202,-0.659385,-1.147157,-0.384273,-0.357423,0.654542,0.801394,-0.116602,1.501886
proof,-0.204727,-3.284138,-0.550333,-0.326147,0.128019,-1.770474,0.58058,-0.395573,0.885699,1.251997,-1.000406,-1.176572,0.671814
three,-1.537943,-3.171099,-1.132258,0.914783,-0.792917,-1.532849,-0.950388,0.046422,0.030935,0.412792,1.221907,0.128367,-0.25886
dimensional,-0.259668,-3.281967,-0.814937,-0.08664,0.735738,-0.763445,-1.441219,0.494587,1.349239,0.849628,1.80745,0.491576,-0.672569
zero,-1.398532,-3.512183,0.876524,-0.130709,0.079112,-0.529031,-1.496565,-0.453712,-0.830295,1.505138,0.48434,0.534791,0.503003
algebraic,-0.001105,-3.428932,0.673536,-0.57038,0.850753,-1.720476,-0.059643,0.754205,1.592898,0.320465,0.084647,0.111778,-1.140402
formula,0.143813,-3.599285,-0.147631,-0.522862,0.626358,-0.737234,-0.127174,0.203493,-0.565116,1.820188,-1.21355,0.183285,0.90017
ring,-0.668039,-3.072336,1.341152,-1.372307,0.143155,-1.155408,-0.205863,-0.165976,0.153251,0.985694,0.337912,0.642541,-2.328109
edge,-1.500336,-2.329324,-1.337945,0.909143,-0.932282,-0.712749,-1.258201,-2.006342,0.304122,0.827125,2.626021,0.248757,-0.249375
sum,-0.456273,-3.578481,0.702839,0.016962,-0.005645,-0.710171,-0.479285,-0.379732,-0.836489,1.60065,0.800644,1.068675,0.684735
plane,-0.814579,-3.371261,-1.999829,0.764653,0.363996,0.009083,-1.566451,0.033901,0.656043,1.173882,0.636769,0.052337,-1.470693
analysis,0.782738,-2.794619,0.409096,0.278135,1.340374,-2.021376,-0.635618,0.478095,1.89109,-0.778143,-0.548592,0.064483,1.533884
dimension,-0.273169,-3.192781,-0.789832,0.02884,0.342562,-0.598363,-0.986022,0.397355,0.796883,1.199307,1.642619,-0.190542,-0.196263
curve,-0.449276,-2.334239,-0.55455,0.806521,0.293126,-0.051423,-1.924285,-0.160328,1.218106,1.641659,-0.012364,0.836033,-0.302683
type,0.108259,-3.077722,-0.366498,-1.011433,0.918334,-1.381329,-0.491173,-0.318099,0.399057,0.088383,0.957907,-0.306477,0.128768
operator,0.319585,-3.171225,1.318621,-0.613418,1.468787,-0.433855,-1.302367,0.282274,0.216554,0.47673,-0.317935,0.715522,-0.341503
prove,-0.300878,-3.044092,0.292642,-0.058478,-0.670128,-1.484377,0.285372,0.179292,1.202988,2.104458,-0.729673,-1.49685,0.521187
probability,-0.427264,-2.69353,1.384057,0.428475,0.558538,-1.006862,-0.664213,-0.280013,0.188969,0.231892,0.291851,-0.339414,2.554136
structure,-0.695614,-2.82969,-0.254693,-1.330879,1.051109,-1.583135,-1.326906,-0.05982,1.485377,-0.230205,0.865636,-0.179671,-0.689852
representation,0.32543,-2.971463,0.154725,-1.344008,0.362242,-1.696082,-1.113009,0.415683,0.510828,0.749363,0.593398,0.923944,-0.899174
series,0.364882,-3.292125,0.357523,0.802732,0.558635,-1.235393,-0.0115,0.073324,-0.016503,0.346545,-0.268424,0.739555,1.153145
prime,-0.051421,-2.852763,0.791226,-0.367801,-1.445377,-1.60238,1.353186,-0.341024,-0.565512,2.155025,1.449477,0.420998,0.478813
