word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
real,0.032671,-0.360603,-0.302427,1.261548,-0.875637,0.853511,0.164937,-0.013589,-0.254051,-0.93345,0.159367,-0.591927,0.933298,-0.188079,-0.515585,0.124847,-0.124527,-0.267708,0.275138,0.305775,0.11782,-0.02301,-0.620164,-0.450227,1.117312,-0.144956,0.740516,-0.187996,-0.678532
property,0.116314,0.013291,-0.370205,0.445121,-0.632598,1.231222,-0.08537,-1.703061,-1.075789,-0.720723,0.275386,-0.231077,-0.572641,-0.901692,0.454588,0.460545,-0.559008,0.331827,0.235773,-0.308485,0.537552,-0.406771,0.293263,-0.170152,1.67487,-0.580953,-0.171198,-0.497351,0.344681
geometry,0.217912,0.312027,-0.416896,-0.027515,-0.908244,-0.996218,1.418779,-0.885018,-0.451562,-1.550457,0.726971,0.893739,-0.267871,-0.639443,0.091456,0.255641,0.256729,1.870708,-0.379522,0.167388,-0.364244,-0.897947,-1.114071,-1.287419,1.563309,1.134928,-1.260542,-0.625564,-0.904481
complex,0.323368,-0.360339,-0.112512,0.396275,-0.63205,0.704711,-0.224062,-0.354292,-0.12116,-1.802636,-0.033547,0.257288,-0.757095,-1.094945,-0.163913,0.909561,0.241269,0.285454,-0.000241,0.472159,-0.024933,-0.487347,0.121645,-1.10711,1.814965,-0.062719,-0.734615,-0.002338,-0.230675
linear,0.759564,-0.504452,-0.704292,0.683893,-0.698567,-0.24692,1.71918,-1.493443,0.547121,-1.624665,-0.227531,0.204567,-1.155055,0.051257,-0.179016,1.274579,-0.498365,0.98101,0.874297,-0.694437,0.462154,-1.617561,-0.627946,-1.613385,0.579549,1.372448,-0.572673,-0.862637,-0.432182
polynomial,0.655638,0.213797,0.149733,0.014191,-1.951101,0.438127,0.911732,-1.026759,0.567093,-0.704814,0.156621,-1.279919,-0.728148,-1.199678,-0.076818,-0.251086,-0.192812,2.017323,0.573659,-0.818183,-0.584731,-2.022353,-2.228759,-0.551301,1.501351,1.612936,-0.352723,-1.225748,-1.953786
algorithm,0.732091,0.425383,-1.052622,-0.069833,-1.658741,-0.161058,0.823273,-0.720759,0.108744,-0.759237,-0.729636,-0.777556,-0.732594,-1.460972,-0.054579,1.021384,-1.062767,0.607388,-0.692918,-1.124046,-0.217986,-0.634115,-2.296365,-1.30696,0.48575,1.34586,-0.250628,0.086786,-1.018389
mathematician,-1.11355,0.651908,1.032681,-1.63369,0.712544,-0.961052,1.429438,0.803281,-0.042647,-1.200223,0.420813,0.245158,0.938002,0.295468,-0.160842,-0.714104,-1.8632,1.794745,-1.287018,-0.418552,0.295085,-0.882636,-1.333285,-0.528465,0.861382,-0.060704,0.571512,-1.431299,-0.740991
definition,0.45114,0.219367,-0.77379,0.416101,-1.174865,0.063622,0.4752,-1.601396,-0.41741,-1.616899,0.433676,-0.468128,-0.192303,-1.308067,-0.326344,0.655139,0.433074,0.360242,0.453963,-0.902604,0.17615,0.043904,-0.483925,-0.899085,0.205129,0.421457,0.517393,-1.136101,-0.909752
product,-0.19408,-1.019514,-1.853073,0.556123,-0.554265,1.661624,-0.134291,-1.047563,-0.610067,-1.291685,1.188405,-0.021906,-0.057235,-1.255127,0.910868,0.93669,-0.930916,-1.110496,0.290498,-0.258303,-0.417531,-0.228297,0.008833,-0.538981,0.660907,0.519632,0.061008,0.160133,-0.349428
state,0.096362,0.3826,-0.02893,0.876398,-0.262725,0.588249,-0.236453,-0.40998,-0.208606,-1.194297,0.639202,-0.272824,-0.85384,-0.146385,-0.085123,-0.200158,0.303963,-0.31549,-0.345625,-0.241537,0.836808,-0.31807,-0.455147,-0.410504,0.39268,-1.929099,0.866459,-0.329343,0.789483
sequence,0.482863,-0.216526,-0.477325,0.465956,-1.361123,0.088563,-0.098118,-0.596683,0.85517,-1.897598,-1.27972,-0.552038,0.101682,-1.297471,-0.299939,0.411806,0.079656,0.458585,0.742099,0.494486,0.499623,-0.832217,-0.428143,-1.012827,0.605605,1.024648,-0.232622,0.394221,-1.17079
distribution,0.412593,-1.331184,-0.815076,-0.12497,-1.438056,0.355003,0.2836,-1.260875,0.056033,-1.441186,0.674767,-0.64066,-0.303897,-0.233621,0.39472,1.788098,-0.216227,-0.24346,0.450502,-1.051286,0.504876,-1.15151,-0.038272,0.044026,-0.058009,0.127395,-0.181617,-0.241576,0.053866
variable,0.186537,-0.420199,-0.56721,0.112088,-1.122147,0.127528,1.103746,-2.011524,0.752642,-1.727456,-0.075963,-0.986883,-0.366808,-1.087415,0.131631,1.218301,0.179282,0.257825,0.971963,-0.324452,0.279444,-0.401695,-1.1584,-0.321706,0.352434,1.523805,-0.586769,-0.835539,-0.824533
solution,0.574597,-0.152351,-1.599698,0.394241,-0.49307,1.084824,0.682477,-1.372776,-0.358326,-0.846037,1.195517,-0.298072,-0.362117,-0.982097,-0.192459,0.967521,-0.533569,-0.105909,-0.224166,-0.213295,0.470228,-0.107186,-0.743005,-0.698726,0.66081,0.542599,-0.523465,-0.099137,-0.786349
square,-0.21644,-0.044911,0.963765,1.856453,-0.111078,0.239643,0.546016,-0.558186,-0.511357,-0.777071,-0.507389,1.173367,-0.605174,0.691695,0.912409,0.023169,0.328684,0.349318,0.493757,-0.942872,0.083027,-1.638635,0.54521,-0.881873,0.81995,-0.170502,-0.339024,-0.499973,0.530484
map,0.338921,-0.701138,0.783078,0.506975,-1.242499,-0.507501,-0.175475,-1.033943,-1.64134,-1.837314,-1.107154,-0.460868,-0.811174,0.202099,0.347891,0.950537,-0.307385,0.470821,0.002065,-0.517506,0.5389,-0.171282,-0.100792,-0.626725,0.580275,-0.065657,-0.409891,-0.319545,-0.570014
class,-0.553992,0.021794,0.873551,0.034606,-0.083017,0.281583,0.407486,-0.261952,0.105787,-1.508403,0.44724,0.174557,-0.416535,-1.084941,0.781257,-0.530049,0.337516,-1.186056,1.254614,-0.070292,-0.230782,-0.052553,-1.172785,-0.191703,0.405988,-0.357274,0.366993,-0.321833,0.256524
integer,0.73641,0.545143,-0.206805,0.898515,-1.56768,0.257091,0.683214,-1.456979,0.650963,-1.00201,-0.130093,-0.916773,-0.948101,-0.802406,0.614786,-0.560782,-0.362719,1.117058,0.599162,-1.135322,-0.360834,-1.960928,-1.520366,-1.055052,0.564688,1.564373,-0.003496,-1.077339,-2.070973
mean,0.317754,0.637234,0.264273,0.8497,-0.539147,0.222972,0.248129,-1.01313,0.525431,-0.967685,0.459185,-1.005879,0.096738,-0.861768,-0.278607,0.538871,0.605349,-1.382452,0.289386,-0.698608,0.263549,-0.324052,0.663148,-0.330227,0.849964,0.263973,0.011964,-0.03437,-0.603002
proof,0.354809,1.229223,-0.682867,0.466884,-1.403153,0.158663,0.321592,-1.586944,-0.3227,-0.485446,0.427271,0.081515,0.772547,-0.942901,0.390401,-0.213503,0.005294,0.75919,-0.137286,-0.62029,0.138317,-0.15959,-0.702822,-0.444113,0.529549,0.241491,-0.036568,-0.117359,-1.183848
three,-0.477003,-0.055285,0.348507,1.148303,0.022236,-0.215919,0.227053,-0.106189,0.086536,-1.012979,-0.255287,-0.065818,0.117057,-0.284901,0.441904,-0.282496,0.426609,-0.933477,0.703643,-0.051186,0.484804,-0.555237,-0.097111,-0.131798,0.823931,-0.777699,-0.364738,0.731682,0.433186
dimensional,-0.0334,0.446939,-0.867872,0.169275,-1.380537,-0.062948,0.762554,-1.060348,-0.364573,-1.761615,0.348062,0.622035,0.13838,-0.459075,-0.037924,0.545991,0.654504,1.3004,0.491435,-0.046486,0.351325,-0.832553,-0.826259,-1.935488,1.356656,1.560026,-1.316493,-0.002761,-1.058596
zero,0.347423,-0.044453,-0.440006,0.920757,-1.087454,0.853521,0.661333,-0.888884,0.300975,-0.700213,0.259975,-0.197104,-0.118839,0.086628,-0.32594,0.255653,0.466227,-0.024492,1.167397,-0.018727,0.835643,-0.529194,-0.783971,-0.863223,0.412414,0.815709,-0.063935,0.136033,-1.115083
algebraic,0.803875,0.435069,0.12251,-0.633358,-1.323899,-0.447223,0.85741,-0.677516,-0.294403,-1.583588,1.064286,0.382315,-0.22139,-1.134499,-0.361997,-0.004265,0.159836,2.074095,0.076032,-0.506753,-1.094731,-1.048473,-1.725046,-0.971766,2.060978,1.147222,0.045397,-1.203136,-1.648011
formula,-0.339982,-0.68212,-0.539936,0.717127,-0.770503,0.436623,1.550507,-0.371965,0.533693,-0.608488,1.110019,-0.128028,0.572744,-0.830279,0.039197,-0.309516,-0.574652,0.530152,1.489452,-0.12511,-0.542389,-0.124733,-0.712684,0.207567,1.003435,0.223168,-0.136977,-0.354962,-1.742135
ring,-0.209328,-0.113897,-0.286207,0.58332,-0.307081,-0.30148,-0.320924,-0.25915,0.215634,-0.679878,0.293275,-0.109123,0.18997,0.261379,-0.099202,-0.151936,0.632625,-0.168581,0.793905,-0.336009,0.526121,-0.806131,-0.176781,-0.580141,1.64604,0.81797,-0.91729,1.092821,-0.675583
edge,-0.153939,-0.362211,-0.008002,1.12286,-0.88401,-0.46699,0.19244,-0.172468,0.107884,-0.999821,-0.237663,0.059845,-0.566602,0.475678,-0.275566,0.716114,0.785423,0.150568,0.620711,-1.100781,0.240252,-0.286775,0.293372,-0.925503,1.16361,0.757034,-1.062233,1.001373,0.885041
