word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
matrix,0.206943,-0.028576,0.588365,0.142771,-0.213513,-0.268715,-0.718701,0.845524,1.079136,-0.748145,-0.721973,-1.592631,-0.142225,0.40982,-0.170135,0.700045,-1.306317,-0.492464,-0.527395,0.395324,1.938127,-0.859529,-0.105733,-0.841659,-0.211152,-0.622385,0.379568,0.364086,-0.258145,0.214451,0.670259,-0.488066,-0.033722,0.372868,0.111487
mathematical,-0.093318,0.743295,1.465309,0.732088,-1.362948,-0.462452,-0.874324,0.761651,0.101913,-0.291607,-0.427795,-0.337092,0.349456,0.020435,-1.476561,-0.479106,-1.734525,-0.802679,0.220426,0.106164,1.457781,-0.151783,0.784172,-0.111303,-0.535714,-0.453072,-0.206075,0.53346,0.44439,-1.02829,0.48533,-0.966698,-1.443659,-0.942399,0.30929
method,0.042088,0.222245,1.294792,0.382271,-0.566659,0.147971,-1.151781,0.822981,1.02291,-0.461623,-0.038923,0.602069,-0.329362,-0.049905,-0.463212,0.406258,-0.826019,-0.659681,-1.23423,0.119037,2.145546,0.146066,0.180268,-1.202819,-0.355874,-0.252098,-0.295419,0.17471,0.508979,0.026943,0.019705,-0.364785,-0.817104,-0.788927,-0.529491
finite,0.715313,-0.355412,0.812572,0.236554,-0.799843,-1.056392,-0.553113,1.264892,1.30568,-0.984727,-0.681641,-1.349021,0.297176,0.322084,-0.703493,0.690431,-1.135998,-1.054492,-0.010539,-0.378357,2.616226,-0.578418,0.337359,0.301255,-0.033932,0.297115,0.53501,0.127636,0.510147,-0.270576,0.647158,-0.103405,-0.748633,-0.184761,-0.091399
result,-0.14761,0.576459,0.099435,-0.377554,0.430773,-0.487991,-0.396174,0.019266,1.969034,0.058151,0.506759,0.372117,0.609457,-0.175771,-0.20258,0.668737,0.334946,-0.294981,0.110298,0.413516,0.647232,0.738942,-0.000766,-1.631865,0.231514,-0.171568,-0.725437,0.836694,0.54556,0.385664,0.464592,0.331387,-0.614283,0.146645,-0.087687
vertex,0.782454,-0.087916,0.518671,0.124207,0.146879,-1.00102,-0.316098,0.188256,0.81604,-0.161562,0.137467,-2.328389,-0.300538,0.98509,-0.753005,0.740311,-0.745871,-0.595145,-0.155586,-0.498318,1.816814,-1.575883,-0.789622,0.934913,0.069293,-0.947404,0.722577,0.327122,-0.39934,-0.307825,0.258062,0.359729,-0.512819,0.608104,0.989535
term,0.134201,0.622982,-0.057252,-0.620379,-0.276192,-0.285593,-0.10945,0.329381,1.104384,0.20323,0.700066,0.821435,0.706207,-0.478309,-0.118903,0.67317,-0.558809,-0.45947,-0.561187,0.322342,1.262159,0.076512,-0.027276,-0.826438,-0.39278,0.028094,-0.075311,-0.092469,0.847871,-0.13545,0.584721,-0.085165,-0.244361,-0.296998,-0.134073
line,0.275452,-0.354088,-0.619515,0.309727,0.17924,-0.571912,0.475552,0.369972,1.144488,0.467143,0.433048,0.959782,-1.087225,-0.037583,0.767898,0.95649,0.297277,-0.139217,0.716375,0.208217,1.159199,-0.07819,-0.183362,0.001099,0.364018,-0.553708,-0.49461,0.300405,-0.611859,-0.712943,0.747086,0.310841,-0.556274,1.039662,0.085557
model,-0.862478,0.02072,0.082554,0.599493,-0.669348,-0.783893,0.107632,0.186144,0.101514,-0.327509,-0.381867,0.35267,-0.018499,-0.610426,-0.153405,0.164073,-0.447981,-0.062913,-0.358737,-0.127063,2.412524,-0.475269,0.089251,-1.505443,-0.199764,-0.331761,-0.231697,0.032919,-0.084132,-0.209184,-0.113637,-1.131767,0.132277,0.691682,0.549871
real,0.749902,-0.262533,-0.800545,1.18114,-0.52248,-0.247967,-0.313521,0.209958,0.576458,0.017898,0.23515,0.639756,0.637065,-0.990879,0.039144,0.025953,-0.336776,0.238007,-0.073084,-0.245661,0.497265,-0.321381,-0.02988,-1.071452,-0.105192,-0.443173,0.220969,0.290721,0.389752,1.040192,0.615216,-0.167058,-0.631611,-0.19165,0.497226
property,-0.005118,0.206944,-1.001033,0.63846,-0.286026,-0.148536,-0.913848,0.263441,2.109524,0.308828,0.549183,0.646642,0.378557,0.237038,0.425954,0.545625,-1.476278,-0.477041,-1.085565,-0.179539,1.070321,0.353624,0.708216,-0.218599,-0.31694,-0.324616,-0.228427,0.22435,-0.157833,-0.10397,0.660076,-0.36818,0.668292,-0.121856,0.507669
geometry,-0.313912,0.709781,1.475353,0.879724,-1.066374,-0.921007,-0.817684,0.938911,0.422539,-0.46801,-0.618364,-0.896692,-0.567172,0.25289,-0.644593,0.66491,-1.167486,-0.799175,0.183948,0.13968,2.165883,-0.852856,0.705561,0.086493,0.189432,-0.557623,0.331236,0.630332,-0.462238,-0.900292,-0.425384,-0.115531,-0.814114,-0.358249,0.359314
