word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
example,0.247251,0.142208,0.156436,0.348223,0.228254,0.075606,0.069277,-0.022192,-0.780274,0.330873,-0.115841,-1.004355,0.016995,0.482576,-0.422372,0.273942,-0.059981,0.734603,0.34247,-0.377289,-0.212724,-0.215403,1.028902,-0.573163,0.040382,-0.062048,0.915789,-0.36458,0.142351,0.389058,0.053876,-0.049126,-0.86898,-0.087441,-0.930213,-0.044075,0.260374,0.238609,-0.178809,-0.296885,0.366184,-0.015543,0.106628,-0.56228,0.383968,0.193125,-0.882643,-0.313477,-0.202025,0.015103,-0.821442,-0.169115,-1.636232,0.127174,0.133009,-0.293273,0.345722,0.727426,-0.51792,-0.1915,-0.8915,-0.056512,-0.760348,-0.497726,0.060459,0.465447,0.12133,0.64842,0.341919,-0.037392,0.535437,-0.364992,-0.123186,0.253757,-0.515361,-0.102003,-1.766985,-0.252967,0.576752,-0.069528,-1.073475,-0.665519,0.197202,-0.640621,0.299968,-0.332098,-0.390682,0.186288,0.293483,0.271276,-0.233205,0.015108,-0.170074,0.108632,-0.177959,-0.470379,-0.484887,-0.037491,0.370707,-1.25298
form,-0.238801,0.293242,0.02514,-0.170964,-0.690982,-0.005359,0.302829,-0.496469,-1.129587,0.78238,0.143989,-0.407365,-0.028968,1.130409,-0.345458,-0.018601,0.290836,0.760853,-0.342072,-0.29332,-0.312289,0.058088,0.995672,-0.305097,-0.453968,-1.312236,0.092266,-0.536921,0.019272,-0.347588,-0.220509,0.041178,-0.910899,-0.209241,-0.471934,0.227256,0.581927,0.488425,0.530051,0.45731,0.392217,0.046614,-0.042209,0.034254,-0.521947,0.497306,-0.351016,-0.615958,-0.288998,0.277083,-0.63209,0.094065,-2.117975,-0.16033,0.047514,0.205167,0.548674,0.541642,0.195342,-0.395122,-0.499096,-0.087466,-0.980435,0.0135,-0.575961,-0.073262,-0.245254,0.096952,0.572433,-0.743373,0.387151,-0.547514,0.073294,0.526377,-0.012663,-0.701912,-0.900846,-0.311406,0.458977,0.050131,-0.916204,-0.656891,-0.435299,-0.56162,-0.350015,-0.443841,-0.377887,0.088608,0.404992,0.747249,0.531983,0.156924,-0.120988,-0.092774,-0.429094,-0.608515,-0.80021,0.747247,-0.411983,-1.493203
define,0.426107,0.193763,-0.543604,0.191693,-1.399941,0.282841,0.051231,0.601404,-0.484337,0.753852,-0.047468,-0.992417,-0.381167,0.763604,-0.572495,-0.166027,0.2689,1.072161,0.703988,0.642825,-0.807434,0.072028,0.670513,-0.211296,-0.033212,-0.559831,0.630641,-0.440396,-0.253654,0.318899,0.59829,0.146844,-1.359414,0.434435,-1.049387,0.561185,0.654738,-0.039825,0.273625,0.264749,0.310922,0.152295,0.014051,0.161932,-0.442624,0.168248,-0.425544,-0.957796,-0.140649,-0.28169,0.034757,-0.038323,-1.753948,-0.327992,-0.0424,-0.066396,0.451141,0.334952,-0.158839,-0.992329,-0.942215,0.200724,-0.965371,0.214251,-0.322662,0.84848,-0.124077,0.18816,0.104071,-0.269981,0.312356,-0.062182,-0.110761,0.433065,-0.272332,-0.269184,-1.274995,-0.224259,0.839889,0.335257,-0.225873,-0.509139,-0.058182,-0.662495,-0.435449,-0.617468,-0.666913,0.240358,-0.206888,-0.150811,-0.134035,0.756835,-0.453501,-0.036801,0.083124,0.037021,0.019125,0.469887,-0.061648,-0.961516
graph,1.480928,0.245203,0.584958,0.143668,-0.224564,0.134258,1.742822,0.096595,-0.689359,-0.154199,-1.218933,-0.012271,0.363248,0.879692,-0.070344,-1.239465,-0.149455,0.918758,0.261024,0.331355,0.358628,-0.348064,1.26014,0.131065,-0.592599,0.371919,1.231831,-1.12277,-0.977364,-0.208477,0.529539,0.292833,-0.841417,0.240377,-0.218112,0.297865,0.449984,-0.204756,0.646235,-0.121783,0.045773,1.476552,-0.924991,0.103126,0.168964,-0.124275,-0.239236,-0.083556,0.729839,0.862272,-0.61883,-0.238216,-1.8149,-0.592643,-0.089499,0.189256,-0.310049,0.099085,0.261481,-0.463394,-0.119337,-0.879878,-1.339499,-0.443382,0.392106,-0.957509,-0.012611,0.282014,-0.480844,0.428494,-0.214639,0.161178,0.892184,0.689066,-0.011918,-1.053157,-0.282312,0.697098,1.03955,0.461259,-1.094269,0.18885,-0.221342,0.019856,-0.814499,-0.560583,-0.937189,-0.447163,0.248695,-0.183243,-0.836065,0.26384,0.531629,-0.017537,1.003686,-0.375169,-0.887549,0.586516,0.04531,-1.859225
value,0.128653,0.58219,-1.050992,0.480544,-0.078729,0.680437,-0.795768,-0.853159,-0.094354,0.147645,0.151234,-1.084251,0.47074,0.214929,-0.144496,-0.085464,1.12154,1.006503,0.14792,0.389118,-0.25308,0.29337,0.489722,-0.771056,0.29708,0.009344,1.14859,-0.54003,-0.071492,0.649209,-1.005439,-0.555629,-1.635623,0.509376,-0.358295,0.096827,-0.746439,-0.401621,-0.241256,0.338593,-0.166885,-0.062286,0.101363,-0.241041,-0.176072,0.04302,-0.113063,-1.341421,-0.11469,-0.191134,-0.534185,0.003148,-1.44354,0.592787,0.018238,0.008753,0.136259,0.804448,-0.401884,-0.596544,-0.803761,-0.314443,-0.699868,-0.086001,-0.103186,0.876013,-0.399278,-0.140297,0.385317,0.123077,0.031048,-0.053557,0.035919,-0.281993,-0.403589,-1.168056,-1.225297,-0.429538,0.78183,0.669824,-0.393501,-0.18047,-0.586741,-1.239398,0.568921,-0.479861,-0.072576,-0.374114,0.103974,0.506609,-0.518451,0.556792,-0.261776,0.079542,0.118836,-0.155596,0.047024,0.021191,0.337805,-1.889635
problem,0.671001,-0.331644,0.012705,0.506352,-0.210968,-0.390335,0.727163,-0.118858,-1.030532,-0.71553,-1.112217,-0.516173,0.9682,0.361841,0.666421,0.516664,-0.275977,0.255533,-0.486081,0.283005,-0.106749,0.613634,1.747346,-0.222517,-0.50885,0.189004,1.238523,-0.944254,-0.742872,0.135453,-0.264056,-0.146821,-0.524078,0.07527,-1.200222,-0.110612,-0.11129,-0.080009,0.276442,0.171013,0.195777,0.028215,0.143549,-1.53,-0.080359,1.015436,-0.50365,-0.169342,1.199317,-0.759707,-0.895172,0.31078,-0.828555,0.200734,-0.407402,-0.137303,1.106763,1.197339,-0.83763,-1.037238,0.307133,0.129113,-0.309935,-0.467559,0.506736,0.713847,0.042239,0.867136,0.205412,-0.469585,0.635124,1.105769,0.746772,0.944976,-0.225077,-1.490168,-0.567248,-0.337605,1.267115,-0.326093,-1.663246,0.357124,0.211382,-0.890037,0.526063,-0.394939,-0.509513,0.081126,-0.523952,-0.34121,-0.675111,0.114201,0.173058,-0.00809,1.0952,-0.523871,0.510792,0.303236,0.537387,-0.698584
mathematic,0.615066,0.211746,-0.698831,0.158234,-0.240223,-0.277763,-0.41049,-0.757977,-1.443502,0.548587,0.132749,-0.308041,-0.115792,0.847061,0.733716,-0.089545,-0.388258,0.02758,0.003008,-0.723893,0.451223,0.049379,0.698675,0.616341,-0.881882,-0.294631,0.532786,0.275328,-0.793034,0.004442,-0.077576,0.287882,-1.090307,-1.024471,-0.493303,0.207219,0.063495,0.594045,0.374153,0.43051,0.860693,0.697789,0.549919,-0.010117,-0.148544,-0.751164,0.190216,0.379866,0.932982,-0.218035,0.383925,0.246487,-1.173364,0.948751,-0.558464,-0.075865,-0.40816,0.456226,-1.154219,-0.262865,-0.511649,-1.621673,-0.448684,0.333973,0.341191,0.577771,-0.494113,0.32186,-0.386225,0.253145,1.080037,-0.463936,0.408477,-0.075104,0.003615,-0.438248,-0.59314,-0.652477,0.160567,-0.529229,-1.76399,-0.283798,-0.246486,-1.374636,0.621509,-0.425228,-0.479912,0.328155,-0.940929,-0.169794,-0.233797,-0.540504,-0.453406,-0.576462,-0.225383,-0.559936,-0.341656,0.655397,0.344809,-0.328279
order,0.557939,-0.229204,1.227981,-0.22945,-1.876994,0.282947,0.824528,-0.696768,-0.464227,0.350565,-0.336917,-0.744677,0.633652,1.273203,0.077931,0.222515,0.3758,0.749953,0.458111,0.564267,-0.450074,0.098923,0.235307,-0.08854,-0.712809,0.043005,-0.06263,0.297595,0.491192,-0.003451,-0.825883,0.966781,-1.037319,0.277832,-1.252991,-0.16259,0.186846,-0.638913,0.296974,0.138488,0.823903,-0.266347,0.071523,0.070148,-0.067847,-0.233037,0.245313,-0.542419,-0.21112,0.706888,0.399438,0.638572,-1.872172,0.335174,0.191212,-0.096367,-0.483919,0.506022,-0.06421,-0.085068,-0.745418,-0.358902,-0.911007,-0.943903,0.087596,1.124751,0.405088,0.042856,0.628662,-0.028077,0.913229,0.086871,0.580517,0.289821,-0.115509,0.203788,-1.012063,-0.144558,0.699339,0.448868,-1.239988,-1.359035,-0.484155,0.134712,-0.759233,0.547264,-1.361968,0.735521,0.04,0.652666,-0.915951,-0.221739,-0.449881,-0.388658,1.055069,-0.286845,-1.016701,0.640169,0.006483,-1.386219
equation,-0.24728,0.313526,-1.28001,0.230089,0.169517,-0.550199,-0.459428,0.170247,-1.28456,0.112554,-0.408712,-0.333373,0.639423,1.3019,-0.472246,1.130318,0.300638,0.069021,0.315526,-0.260654,-0.197741,-0.371393,-0.574036,-0.345521,0.099935,-0.071994,0.880638,-0.714745,0.007614,-0.082849,-0.447638,0.051989,-0.413591,-0.831265,-1.267278,-0.32365,-0.033313,-0.206288,0.78758,0.323349,-0.055181,-0.344048,0.618708,-0.997223,-1.016645,0.820099,-0.096633,0.632064,-0.441123,-0.324234,-1.013606,-0.148579,-2.28964,0.062804,-0.48433,0.189406,-0.002587,0.807435,-0.481986,-0.214208,-1.025094,0.837932,-0.867772,-0.583843,-0.847751,1.42181,0.749452,0.436317,0.423852,-0.87698,0.861843,0.253663,0.545785,1.411659,0.314261,-1.533565,-0.840472,0.640889,-0.001901,0.026198,-1.224482,-0.938193,0.370024,-0.358191,-0.342417,-0.146103,0.422722,0.21521,-0.373519,0.82186,0.028589,0.166908,-0.444919,0.165422,0.848113,-1.429729,0.0527,1.113416,-0.318603,-1.329258
first,-0.035125,-0.345485,-0.348112,-0.16723,-0.019249,0.355168,0.532896,-0.332503,-1.291598,0.026278,0.2375,-0.504261,0.282927,1.126603,0.049873,0.385381,0.008945,0.927686,0.464432,0.360059,-0.675303,0.027311,0.174418,-0.253971,-0.627136,-0.799139,0.62048,-0.369658,0.781831,-0.15433,-0.462128,0.474058,-0.68652,0.028675,-1.188158,0.236878,-0.266467,-0.374211,0.093459,-0.438774,0.364571,0.089669,-0.127715,-0.519359,-0.542035,0.034343,-0.481646,-0.770748,0.493837,0.349969,0.038875,0.255572,-0.758666,1.058115,-0.301797,-0.506652,-0.14573,0.221755,-0.893808,-0.569275,-0.679656,-0.640901,-0.600817,0.401307,0.3433,0.798754,0.451865,0.765801,-0.042047,-0.22976,1.015782,-0.050457,0.060254,-0.42327,0.022687,-0.608343,-1.240406,-0.091637,0.607636,0.500243,-1.437571,-0.637505,-0.233438,-0.522639,-0.481932,-0.047656,-0.838466,0.204041,-0.142844,0.497643,-0.26722,0.378561,-0.182089,-0.175111,0.358992,-0.615394,-0.334196,0.746559,0.305683,-1.078743
