word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
side,0.635847,-0.796194,-0.754198,-0.476802,-0.434951,1.616032,3.193604,-1.022256,0.677947,-0.618754,0.584607,1.092958,0.810438,0.214286,-0.887206,0.633624,-0.753968,0.08544,-0.722924,-0.878877,-0.635999
unit,0.764522,0.581311,-0.175956,-0.121137,-0.101698,-0.166982,3.34056,0.1897,0.297599,-0.225092,1.062254,0.462279,0.944611,0.002783,-0.619698,-0.531713,0.310267,-0.237382,-1.075915,-0.539604,0.124229
equivalent,0.063642,-0.364912,0.078331,-0.772429,-1.303553,0.80463,2.905968,-0.116201,0.233334,0.371943,-0.494958,0.197467,-0.254015,0.838975,0.535945,-0.519026,0.818364,0.709072,-1.112238,-0.441775,0.611908
conjecture,0.057661,-1.516398,-0.085426,0.421309,-1.825665,0.038023,1.51642,1.010998,0.211608,-0.931026,-0.861542,-0.573136,-0.573285,0.797744,0.317853,1.536785,0.441471,2.781545,-1.269738,-0.636449,-0.951047
infinite,-0.477008,0.046015,0.691128,-0.537771,0.022786,0.978342,2.963264,0.676373,-0.819746,0.922248,0.109882,0.068698,0.072095,1.283255,-0.371064,-0.374709,-0.147654,1.220952,-1.488221,-0.731109,0.362786
operation,0.98725,-0.214166,0.034169,-1.139237,-0.216684,0.30934,2.632967,0.066031,0.399399,-0.001144,0.129638,-0.159563,-0.510083,1.134315,0.740388,-1.155078,-0.998053,-1.368747,-1.90833,-0.751243,1.146038
angle,0.844603,-0.350102,-0.734816,-0.520935,-1.350337,1.185422,3.025828,-1.468936,0.743876,-1.137999,0.46737,0.787597,0.995121,-0.404372,-2.390251,-0.146042,0.088333,-0.35611,-0.781968,-0.91218,-1.312745
random,1.017187,0.45483,0.84232,-0.87546,0.648887,-0.901299,2.678912,0.244345,0.134631,2.100134,-0.516462,0.007561,0.559268,-0.212507,-0.092138,0.56722,-0.406251,1.410888,-0.449924,-0.83789,1.979445
basis,1.206588,0.172351,0.320268,-0.715818,-0.697863,0.055131,2.623815,-0.494764,0.093393,0.44205,0.401742,-0.069405,0.693933,0.772242,0.898623,-0.692475,-0.337796,0.757136,-0.629656,-0.426743,1.064416
natural,0.281883,-0.319001,0.324592,-0.69698,-0.513074,-0.03612,2.745941,0.08217,0.01588,0.759011,0.457942,-0.349706,-0.930634,1.010229,0.118302,-0.467295,0.423972,-0.217217,-1.40455,-1.319276,0.38479
power,0.522197,0.01321,0.448874,-1.123504,-0.443499,-0.132758,2.459917,1.085742,-0.171602,-0.569848,0.640906,0.752724,0.066495,0.793136,-0.217833,0.366265,-0.364765,-0.032867,-1.742722,-1.134128,0.409374
area,0.632373,-0.475994,-0.401802,0.127462,-0.457971,-0.27275,2.866963,-0.097876,0.600821,-0.037139,0.492375,-0.6336,1.158719,0.89751,-1.823424,0.771587,-0.326004,0.168426,-1.08759,-0.830065,-1.197653
open,-0.408315,0.219359,0.347733,0.484536,0.452397,1.099627,2.758113,-0.257765,1.719654,1.535496,0.215858,-1.450024,0.017685,1.100684,0.542706,0.234256,0.666573,0.255496,-1.014627,-0.401045,-0.505308
