word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
number,0.302068,-1.097736,-0.168327,1.349534,-3.161117,-1.040828,-0.46242,0.59368,-0.527795,-0.755029,1.421317,1.207728,0.623317,-0.148152,-0.422984,0.523048,-0.62421,-0.801045,-0.270227,-0.214496,-1.271182,-1.352782,-1.433322,-0.957577,-0.316066,-0.609864,0.683984,1.461904,-0.832746,-0.676961
function,-0.990867,-1.155342,0.989183,0.576879,-2.676091,-1.491103,0.453797,0.274212,-1.670813,-0.889642,0.405819,1.340302,1.872988,-0.9081,0.8309,0.55219,-0.881427,-0.713619,-0.180375,0.484355,-1.608543,0.105133,0.844738,1.058105,-0.587757,0.507945,1.551498,0.638681,-0.39605,-1.163612
one,-0.712361,-0.442639,-0.14144,1.663552,-1.808099,-1.229628,-0.037363,0.679735,-0.770656,-0.235126,0.838606,0.843488,1.936577,-0.501553,-0.020927,0.895533,0.40752,0.067908,-0.57057,-0.595938,-0.3335,0.018704,-0.881444,-0.721066,-0.885712,-1.110306,1.384176,1.079965,-1.390468,-0.750245
set,-0.131511,-0.368833,1.891942,1.322051,-1.81148,-0.78909,-0.744936,2.025624,-0.295744,-0.420631,0.601863,0.79034,2.146203,-0.596592,-0.248645,0.039661,0.761058,-0.749029,0.092908,-0.347277,-0.90817,-1.469632,-1.343013,0.187316,0.062444,-1.091558,2.214092,0.691085,-0.655209,-0.501771
group,-0.758099,-0.333449,-0.445313,2.897932,-1.720161,-1.439901,-0.613492,0.478722,-0.981229,-1.421966,1.629316,0.622508,-1.01162,0.325985,0.107647,-1.112718,0.058852,0.19174,1.694165,-1.790431,0.444524,-0.241055,0.004978,0.356997,-0.23995,-1.184568,2.561139,-0.017878,-1.477711,-0.878358
space,-0.725225,-0.261957,0.598468,2.180547,-1.005666,-0.664335,-0.279374,1.713419,-1.403163,0.423151,0.639199,1.474465,1.551739,-0.009202,0.624464,0.854214,0.300056,-1.394884,0.959312,-1.690018,-0.160059,0.964953,-0.864176,0.650726,0.065634,-0.880086,2.41863,-0.594355,-0.512032,-1.147122
two,-1.127409,-0.666798,-0.034756,1.530181,-1.730504,-0.820527,-0.125407,1.054057,-0.628685,0.22268,1.169007,0.854881,1.975762,0.113009,-0.380465,0.935033,0.729851,-0.15189,-0.081252,-0.373885,-0.062105,0.065927,-0.436764,-0.81066,-0.717011,-1.191328,1.400787,1.079788,-1.8202,-0.310026
theory,0.911418,-0.418263,0.027331,2.97287,-1.082344,-0.580941,0.970024,1.27478,-0.717467,-1.243257,1.180202,-0.780315,0.870031,-0.891686,0.93265,0.393105,-0.974874,-0.858604,0.434193,-0.618604,-0.857925,-0.712836,-0.906019,0.770948,0.882398,-0.174127,1.926545,1.144525,-0.976355,-0.733676
point,-0.487635,-1.200691,0.562233,0.921538,-2.022315,-1.585157,0.036379,1.178835,-0.824809,1.376411,0.616399,0.895776,0.90413,-0.352759,0.62607,1.212137,1.215719,0.110903,0.378307,0.429065,-0.399664,0.44104,-1.618191,-0.28918,-0.509252,-1.056708,1.299399,0.88562,-1.688501,-1.046862
theorem,0.861541,-0.699806,0.448135,1.503298,-2.023663,-0.424049,0.580673,0.324817,-0.538104,0.201753,2.534439,-0.240126,0.44986,-1.335136,1.265699,0.63414,0.588352,0.03606,-0.924481,-0.695201,-1.875795,-0.051717,0.305673,-0.742304,1.261745,0.069506,2.57022,-0.075364,-0.529913,-1.481738
example,-0.828783,-0.736953,0.125067,1.587619,-1.884985,-0.855192,-0.030903,0.570215,-0.722356,-0.869855,0.665056,0.653106,1.270711,-0.186504,0.459887,0.825346,-0.547849,-0.068706,-0.28846,-0.15797,-0.152932,-0.448258,-0.475034,-0.118056,-0.383314,-1.218122,1.390406,0.152484,-0.97202,-1.084667
form,-1.605592,-0.46602,0.100128,1.327133,-1.958553,-0.414792,0.412668,0.494867,-0.946251,-0.676415,0.843528,0.564812,1.068625,0.033451,0.163316,1.098479,0.342753,-0.792857,0.139378,-0.004508,-0.963445,0.139843,0.146517,-0.378432,-0.564433,-1.380783,1.739402,0.642358,-1.08568,-0.686222
define,-0.797591,-0.340068,0.827781,0.653991,-1.908492,-0.936273,-0.115676,0.536182,-1.318844,-0.466147,0.346388,0.953217,1.443835,-0.144117,0.910643,0.50361,0.441035,-0.497578,0.566528,-0.703895,-1.354541,-0.06572,-0.119638,0.706897,-0.769843,-1.055964,2.064655,0.329922,-0.899992,-0.847697
graph,0.674416,0.005216,0.939959,1.41807,-2.534048,-1.853671,0.735,0.832366,-1.217956,0.892298,0.853989,-0.459536,0.785615,0.566801,-1.650123,-0.02775,0.665311,-1.224655,-1.351722,-1.415275,-0.56746,-1.524265,0.194125,-0.470034,0.92754,-0.950821,1.53831,0.07132,-1.686194,0.796943
value,-0.854507,-0.498242,0.25922,0.685385,-2.460855,-0.99911,-0.05486,-0.016369,-1.532527,-0.188994,0.128496,1.539972,2.113673,-0.501571,0.842931,0.373947,-0.140855,-0.057902,-0.828069,0.207035,-0.48149,-0.778596,-1.045511,0.096658,-0.98457,-0.093227,0.67157,1.048238,-0.603385,-1.291474
