word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
definition,-0.994554,0.010452,-1.250239,0.031332,-0.947806,1.383415,0.895232,0.239124,-0.554601,-0.718379,-0.418224,-0.763962,-0.122037,-0.211014,-1.308951,0.09944,-0.878569,-0.336002,-0.620433,0.088023,-0.438586,-0.172317,-2.458774,-1.185673,-0.848815,-0.563666,-0.187819
product,-0.388535,-0.026182,-2.31304,-0.801852,-1.358816,0.623003,0.682448,0.319598,-0.990223,-0.834917,-0.151402,-1.091037,0.244942,0.812858,-0.266385,0.869496,-1.672233,0.333495,0.570895,0.096929,0.112278,0.517889,-1.729487,-1.934412,-0.899568,-1.045181,0.518295
state,-0.465793,0.46675,-0.603714,0.677088,-1.501797,1.752656,-0.00992,0.643964,0.498235,0.067643,-0.464685,0.492125,-0.701983,0.101714,0.054696,0.977335,-0.94831,-0.794267,-1.773561,0.890703,-0.088766,0.018801,-2.115814,-1.249446,0.347945,1.039026,-0.392708
sequence,-0.477815,1.132577,-0.786172,0.284664,-0.876974,1.118737,0.686798,0.934342,0.461453,-0.374156,-0.046549,1.215122,-0.284568,0.502878,-0.812392,-0.189785,-0.64757,0.07276,0.129111,-0.187724,0.026062,0.155157,-3.172085,-1.241926,-0.418112,-1.772898,1.152996
distribution,-1.380292,0.875844,-0.213458,1.064738,-1.712,1.239026,0.233463,-0.044649,-0.293564,0.058182,0.917104,0.348743,1.795963,0.489812,-2.394313,0.581381,-1.246333,0.061537,-0.187561,-1.829249,-0.960768,-0.820339,-1.523786,-2.073022,-0.084899,0.735912,1.169634
variable,-2.209012,0.689087,-0.574403,0.779079,-0.625791,1.18363,0.032539,0.0789,0.694523,-0.113411,0.09234,-0.361519,0.38262,1.210922,-0.951039,1.383714,-1.411032,0.195899,-0.705522,-0.911451,-1.518931,-1.079624,-2.178746,-0.81178,-0.659995,-0.190355,0.429702
solution,-1.711437,0.324066,-0.192823,-0.399353,-1.409922,0.493755,-1.053654,0.063899,0.002194,-0.359708,-0.214998,0.16091,1.042024,-0.342544,-0.740822,0.995388,-0.556101,0.296102,-1.132777,1.169624,-0.594965,-0.497373,-2.789532,0.229358,-1.206279,-0.217164,0.507085
square,-0.91166,-0.463865,-0.945633,-0.547958,-1.4157,0.246278,0.25504,0.812999,-0.739227,-0.091507,0.55822,0.587633,1.008232,0.288162,-0.924621,1.692846,-1.570241,0.755969,0.974496,0.586914,-0.417696,1.061183,-2.096115,0.037048,-0.339608,-0.57787,1.516443
map,0.226245,-0.425169,-1.819475,-0.760737,-0.65057,1.016857,-0.360383,0.267249,0.956723,-1.910875,-0.699908,-0.472701,0.899476,0.00644,0.147937,-0.223061,-1.588348,-0.644745,-0.597446,-0.455001,0.432895,0.14231,-2.363676,-1.794365,-0.805547,-0.494446,-0.05714
class,-1.004585,1.112309,-0.627834,-0.85662,-0.634095,1.839866,-0.173944,-0.129477,0.015929,-1.52363,-0.149366,-0.721941,-0.211513,0.415732,-0.479079,-0.396333,-1.442599,0.221011,-1.296256,1.270578,0.635828,0.685346,-1.696473,-1.001276,-0.20077,0.003666,-0.492262
integer,-2.063899,1.244609,-1.288442,-0.092454,-1.538212,0.721056,0.301995,0.132396,0.103981,-0.346343,-0.321228,0.2457,-0.014877,0.273563,-0.467599,0.052479,-1.461598,0.750663,0.872108,1.481358,0.07743,0.361725,-2.408648,-0.16352,-0.434534,-1.253058,0.772338
mean,-1.387096,0.218052,-0.187823,0.434284,-1.326833,1.092175,0.613495,0.328424,0.062393,-0.00357,-0.497068,-0.415239,0.887056,0.103268,-1.191426,0.73098,-1.756495,0.066403,-0.113718,-0.494733,-0.454189,0.284809,-1.985091,-0.879289,-0.735,0.026424,0.263543
proof,-1.639969,-0.076296,-0.599199,-0.43185,-0.760313,1.674931,0.783718,0.397968,-1.431414,-0.723566,-0.876647,0.265593,-0.242225,-0.891627,-1.161337,0.100209,0.04038,-1.230082,-0.304866,1.049417,0.384602,-0.683933,-2.350677,0.121896,-1.134206,-0.090431,-0.261176
three,-0.735636,-0.756669,-0.636809,-1.248045,-0.946718,1.484305,0.15381,0.2623,-0.224729,-0.625948,0.781886,0.367611,0.052801,0.616004,-0.704062,1.290762,-1.263281,0.398565,-0.130123,1.094616,-0.848923,1.243333,-2.277636,0.0527,-0.572372,0.89992,0.373817
