word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
number,0.313035,-0.80948,-0.652508,0.621098,0.626904,-0.813836,0.251995,0.216211,0.522688,-1.718663,-0.315722,1.457724,-0.559998,-0.235143,-0.169388,-0.21318,0.385399,-0.513612,0.002804,0.285637,0.744616,0.164658,-0.133657,0.03528,0.271756,-0.205486,0.178831,0.086161,-0.549916,0.78129,0.006097,-0.075027,0.550609
function,1.75504,-0.862623,-0.003571,-0.442888,0.068555,-0.274547,0.404218,1.010106,-0.469537,-1.411251,-0.808555,0.981346,-0.602634,0.30232,-0.03329,-0.086689,1.420807,0.442418,-0.884286,0.820825,0.024986,0.52536,-0.003652,0.970076,1.403425,-0.357013,0.329472,-0.440735,0.934574,-0.452178,0.529192,0.360864,0.042555
one,0.439918,-0.721043,-0.640955,0.911379,0.544867,-0.564659,0.266895,-0.513298,0.227746,-1.001374,-0.191386,0.682359,-0.036298,0.326451,-0.302275,0.289515,0.534072,-0.005993,0.570767,0.076536,0.25975,0.116153,0.133104,-0.241413,0.973797,-0.201614,0.08799,0.313458,-0.121872,0.135355,-0.16601,0.065079,0.506046
set,0.473479,-0.735711,-0.266656,0.405572,0.014546,-0.240585,0.164803,-0.344669,0.43175,-1.292464,-0.278658,1.088494,0.153537,0.052082,-0.279472,0.251399,0.567635,-0.183629,0.306644,-0.209498,0.054064,-0.18881,0.624712,0.196636,0.669533,-0.200288,0.148214,0.343881,0.121459,0.28254,-0.237072,0.363559,0.532675
group,0.547157,0.001426,0.059143,0.687299,0.700301,-1.077346,0.732949,0.121488,-0.172685,-1.082234,-0.561935,-0.312845,0.649128,0.295355,0.702619,0.349329,1.00899,-0.433607,0.253567,0.378057,0.191514,0.583589,0.450429,-0.040716,0.504545,-0.59106,0.202942,0.23004,-0.470241,0.479707,-0.101082,0.172314,-0.496191
space,0.345274,-0.420158,0.156047,1.000795,-0.56093,-0.333058,-0.110234,0.588786,-0.371855,-1.420473,-1.342673,0.550403,0.160862,-0.453647,0.213567,0.888266,0.889289,0.692601,0.013559,0.295997,-0.066793,-0.306834,0.998106,0.800802,0.777005,0.107315,-0.164291,0.906644,0.373128,0.368478,0.484707,0.367611,0.76636
two,0.214661,-0.376429,-0.656116,0.907113,0.763567,-0.543798,-0.066284,-0.263004,0.465958,-0.844611,-0.477759,1.11969,0.070807,0.307619,-0.086604,0.245315,0.647,0.143064,0.393631,0.27097,0.319881,0.188306,0.297581,-0.713074,0.990425,-0.339267,-0.132705,0.278385,0.14386,0.362977,-0.192848,0.258182,0.599617
theory,2.022309,-0.726699,0.378461,0.416887,-0.87064,-0.303883,0.177281,-0.961512,0.117203,-0.931815,-0.643867,-0.313586,-1.125953,-0.218802,1.086921,0.065099,0.708585,0.607402,-0.823959,-0.589509,0.835934,0.241825,-0.860192,1.650424,0.913369,0.427385,-0.388685,0.708582,1.348549,0.294242,0.731919,0.226321,-1.213817
point,0.405528,-0.088639,-1.023458,0.223882,0.302719,-0.885129,-0.540803,-0.603512,0.272033,-1.517818,-0.110316,1.319892,-0.563383,-0.04154,-0.36451,0.835667,0.647819,0.62875,-0.191887,-0.493968,1.276537,-0.384683,0.363973,-0.88129,0.351057,0.109513,-0.068927,0.735146,0.126995,0.307774,0.195349,-0.29387,-0.114247
theorem,2.26995,-0.105145,0.259145,-1.095514,-1.439978,0.165313,-0.223431,-0.562064,-0.242,0.269359,-0.877238,0.95112,-1.121998,-0.230535,-0.098033,-0.264589,-0.184218,0.225236,-1.327044,-0.899442,0.812615,0.536899,-0.44797,0.480409,-0.084166,2.014206,-0.215133,0.005494,1.733925,0.387282,0.500038,1.387094,-0.245351
example,0.860314,-1.312607,-0.500252,0.123509,-0.408994,-0.713397,0.439728,0.151456,-0.165976,-1.316051,-0.667417,0.515152,-0.62524,-0.020204,-0.411296,0.210692,0.51778,-0.139654,-0.232755,0.340392,0.253893,0.273325,-0.501664,0.788407,1.141504,-0.392121,-0.171145,-0.109172,0.219531,0.007562,-0.303566,0.326917,-0.053184
