word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
distribution,0.642115,0.002767,-2.125315,-0.60316,-0.948022,-0.639282,-1.164665,1.20814,0.366741,0.673854,0.348417,0.306295,-0.08927,-0.204622,-0.376172,-1.553813
variable,-0.040742,-0.993488,-3.292706,-0.580313,0.050501,-1.07334,-0.413487,1.09895,0.440796,0.861983,0.790869,0.374623,-0.304735,0.734178,0.123706,-0.737622
solution,-0.203594,-0.898135,-2.726746,-0.023477,-0.668058,-1.267607,-0.340181,1.246133,-0.585442,-0.297963,-0.25879,0.424321,0.013343,-0.262966,-0.536964,-0.035986
square,0.006728,0.055607,-0.611509,-1.071417,-0.551619,-0.238782,0.304981,-0.847841,0.037913,1.534994,0.807919,-0.571757,0.057875,-1.601223,0.831737,-0.674782
map,0.459456,-1.055804,-1.298156,-1.154845,-0.837123,-0.835621,-0.528301,-0.13631,0.445178,1.338184,-0.914629,-0.644397,-0.586608,-0.33957,-0.169665,-0.45381
class,-0.764662,0.320309,-0.618793,-0.616197,-1.289221,-0.514709,0.494971,0.437472,1.009434,0.557818,0.281559,-0.079333,-0.162863,-0.476199,0.137534,0.067417
integer,-0.464298,-1.098228,-2.65625,-1.746715,1.080075,-1.345155,-0.638705,0.47544,0.313468,1.961327,1.826606,0.399733,0.041384,0.628705,-0.146587,0.867252
mean,-0.403088,0.481405,-1.729619,0.62502,-0.451811,-1.22564,-0.347084,-0.827858,0.413986,0.765516,0.571027,0.269159,-0.3558,-0.25734,-0.395934,-0.797481
proof,-0.661909,-0.597583,-1.66327,-0.60644,0.057868,-1.316844,-0.273361,0.027832,-0.609917,0.089616,0.72293,-0.401402,-0.198092,1.009737,-0.56348,0.061689
three,-0.99147,0.42084,-0.176828,-0.142602,-1.14616,-1.117321,0.818052,-0.495486,0.918316,0.654109,0.246891,0.253386,0.085997,-0.842523,0.588572,-0.679369
dimensional,-0.146349,-2.04123,-2.875193,-1.051202,1.267041,-1.46398,0.579184,0.189315,0.312455,0.97167,-0.439379,0.6931,-0.526963,0.286512,-0.106573,-0.421931
zero,-1.294692,-1.02589,-1.960532,0.191147,0.183787,-0.85088,-0.048309,0.409348,-0.130432,1.064903,0.225936,0.643867,0.503353,0.273494,0.311777,-0.529534
algebraic,0.556698,-2.247069,-1.962256,-1.666313,1.721746,-1.279046,0.37418,0.657664,0.462497,1.01761,0.779584,0.68737,-0.860165,0.192192,-1.518744,1.068863
formula,-0.369467,-0.476839,-1.586998,-0.759188,0.078038,-0.937368,0.993934,0.963598,0.18244,0.456378,1.049246,0.571405,1.415498,0.192137,-0.789844,-0.045121
ring,-0.222229,-0.122557,-0.943169,0.135408,0.583948,-1.405969,0.622856,-0.469945,0.621168,0.613115,-0.207432,0.950668,0.456193,-0.269717,0.845558,-0.692273
edge,-0.000659,-0.265801,-1.224444,-0.957991,-0.075347,-0.773221,0.590106,-0.809643,0.434284,0.658813,0.005299,0.991434,-0.328972,-0.563413,1.067095,-1.661032
sum,-0.727585,-0.062839,-1.684798,-0.51589,-0.010154,-1.332025,-0.585457,0.059908,-0.74677,0.994368,1.650042,0.045782,0.548654,-0.222521,-0.408411,0.608745
plane,-0.539122,-1.357898,-1.609755,0.118447,-0.360577,-0.997739,0.796621,-0.372264,0.487635,0.923453,-0.877936,0.305902,0.292207,0.753543,1.633685,-0.477464
analysis,-0.512774,-1.164473,-2.144134,-0.173578,-0.346534,-1.003746,-0.399562,1.662146,0.602488,-0.140887,0.001849,-0.090734,-1.766128,0.177668,-1.102071,-0.372298
dimension,-0.699933,-1.188493,-2.148833,-0.459674,0.58682,-0.898984,0.338898,-0.109377,0.317418,1.111194,0.145959,-0.052435,-0.505226,0.158552,-0.037026,-0.534958
curve,0.499449,-1.784831,-1.918332,-1.198152,0.081459,-0.699981,0.728874,-0.211675,-0.06917,0.920009,0.999779,0.434339,-0.419845,-0.223617,1.062139,-1.199792
type,0.166163,0.498255,-2.497674,-0.043135,-0.493597,-1.111745,-0.139935,0.916853,1.288305,0.611575,-0.221335,-0.499034,-0.21951,-0.126098,0.568919,-0.882777
operator,-0.495841,-0.726251,-1.871939,-0.877229,-1.131657,-0.834527,0.123149,0.554257,-0.023958,0.103468,-0.804163,0.394179,0.595616,0.117425,0.315235,0.782293
prove,-0.791332,-0.235595,-1.061548,0.311534,-0.852187,-1.519237,0.418477,-0.468433,-0.100867,-0.511317,0.616435,0.087234,-0.092877,0.974536,-0.169032,-0.143794
probability,-0.483333,-1.874504,-2.31963,-0.312009,0.068559,-0.870097,-0.342965,1.076603,-0.058637,0.559548,1.703699,0.163795,-0.79881,1.058774,-0.587834,-0.107751
structure,1.038595,-0.930607,-2.039185,-0.569777,-1.147875,-1.518515,0.509786,-0.342855,0.820085,0.619841,-0.409947,-0.046228,-0.919712,-1.532794,-0.161266,-0.446414
representation,-0.184177,-0.72339,-1.692082,-0.909932,-0.518568,-0.997871,-0.210798,-0.376343,0.331618,0.778575,0.527367,0.569174,-0.744797,0.376494,-1.963098,-0.083401
series,-2.460831,0.599199,0.177409,-0.254076,0.204236,-0.32536,0.511263,0.380487,0.578106,0.684237,-0.93773,0.377107,0.040472,-0.370956,0.026576,-1.41539
prime,-0.725434,0.123636,0.186947,0.446396,-1.203547,-0.8719,-0.28822,0.173554,0.677921,0.326141,0.041048,0.854068,0.863565,0.828762,-1.105324,1.130241
measure,-0.251684,-0.661971,-2.495264,0.28245,-1.4847,-0.656594,-0.135138,0.699609,0.177278,0.297587,1.266155,-0.472925,-0.476742,-0.153602,0.479129,-0.801406
equal,-0.646035,-0.290041,-1.699919,-0.240984,-1.009212,-0.758484,0.125736,-0.028879,0.133064,0.832393,2.002604,0.26591,0.151386,0.099325,-0.481506,-0.247263
lie,0.268239,-0.304455,-0.162585,0.460243,-0.688684,-1.304959,-0.009974,-1.276975,0.285352,0.838832,0.124433,-0.32572,-0.652922,-0.869428,0.771379,-0.580052
manifold,0.851075,-2.067413,-2.274476,-1.316558,1.412304,-1.434628,0.619027,0.5583,-0.319043,0.561283,0.702186,0.549351,-0.009876,-0.032095,0.320539,0.846625
degree,-0.17611,-0.816722,-0.795162,-0.385885,-1.043789,-0.596129,0.656431,0.598387,0.810686,0.065774,1.140051,-0.020589,-1.488838,-1.512117,-0.525762,0.448153
differential,0.353907,-1.789917,-2.595786,-0.891668,0.37269,-0.860342,0.856559,1.392864,0.388983,-0.032703,0.936524,0.308258,-0.320839,0.392441,-0.030825,0.332488
$\mathbb{C}$,-0.284329,-0.101239,-0.540724,-0.767069,-0.355759,-0.980006,-0.346409,1.996674,1.425799,1.590611,0.170391,-0.14064,0.557702,-0.140898,1.074631,0.062454
regular,-1.284923,0.060527,-0.544082,-0.999859,-1.102934,-0.055647,0.95398,-0.277075,0.490598,0.517279,0.889487,0.74174,0.227698,-0.278277,0.099676,-0.657561
second,-1.486473,0.363904,0.393326,-0.105825,-1.170368,-0.867672,0.947815,-0.193529,0.973308,0.844972,0.680291,0.102133,0.551385,-0.450717,0.359709,-0.370903
triangle,0.261479,-1.439678,-0.812741,-0.749016,0.386259,-0.037664,0.269729,-0.954204,0.178861,1.127314,0.077974,1.210244,-0.038149,-0.172773,0.310594,-0.658785
subset,0.00074,-0.871439,-2.950778,-1.113577,0.631635,-0.965408,-0.927503,0.128417,0.082873,1.396708,0.9472,1.171338,-0.269798,0.190632,-0.652995,0.676715
circle,-0.177951,-0.627773,-0.435425,-0.370032,-0.011933,-0.60931,0.669529,-1.164166,0.246598,0.538208,-0.316759,0.24628,-0.586023,-0.501,-0.231123,-0.780121
relation,-0.226834,-0.959793,-0.73026,0.699967,-1.630593,-1.099754,-0.536385,0.065802,0.581102,0.270887,0.20759,0.380526,-0.80908,0.225608,-1.981626,0.360284
positive,-1.734587,-0.386761,-1.670372,0.76773,0.045472,-0.823837,-0.198939,0.589472,-0.185665,0.166739,1.422835,0.848293,-0.842229,-0.115277,-0.639363,-0.922784
simple,-0.484937,0.147844,-2.638798,-0.707554,0.528881,-1.926783,0.387264,-0.411371,-0.18945,0.283675,0.198848,0.051905,-0.174303,-0.094344,-0.428568,-0.865528
topology,0.57217,-1.940947,-2.194855,-1.703081,1.361134,-1.150651,0.131908,0.349327,-0.094387,0.777763,0.247918,0.826313,-0.643,0.065866,-0.548342,0.914716
category,-0.581226,-0.023104,-1.216875,-0.478075,-0.590513,0.122263,0.292893,0.577682,0.542824,0.56342,0.477783,0.587678,-0.310626,-0.624141,-1.231469,-0.77237
surface,0.782558,-0.966155,-2.741779,0.293222,-0.482233,-1.356004,0.519176,0.39043,0.589067,0.371665,-0.218071,0.234407,-0.167639,-0.435362,1.721341,-1.739663
constant,-0.216107,-1.606109,-1.916886,0.543047,-0.166837,-1.669548,0.447509,0.340649,-0.366731,0.281415,0.975307,-0.258506,0.313464,0.576533,0.148154,-0.394845
application,-0.957356,-0.149411,-3.270314,-0.784149,-0.891843,-0.907382,-0.34248,1.781956,-0.171649,-0.288164,-0.880619,0.004567,-0.380689,-0.685551,-0.507378,0.322464
integral,0.323963,-1.662117,-2.024309,-0.694251,0.068662,-0.949989,0.612995,0.14527,0.263773,0.502365,0.312069,0.554518,-0.111274,0.001234,-0.946222,0.374559
coordinate,0.105453,-1.707113,-1.990719,-0.403853,-1.247903,-0.34868,-0.199184,0.2266,0.489401,0.676357,-0.408532,0.942386,-0.368115,-0.043875,-0.314145,0.573445
complete,-0.82358,-0.19571,-0.24053,-0.614496,-1.189474,-0.948588,0.781225,-0.181031,0.452862,0.44333,-0.131593,-0.870576,-0.456735,-1.210949,0.154501,0.274725
root,0.246423,0.19668,-1.101536,0.13676,0.220901,-1.131571,-0.505322,-0.206378,0.511136,0.5622,0.66643,0.779274,-0.792766,-0.22405,-0.679967,-1.26691
length,-0.350605,0.15698,-1.872007,-0.43802,-0.176788,-0.603168,0.385619,-0.089085,0.932277,1.356255,0.999067,-0.233224,0.073419,-0.376544,1.220195,-1.738568
continuous,0.058755,-1.281483,-2.620618,-0.237673,-0.758804,-0.848335,0.491224,-0.21314,-0.022967,0.439082,0.311149,0.172096,-0.320448,-0.234331,0.209764,-0.427779
logic,-0.933418,-1.241379,-1.940603,-1.114612,1.05727,-0.646028,0.15078,0.565083,0.143026,0.106047,-0.125208,-0.322805,-1.282251,0.83669,-1.346412,0.687755
external,-0.679229,0.311405,0.771235,-0.265068,-0.515386,-0.130735,0.257856,1.18489,1.27695,0.793366,-0.866967,-0.275324,-0.188334,-1.397632,-0.549415,-0.609022
side,-0.466622,0.2503,-0.447663,-0.145145,-0.986135,-1.092242,1.248166,-1.317365,0.830099,0.616618,0.255468,0.773969,0.514617,-0.991017,1.061165,-1.049203
unit,-0.608698,0.088144,-1.736652,-0.132594,-2.02286,-0.186605,-0.055667,0.570274,1.137385,0.732019,-0.73773,-0.634305,-0.175096,-0.509035,1.220874,0.304885
equivalent,-0.277325,0.130713,-2.237104,-0.374103,-0.603494,-0.615154,-0.101193,0.518203,0.433102,1.037975,1.123615,-0.4825,0.389601,-0.159941,-0.289905,0.138065
conjecture,0.698501,-1.850296,-0.871434,-0.756888,1.69934,-1.295967,0.015059,0.176357,-0.076474,0.064216,1.190539,0.431234,-0.804794,1.155474,-0.62115,0.897947
infinite,-1.114861,-1.706236,-1.878032,-0.307655,1.390685,-0.841087,0.246083,-0.555101,-0.175674,1.374813,0.210932,0.715696,-0.400356,0.688183,-0.365416,-0.307914
operation,-0.800044,-0.316008,-1.241785,0.263154,-2.582098,-0.550404,0.132926,0.180022,0.39502,-0.146406,-1.615534,-0.017861,0.118527,-0.08642,0.946458,0.270609
angle,-0.175449,-1.31648,-2.236639,-0.524385,0.22712,-0.894853,1.184081,-0.449699,0.651155,0.866425,0.837562,0.600687,-0.028716,0.445625,1.398776,-1.059811
random,-1.056456,-0.808753,-1.814661,-0.582272,0.619631,-0.91154,-0.41303,0.504065,-0.400494,0.376951,0.281515,0.415507,-0.482507,0.746498,-0.2661,-0.96006
basis,-0.660177,-0.452468,-1.651037,-0.013294,-1.477772,-0.766204,-0.148352,0.120235,0.604068,0.416172,0.483507,-0.086733,-0.529418,-0.010446,-0.410529,0.014564
natural,0.998416,-0.607382,-1.229364,0.345031,-0.863965,-1.286767,-0.638141,0.375279,0.299868,0.317177,-0.089104,-0.159236,-1.137204,-1.097123,-0.500252,-1.556994
power,-1.26637,0.100845,-1.359398,0.460301,-1.47097,-1.063466,0.111258,-0.324166,0.111504,0.27145,-0.634232,0.074599,0.110922,-0.148437,0.442259,-0.026763
area,0.86854,0.069998,-0.668136,0.21047,-2.445966,-0.460273,-0.42614,-0.893163,0.538338,0.675157,-0.178482,0.078056,-1.038266,-2.294831,0.92487,-0.933893
open,-0.672953,0.250121,-0.129178,-0.485283,-1.390191,-0.60516,0.892798,-0.385703,0.17114,0.036832,-0.50012,0.222732,0.121015,-1.750897,0.249416,-0.589932
solve,-0.830848,-0.971231,-1.967002,0.138281,0.001445,-1.310298,0.15546,0.082548,-0.360878,-0.374876,0.027711,0.642728,-0.597708,0.571897,-0.477902,0.335625
pair,-0.434958,0.397631,-1.163416,-0.091893,0.260547,-1.358696,0.957201,-0.142239,0.991472,0.563454,0.607501,0.975896,0.453837,-0.124806,0.938127,-0.784563
hold,-1.036437,0.372657,0.208093,-0.088527,-1.845097,-0.760386,0.6575,-0.6968,0.519894,0.293489,0.345918,0.179267,0.09385,-0.797828,-0.403094,0.012373
limit,-0.620825,-0.016557,-1.701243,-0.240383,-1.602225,-0.525028,-0.263539,0.527282,-0.091275,0.045607,0.17414,0.182059,-0.290209,-0.768168,0.269871,-0.295709
special,-1.503664,0.517076,-0.499497,-0.255695,-0.833592,-0.700153,0.064785,0.282401,0.432701,0.096393,-0.727213,0.452305,-0.172928,-0.645371,-0.157191,-0.113355
generate,-0.706165,-0.602288,-2.940478,0.074281,-0.666313,-0.89707,-0.420045,0.849242,-0.482845,0.264627,0.1631,0.174993,-0.036097,-0.377206,0.174509,-0.806537
coefficient,0.397047,-1.905436,-2.537645,-0.576671,0.216464,-0.969324,0.454984,1.364258,0.187526,0.786612,2.210296,0.683956,0.492639,0.620939,-0.100697,-0.002014
standard,-1.01612,0.703459,-2.438278,-1.105911,-1.158299,-0.454758,0.296796,0.864747,0.496391,0.255141,-0.107874,-0.417591,0.00611,-0.456741,-0.552949,-0.113381
identity,-0.847976,-0.207449,-1.045839,0.455985,-0.242406,-1.148416,-0.783045,-0.452677,0.073271,0.279745,0.152653,0.691152,-0.92942,0.333923,-1.719431,-0.249124
four,-1.111138,0.456587,-0.186078,-0.420584,-1.16042,-0.819693,0.905299,-0.402604,0.939227,0.792473,0.305543,0.102309,0.110733,-0.761469,0.724201,-0.686457
rule,-0.935489,0.431084,-0.798994,0.134607,-1.742542,-1.107045,-0.428601,-0.885149,0.690981,0.564571,0.750789,0.106452,-0.120117,0.5966,-0.97867,0.690876
topological,0.558056,-2.404079,-2.390079,-1.200661,1.474459,-1.217688,0.178984,0.052699,-0.237178,0.845855,0.332919,0.802472,-0.60626,0.212325,-0.557043,0.851907
computer,-1.772111,0.240784,-1.912265,-1.002231,0.007785,-0.375688,0.270541,1.43699,0.322994,-0.59658,-1.70672,0.218698,-0.836942,-0.742257,-0.707634,0.381042
derivative,0.427771,-0.171423,-2.579895,-0.363948,0.237466,-1.139604,-0.518581,1.420273,0.089828,0.496829,0.464544,0.436196,0.741801,0.364406,-0.64128,0.141041
symmetry,0.433332,-2.019021,-2.472995,-0.566828,1.693972,-0.789203,0.79774,-0.000741,0.586348,1.281939,0.970564,0.682504,-0.400301,0.165523,0.025896,0.304641
compact,0.166275,-0.554497,-2.256062,-1.221633,0.123806,-0.520454,0.289199,0.311553,-0.032922,0.86889,-0.21595,0.355887,0.881104,-0.09121,0.105649,-0.448354
factor,-0.586611,-0.512835,-2.372335,0.907154,-0.839895,-0.806861,-0.380528,1.170716,0.395477,-0.157484,1.16633,0.69105,-1.045088,-0.015274,-0.146548,-0.605649
family,0.017213,1.290425,0.879229,0.459062,-0.769089,-1.588505,-1.053192,-0.277911,0.61301,0.460116,0.690081,-0.580899,-0.673203,-1.00661,0.191094,-0.266262
transform,0.181892,-0.780609,-1.572242,0.379004,-0.014507,-1.110702,0.137687,-0.537943,-0.206063,0.089322,-0.625752,0.502377,-0.261132,-0.213468,-0.407444,-0.23874
convex,1.163302,-1.196151,-2.292538,-1.833147,1.11183,-0.650147,0.841709,-0.857677,0.48728,0.715437,2.032983,0.983067,-0.436942,0.522327,0.340213,-0.643344
domain,0.281153,-0.152915,-2.380386,-0.125015,-0.187008,-1.245914,-0.715056,0.217799,0.626385,0.679906,-0.246162,0.126603,-0.282975,-0.263399,-0.496703,1.177704
subgroup,1.466152,-0.981375,-1.693954,-0.472701,0.652535,-0.354276,-0.997727,-0.223606,1.222823,1.533608,0.921781,1.273612,-0.252456,0.372725,-0.610261,0.469169
construct,0.643701,-0.474461,-1.256731,-0.937335,-1.115744,-1.528584,0.377458,-0.972995,0.129539,0.43113,-0.67813,-0.715798,-0.522065,-1.195806,0.566958,-0.005702
axiom,-0.287339,-1.694346,-2.012922,-1.0083,1.031646,-0.639114,0.182497,-0.034372,-0.346693,0.62939,1.079183,0.044805,-0.078406,1.035081,-1.118755,1.328826
construction,0.427381,-0.353932,-1.161588,-0.653665,-1.936118,-1.112022,0.430916,-0.46846,-0.066418,0.152073,-0.683951,-0.882023,-0.11459,-1.450628,0.524939,0.306297
therefore,-0.281113,-0.119547,-2.224181,0.873154,-1.127254,-1.716533,-0.164479,-0.519152,0.181747,0.27071,0.942839,0.123687,-0.305655,0.097183,-0.287616,0.056996
compute,-0.693975,-0.976041,-2.919496,-1.46165,0.372685,-0.314575,-0.239219,1.119771,0.140808,0.304131,-0.282356,0.520112,-0.718359,-0.135636,-0.636284,0.733819
normal,-0.300277,-0.472275,-2.038907,0.429857,-0.342392,-0.78728,0.341433,0.217828,0.409818,0.1836,0.90222,0.712528,-0.590154,-0.689502,0.556114,-0.360357
distance,-0.282741,-0.811767,-1.407403,0.151695,-0.779405,-0.120337,0.827917,-0.233291,0.633399,0.638071,0.691082,0.227801,-0.150393,-0.665466,0.689068,-0.648749
notation,-0.081266,-0.399923,-2.256268,-1.605618,1.363273,-0.867196,0.465907,0.241462,0.808256,0.872353,0.782278,-0.22597,0.021192,0.683056,-1.229813,0.512066
