word,1,2,3,4,5,6,7
tangent,-0.135105,0.723511,-1.64463,-1.913487,-0.264557,-1.643103,-0.420277
diagram,0.337322,0.537249,-0.999693,-1.559112,0.625768,-1.423611,0.4686
divide,2.232077,0.926511,-0.394945,0.164738,0.01008,0.073516,-0.555199
functional,1.79446,-0.266456,-1.220205,-1.586984,1.292326,-1.205085,1.028613
abelian,0.175907,0.136963,-2.066397,-1.70652,-0.14724,-2.53457,-0.042154
odd,0.295461,-0.062853,0.72786,-0.867599,0.318276,-0.625631,-0.635992
action,1.877841,-0.976686,1.194852,-0.156619,0.938598,-0.268685,-0.59388
tiling,-1.110982,1.14395,-1.817921,-2.155105,-0.888398,-1.475829,-0.355012
ratio,1.012144,0.259784,-1.615928,-0.964898,1.666299,-0.574943,-1.249077
program,1.439525,-0.533105,0.782175,0.348676,2.889123,-0.227603,1.178388
quadratic,0.256556,-0.457498,-2.107816,-1.571345,0.343053,-2.348154,-0.079154
cube,-0.487727,0.704486,-0.037432,-1.576168,0.702454,-1.330169,-0.460208
cycle,1.29036,0.639261,-0.248671,-0.871569,0.919319,-0.65849,0.035299
figure,1.460388,0.409408,1.268186,0.000908,-0.127153,-0.693558,-0.361616
argument,1.589478,-2.073862,0.537729,-0.960252,-0.169896,-1.022411,0.307623
Riemann,0.002275,0.019061,-1.778529,-1.623733,-0.812088,-2.312992,1.267355
Euler,-0.088734,-0.107679,-1.660866,-1.374675,-0.911313,-1.60942,0.517096
calculate,1.10985,-0.592717,-1.171707,-1.22598,1.37098,-0.853488,-0.547158
shape,2.00942,2.0376,0.323739,-2.206982,-0.005323,-0.910107,-0.719943
formal,2.401507,-0.860565,-0.225019,0.12404,0.384179,-0.801387,0.582113
derive,1.97829,0.773609,-0.410207,-0.803801,-0.260276,-1.196898,0.005176
statistical,0.921982,-0.272077,-1.217787,-0.261769,1.310878,-0.069544,1.747186
network,1.327473,-0.093749,0.315275,0.124819,2.817018,-0.552829,0.588656
estimate,1.958223,0.166067,-0.952553,0.131874,1.298615,0.570782,-0.836641
norm,0.638263,-1.362408,0.104964,-0.731245,0.565616,-0.752209,0.575946
polygon,-0.491292,0.813694,-1.098252,-1.799397,-0.014711,-1.27791,-0.523
permutation,-0.05924,0.033096,-1.762536,-1.596535,0.346529,-1.886073,-0.562117
world,1.390898,0.618156,1.827876,0.849128,1.17429,-0.10427,0.02098
maximum,1.379505,0.765155,-0.967215,-1.013935,2.086054,0.308244,-1.666928
equivalence,0.664516,-0.628792,-1.711683,-1.227999,0.348711,-2.252662,0.275602
parallel,1.322875,0.934932,-0.330024,-0.887573,0.61149,-0.578077,-0.217709
numerical,0.901523,-0.684616,-1.517104,-0.963573,1.137436,-1.583107,0.802971
orthogonal,0.276024,0.318619,-1.885167,-1.516203,0.288881,-2.50621,-0.420335
isomorphic,0.020183,0.26913,-2.19708,-1.432094,-0.232567,-2.5419,-0.374055
connection,1.651272,-0.062612,0.253773,-0.254075,0.803478,-0.124173,0.121324
locally,1.449081,0.795652,-0.575323,-0.702222,0.428264,0.131392,-0.059198
existence,2.239728,-0.554454,0.196664,-0.278624,-0.450825,-0.749827,-0.10868
complexity,1.299235,-1.017059,-0.584061,-1.44824,1.075326,-1.937031,0.772257
isomorphism,0.331365,-0.171104,-2.044581,-1.547868,-0.340587,-2.503331,-0.374544
commutative,0.041838,-0.276965,-2.050263,-1.842998,-0.180688,-2.269008,0.688744
quotient,0.021125,-0.322206,-1.874645,-1.097482,0.353812,-2.109355,-0.337926
half,1.220893,0.929334,1.324945,-0.253842,0.372669,0.676859,-1.341928
decomposition,0.439647,-0.347649,-1.725083,-1.948357,0.02158,-1.668523,0.190589
density,1.031427,1.364265,-2.759996,-0.839165,1.487876,-0.1951,-1.187155
affine,0.119973,0.604528,-1.975493,-1.75511,-0.483907,-2.026639,0.520859
arbitrary,1.423273,-1.276448,-1.269717,-1.183813,0.680027,-1.901847,-0.782358
morphism,0.143798,0.265041,-2.484416,-1.477101,-0.375436,-2.108048,-0.575034
scale,1.919353,0.662629,-0.440584,-1.302389,0.99903,-0.521556,-0.168605
suppose,1.415685,-0.894218,0.653057,-0.715395,-0.251903,-0.807797,-0.912582
increase,2.969955,-0.394394,-0.748385,-0.859407,1.728202,0.539446,-1.004353
projection,0.728149,0.686487,-0.749144,-1.761418,0.589758,-1.265894,0.141045
partition,1.406226,-0.022231,-1.549931,0.048635,-0.286336,-0.912674,-0.65185
