word,1,2,3,4,5,6,7,8,9,10,11,12,13,14
degree,-0.72476,0.965194,0.244597,0.581984,0.321125,0.054635,1.263409,0.376138,0.781682,-1.007639,0.584182,-0.521924,-1.156594,-1.197826
differential,0.910513,-0.225191,-0.037079,1.653153,1.816423,0.811741,0.984171,-0.454676,1.497944,-0.31277,-0.343297,-1.557021,-0.744008,-0.961369
$\mathbb{C}$,-0.662637,1.787596,-0.825478,0.967808,0.936477,0.369473,1.297488,-0.219613,0.94436,0.720689,-0.875239,-0.412923,0.818971,0.237006
regular,0.304292,0.258181,-1.453476,-0.475562,0.164419,-0.080837,1.613022,-0.046682,0.459137,-0.089373,0.291789,0.262249,-1.07059,-0.748274
second,-0.557914,0.646431,-1.504502,-0.094635,0.628271,-0.363744,1.410291,0.024376,-0.13913,0.076357,-0.12315,1.529286,-0.805236,-0.260722
triangle,0.169625,-0.409822,-0.733978,-0.184626,0.662659,1.545617,1.036809,-0.087602,-0.555907,0.623542,0.115697,-1.174514,-0.466274,-0.09041
subset,-0.003081,-0.684843,-1.053642,2.158078,0.797738,0.820204,1.250882,-0.604141,0.597011,-0.129959,1.327967,-2.245513,-0.13991,-0.107493
circle,-0.26839,-0.652248,-0.051816,-0.269299,0.892398,0.8244,0.969222,0.547115,-0.505418,0.344236,0.582993,-0.061424,-0.780113,-0.159459
relation,-0.652138,0.255003,0.266431,1.885085,0.131993,1.035882,0.096442,0.3573,0.176391,-1.313587,0.947043,0.690974,-1.108159,-0.881842
positive,-0.071996,-1.152222,-1.15491,2.147954,-0.665865,0.157097,1.062797,0.504357,1.039803,0.367974,-0.012513,0.090618,-0.859639,-0.985898
simple,0.348055,-1.434064,-0.084074,1.540801,1.353936,0.134282,1.5368,-0.047398,0.623548,1.28219,1.401897,-0.278884,-0.760774,-0.204214
topology,-0.06296,-0.8698,-0.22,1.041275,1.646198,1.594111,0.474716,-0.701462,1.130661,-0.400289,0.759541,-2.33732,-0.499116,-0.139845
category,-0.125707,0.249688,-0.430847,0.774872,-0.294959,-0.056248,1.501099,0.806255,0.759841,-0.307875,0.397799,-0.38727,-1.33003,0.005934
surface,1.536355,0.356814,0.494212,1.641583,1.316833,1.170117,2.123808,-0.136109,-0.318896,1.900548,-0.107324,-0.240167,-0.337583,-0.837035
constant,0.74147,-0.812144,-0.301611,2.123513,1.3676,0.854541,0.93757,-0.513999,0.283456,0.087208,-0.379775,0.253249,-0.239301,-0.674228
application,1.010055,0.816795,0.300357,2.015481,0.528388,0.335881,1.045799,0.153805,2.629519,0.411203,1.818944,-0.265181,-0.26698,-0.129834
integral,0.261285,-0.201614,-0.146366,1.27814,1.38436,1.132031,0.742395,-0.292753,0.740365,-0.341697,0.563028,-1.122974,-1.286198,-0.095644
coordinate,0.730653,0.960804,-0.296815,1.433186,0.519117,1.97757,0.674131,0.035125,0.431969,-0.524309,1.018514,-0.725425,-0.548682,-0.532986
complete,-0.443744,0.789735,-0.062033,-0.160795,1.11495,-0.045275,1.342215,0.199178,0.47029,-0.278363,0.999774,0.938848,-0.153902,-0.40212
root,-0.862955,-0.686789,0.225126,1.33172,0.085075,0.208011,1.192922,0.485072,-0.564406,0.899861,0.455614,-0.547085,-0.92098,-0.633026
length,0.425922,-0.071961,-0.746046,0.922696,0.940087,-0.317439,2.853302,0.429332,-0.55869,1.079177,-0.201454,-0.38959,0.121747,-0.29806
continuous,1.371444,-0.121513,-0.13819,1.497363,1.029158,0.977525,1.649929,-0.102772,0.25297,0.15094,0.897085,-0.524472,-0.439197,-0.717765
logic,0.038978,-1.233511,-0.295812,1.197086,1.592692,0.975008,0.146536,0.949602,1.93251,-0.787982,0.932549,-1.197737,-0.129818,-0.250839
external,-1.406465,1.45333,0.32369,-0.3438,-0.017355,0.103354,1.140123,1.186919,0.812924,0.328031,-0.112889,0.781408,-0.540429,0.531746
side,0.241244,0.310829,-0.826866,-0.364812,0.747086,0.080417,1.746318,-0.471235,-1.097279,1.233046,0.593615,0.957448,-1.126399,-0.502687
unit,1.076938,2.362049,-0.37304,0.974492,0.786813,0.151986,1.348488,0.56158,0.215835,0.12933,0.943664,0.570123,0.590986,-0.395711
equivalent,0.289464,0.347665,-0.463299,1.672949,0.790007,-0.58281,1.653077,-0.16526,0.428984,-0.476593,0.613989,-0.561497,-0.314148,-0.060258
conjecture,-0.34436,-1.594695,-0.141342,0.97969,1.493478,1.000974,-0.48008,-0.922325,0.500155,-0.604679,-0.512303,-1.784655,-0.26784,-0.602742
infinite,0.20388,-1.822003,-1.577568,1.130172,1.264758,1.5769,0.889765,0.525966,0.341368,0.285237,0.556007,-0.97833,-0.178764,0.200593
operation,1.377666,1.918326,-0.210945,0.588872,0.297849,0.93278,0.373749,0.20255,0.435629,0.327997,1.319598,1.616317,0.05875,-0.521639
angle,1.3902,-0.521101,-1.145765,0.754665,1.656482,1.008306,1.857082,-0.116903,-0.367281,0.974549,-0.248003,-0.793396,-0.473553,-0.818997
random,0.246006,-1.311778,-0.800552,1.34798,0.567779,0.801894,0.855989,0.370858,1.266535,0.493492,0.390701,-0.597362,0.261837,-0.369868
basis,0.243321,0.415853,-0.393158,1.474005,0.372827,0.303298,1.205664,0.450498,0.321818,-0.593465,0.77888,0.32414,-0.525407,-1.057047
natural,-0.484567,0.191712,1.827249,1.509856,-0.027631,0.857977,1.625679,0.221862,-0.07531,0.510909,0.495894,0.055814,-0.55085,-0.863529
power,0.771856,0.69096,-0.698434,1.110634,0.413832,0.368122,0.894902,0.113065,0.310641,0.490572,1.135804,1.566241,-0.192479,-0.408027
area,0.00831,1.79775,1.050231,0.217813,-0.629249,0.470488,2.307117,-0.099377,-1.4139,0.510141,1.449611,0.567406,-0.191205,-1.157752
open,-0.105411,0.912715,-0.002901,-0.664667,0.036981,0.029763,1.515771,-0.101282,0.293794,0.696083,1.161653,1.112665,-0.945974,-0.087764
solve,0.487312,-0.916019,-0.610161,1.688689,0.710628,0.826397,-0.126029,0.061245,1.034571,0.076005,0.985685,-0.013121,-0.586164,-0.899143
pair,0.083671,-0.043562,-1.371047,0.667565,1.116495,-0.217063,1.248968,-0.370114,-0.219088,1.706606,-0.161111,-0.0881,-0.93375,-0.153219
hold,-0.492552,0.707998,-0.592354,-0.170238,0.077263,-0.3205,0.909016,-0.083295,-0.181385,-0.361337,0.943054,1.582596,-1.072642,-0.503736
limit,0.772633,0.84147,-0.060172,1.148175,-0.238447,0.090256,1.448999,-0.142028,0.874374,0.303711,1.000927,0.399089,-0.228918,-0.774117
special,-0.312561,0.67956,-0.676286,0.318057,0.003189,0.169777,0.534301,0.680584,1.059431,0.680207,1.098325,0.962938,-0.564554,-0.260613
generate,1.273924,-0.168862,-0.164324,2.230389,0.159574,0.539461,1.786177,-0.13815,1.146103,0.73444,0.878112,-0.164173,-0.059621,-0.282419
coefficient,0.828243,-0.595774,-0.759364,2.282314,1.259001,0.454817,1.437364,-1.155116,1.005286,-0.533982,-0.87561,-1.648134,-0.740592,-0.467181
standard,0.800086,0.733432,-0.34518,1.063478,0.678584,-0.660808,1.638665,0.501604,1.567124,0.041116,1.545747,0.11957,-0.61407,0.072201
identity,-0.794643,-0.993976,-0.351268,1.650666,-0.178006,0.731923,0.127959,0.603153,0.317069,-0.227844,1.176447,0.402264,-0.835865,-0.58209
four,-0.327516,0.737768,-0.980592,-0.12446,0.814083,-0.390809,1.801385,0.157628,-0.231248,0.697618,0.494789,1.075267,-0.590333,-0.450385
rule,-0.556302,0.178072,-1.200563,1.502389,0.431981,-0.264887,0.454172,-0.049181,-0.457137,-1.150904,1.313032,1.226418,-0.488046,-0.78573
topological,0.005603,-1.129593,-0.425572,1.39365,1.788978,1.877468,0.359025,-0.703564,0.877839,-0.272396,0.806214,-2.385109,-0.523267,-0.312311
computer,0.268914,0.533153,-0.116846,0.663636,0.29664,0.327226,0.090322,1.308583,2.928938,0.756176,1.807829,-0.165456,-0.484902,0.183418
derivative,0.36409,-0.084334,0.076758,2.395685,0.970107,-0.103246,0.691143,-0.749867,1.048089,0.502349,0.379587,-0.991059,-0.336575,0.351663
symmetry,0.45794,-0.888462,-0.721733,1.503484,1.877653,1.33748,0.721723,0.012781,0.114749,-0.088219,-0.083202,-2.156228,-0.679136,0.020548
compact,0.940328,0.042798,-0.410257,0.767925,1.11503,0.552745,1.417543,-0.455683,0.740441,0.676096,0.745867,-0.944305,-0.329925,0.477123
factor,0.693832,0.159869,-0.250324,2.797578,-0.182549,0.220799,1.052269,0.45462,0.797898,0.274282,0.034919,-0.344828,-0.575743,-1.495118
family,-1.988793,0.438839,0.254463,0.661236,-0.34945,-0.849592,0.80713,-0.114545,-0.839001,0.460256,0.436324,1.007107,0.517675,-0.933403
transform,0.31979,-0.460136,0.262269,1.089974,0.733031,1.035786,0.247584,-0.036655,-0.077946,0.611584,1.03209,0.002359,-0.718611,-0.130684
convex,0.702905,-1.541357,-0.565745,0.585984,1.603166,0.622781,1.911763,-0.930097,-0.554015,0.126634,0.215678,-2.747462,-0.924144,-0.997509
domain,-0.121158,0.566243,-0.022993,2.212588,0.899864,0.64403,0.38631,-0.284104,0.591608,0.027054,1.478836,-0.775712,0.021387,0.183764
subgroup,-0.442043,0.11101,-0.47018,1.672753,0.692397,1.121619,0.513333,-0.410684,-1.208337,-0.460676,0.221887,-2.580006,-0.448319,0.13789
construct,0.090421,0.510791,0.832339,0.074728,1.506991,0.625013,1.561539,-0.527818,-0.346793,0.398069,1.875569,0.121166,0.110835,-0.533936
axiom,0.395828,-1.47454,-0.775135,1.516156,1.688352,0.645709,0.046416,-0.673359,1.025882,-1.38201,0.425937,-1.617437,-0.187637,0.110119
construction,0.424381,1.287399,0.803804,0.195316,0.934559,0.312907,1.371731,-0.654026,0.103494,-0.065825,1.720741,0.771568,-0.07201,-0.40982
therefore,0.399536,-0.328818,-0.296586,2.551173,0.697543,-0.015052,0.900707,-0.422177,-0.405175,0.050311,1.138632,0.576651,-0.634378,-1.007601
compute,0.656116,0.006398,-0.628055,1.496077,0.829298,0.901106,0.807992,0.259697,2.166356,-0.127194,1.364684,-1.63114,-0.200697,-0.031053
normal,0.575528,0.16091,-0.42847,1.661219,0.251122,0.306513,1.287614,-0.153748,0.200735,0.846343,0.258415,-0.400646,-0.734064,-1.05922
