word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
line,-0.052057,-0.53263,-1.08622,0.516869,0.467992,-0.19788,-0.177642,-0.214427,-0.960231,-0.235941,0.191849,-0.402556,0.31274,0.816747,0.055381,0.175333,-0.247143,0.479714,-0.128219,-0.53152,-0.229496,-0.90137,0.054106,-0.738226,-1.029669,1.359631,0.133014,-0.470214,-0.78367,-0.527021,0.487905,-0.219575,-0.456521,0.797974,-0.038238,-0.767198,-0.30934,0.031601,-0.256851,0.50387,-0.59341
model,-1.214252,-0.781666,0.113036,-0.638495,0.60269,-0.150731,-0.274676,-0.247446,-0.946294,-0.86907,-0.488183,0.276086,-0.771927,1.100125,-1.016591,-0.058212,0.083624,0.124395,0.613399,-0.771416,0.312793,-0.544045,-0.752685,-0.043293,-0.726451,0.549984,-0.076616,0.034388,0.086565,-0.147428,-0.508462,-0.514982,0.488642,0.18623,1.354455,0.047596,0.29297,-0.083402,-0.455393,0.833179,0.0469
real,-0.983978,-0.214162,-0.11777,0.504709,-0.094385,0.98255,-0.067261,-0.366244,-0.284981,0.068065,0.038567,-0.163555,0.082429,-0.405286,-0.926891,0.43104,1.228222,0.022872,0.16775,-0.183062,0.523541,0.002235,0.264869,-0.075611,0.141793,-0.031727,0.055216,0.415293,-0.466387,-0.573093,-0.105245,0.411127,-0.564249,0.944635,0.903238,-0.29721,0.060489,0.135526,-0.441066,1.390325,-0.276854
property,-1.095882,0.177775,0.237795,0.678504,-0.189321,0.22561,-1.751584,-0.560625,0.348275,-0.606813,0.277696,-0.309884,-0.598541,0.723665,-0.687692,-0.613161,0.000314,0.016859,-0.369503,0.287101,0.374486,-1.042213,-0.127941,0.756329,-0.45404,0.471229,-0.635316,0.038606,-0.082413,0.01392,0.223935,-0.269029,-0.744165,1.26117,-0.401888,0.188028,-0.312405,0.000481,-0.302828,1.530592,-0.616838
geometry,-0.985271,-1.13019,-0.62563,-0.433938,-0.59785,0.881436,-0.831658,-1.096525,-0.61017,0.230459,-0.899441,-0.084275,-0.665791,1.027405,-0.426367,0.310451,-0.966127,0.59276,0.323407,-0.152535,-0.337642,-0.505951,-0.964495,0.753902,-1.736096,-0.536683,-0.021673,0.366152,0.141475,-0.957035,-0.889789,0.042236,0.880258,0.12476,-0.382117,0.170166,0.181832,0.209928,-0.355967,0.213739,0.958064
complex,-1.244848,-0.707585,-0.274786,0.405022,-0.140023,-0.108021,-0.966038,0.201618,-0.327877,-0.792315,-0.419331,-0.45976,0.245353,0.886439,-0.682206,0.157302,0.714714,0.128473,-0.379378,-0.440444,-0.530266,-1.210605,-0.060911,0.162023,-1.234793,-0.247772,0.183131,-0.063482,0.064386,0.150744,-0.67521,-0.09402,-0.233376,0.328911,-1.06378,0.161449,-0.5347,0.2441,-0.461657,1.273732,0.103784
linear,-0.88704,-1.224113,-0.941195,-0.42998,-0.443567,1.608037,-1.603518,-0.525995,-0.508239,0.413956,-0.446861,-1.001831,-0.136429,1.684951,-0.649703,0.492828,-0.424128,0.375127,1.055984,-0.64785,-0.366177,-0.902741,-1.447979,0.258682,-0.498968,-0.070307,0.168377,0.069818,-0.780497,-0.256598,-0.20652,-0.743754,1.065663,0.916598,-0.412549,-1.012248,0.566822,-0.639161,0.111934,-0.019181,0.422828
polynomial,-0.556354,-0.558672,-0.709919,-0.924803,-0.350642,1.489021,-1.893129,-1.180025,1.040331,0.751492,-1.069951,-0.00558,-1.153074,1.270912,-0.433278,0.803573,0.087495,0.075301,0.710097,0.080754,-0.796228,0.949764,-0.448328,1.576762,-0.351821,-0.473757,0.700575,0.335339,-0.25747,-1.111209,-1.569183,-0.849475,-0.497891,-0.063529,0.112323,0.219624,0.091286,-0.451375,-1.667128,-1.005411,-0.366878
algorithm,-1.598321,-0.862426,-1.0233,-0.343393,-0.0397,0.660692,-1.722893,-1.241753,0.372584,1.615837,-0.834756,-0.174255,0.095567,1.89489,-1.346046,0.503916,0.481724,0.351585,1.527285,-0.376666,0.385534,0.011595,-0.666704,0.295815,-0.131724,-0.251393,0.495258,-0.01979,0.381188,-1.179376,-0.680245,-0.791008,0.384275,-0.554578,0.282258,0.591957,-0.387201,0.84517,-1.422556,-0.361464,0.167388
mathematician,0.298363,0.025923,-1.304831,-0.682965,-0.586543,-0.612655,0.27579,-0.992254,0.658596,0.989772,0.364411,0.564072,-0.103641,-0.879091,-1.564625,0.78129,-1.214767,-0.554201,0.120357,-0.308007,0.294352,0.188187,-1.113335,2.040981,0.149923,0.280477,-0.633622,1.601874,1.246036,0.607608,-0.423552,-0.40331,0.997233,0.268041,0.002261,0.252697,1.603471,0.151562,-1.020805,0.164436,1.211087
