word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
problem,0.284829,0.136442,-0.387411,-0.475374,-0.017183,0.483823,0.324885,1.028848,-0.066201,0.075016,0.256262,0.513168,0.456805,-1.325915,-1.144785,0.518772,0.021258,0.759816,0.175275,-0.356107,0.669505,0.957935,0.317682,-0.231916,-0.141881,0.033536,0.004604,-1.279442,0.949265,-0.065638,-0.117382,-0.50769,-0.043039,-0.401874,1.175571,0.069216
mathematic,-0.300182,1.473467,-0.996579,0.253067,-0.508144,-1.160448,-0.250783,0.045127,-1.065323,0.103951,0.804274,1.394012,0.282553,-1.968456,-0.344129,-1.299532,-0.279099,-0.260557,1.026347,0.665103,-0.707308,0.628365,-0.089881,0.239261,-0.140067,0.410798,-0.63074,-0.557369,0.094875,-0.998189,0.238062,-0.077352,-1.026386,0.65642,1.471913,-0.650288
order,-0.509569,-0.06902,-0.773758,-0.40259,0.352687,0.537648,-0.134659,0.21556,0.334165,-0.151686,0.087481,0.885981,-0.367564,0.149892,0.125063,0.275203,-0.229048,0.011247,-0.090273,-0.485915,0.071553,1.496629,-0.005384,0.090979,0.494603,-0.138485,1.555141,-0.115261,-0.049888,-0.118859,-0.066816,0.010596,0.493225,-0.70337,1.033742,0.271861
equation,1.089291,1.250156,-0.438364,-0.523669,-0.831083,-0.680404,0.164862,0.167615,-0.347589,-1.048576,1.97882,1.229023,0.801797,-1.402349,-1.650813,0.110485,0.35371,0.729053,0.482779,0.162864,1.007092,1.758343,0.012435,0.661788,1.004193,0.326506,-0.286537,0.381987,0.561797,0.288461,-0.264668,-1.42173,-0.607656,1.252262,0.113175,-1.21361
first,-0.186313,0.338732,-0.746697,-0.284098,-0.244213,0.191392,-0.568654,-0.387741,0.637204,-0.059717,0.084355,0.469218,-0.020193,-0.153945,0.55919,0.765335,0.093873,-0.765256,-0.407466,-0.225253,0.380804,0.331391,0.214712,-0.144599,-0.22137,-0.618993,0.135453,0.083361,-0.414916,-0.884686,0.409332,0.316162,-0.008408,-0.50361,1.395382,0.193649
vector,0.559359,0.670763,0.046324,-0.213803,-0.021322,0.713314,-0.087281,-0.125637,-0.555976,-0.392347,1.258631,0.338017,-0.295387,-1.357289,-1.655298,0.466018,1.013593,-0.040671,-0.150384,0.340276,0.104357,2.176461,0.154286,1.173239,0.406714,0.64753,-0.493409,0.055536,0.741078,-0.208944,0.148987,-0.926667,-0.020187,0.681124,-0.24074,-1.335287
algebra,0.500518,1.788776,-0.283427,1.008258,-0.181513,-0.697612,-0.43769,0.321583,-0.939191,-0.43676,1.47598,1.762426,0.145376,-1.82653,-0.702934,-0.437486,0.501742,-0.001959,0.39845,0.525639,-1.116561,0.41646,-0.668192,1.470275,0.380277,1.241451,-0.594935,-0.162699,0.613175,0.394674,-0.115865,-0.562748,-0.497669,0.974128,0.25529,-0.683805
$\mathbb{N}$,1.082984,-0.171669,-0.41885,-0.191915,-0.283881,0.337741,-0.857397,0.362139,0.270286,0.194331,0.373067,1.247741,-0.093489,0.258875,0.148881,0.326522,0.618555,-0.177097,-0.298756,0.601373,-0.182884,1.389753,0.237648,0.882616,0.085277,-1.016747,-0.553895,0.475087,0.515973,0.138961,0.122175,-0.112542,0.147466,0.500606,-1.267169,-0.99457
field,0.062853,0.175192,-0.115687,-0.353221,-0.299675,-0.477087,-0.661009,0.058904,-0.629632,0.185201,1.234418,0.95203,0.050602,-0.009575,-0.312927,0.629494,-0.274431,-0.40623,0.051195,-0.165739,0.403737,0.980126,-0.030708,-0.328535,-0.627435,0.207092,-0.100079,-0.16593,0.311168,-1.684594,-0.14539,-0.067163,0.100238,-0.375454,1.147556,-0.486411
element,1.051794,-0.400974,0.026657,-0.217772,0.83247,-0.288772,0.215056,0.244472,-0.009717,-0.241086,0.68117,0.86935,0.52535,-0.48881,-0.883457,0.16547,0.051336,-0.748851,-0.379269,0.423902,-0.178001,1.446219,0.82451,0.794498,0.014024,0.122922,0.307979,0.489457,1.314992,0.175427,-0.113595,0.44479,0.03898,-0.558123,1.347775,0.025651
