word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
vertex,-0.431944,0.481522,-0.322228,0.514826,-0.779222,0.087323,-0.437148,0.902994,0.514159,0.48072,-0.173339,1.197638,1.11235,-2.179324,0.188691,-0.07936,-0.069464,0.442031,2.092058,0.516862,0.454884,0.888012,-1.334943,-0.091617,0.355024,0.55247,-0.610849,0.225964
term,0.190908,0.058953,-0.326784,-0.321121,0.414966,-0.386889,-0.549918,-0.425367,1.490319,-0.461488,0.584712,0.967408,-0.448704,0.465007,0.178031,-0.308956,0.794104,-0.682529,0.316211,-0.081689,0.218172,-0.365394,-0.205674,0.152526,1.264783,0.156683,-1.102815,0.274959
line,0.310794,-0.020916,0.140477,0.316398,0.393654,0.078889,-0.579095,0.557001,0.214087,0.147402,-0.094617,1.438728,1.307553,0.641409,0.25721,-0.716327,0.707771,0.06883,0.808628,-0.597726,-0.102663,-0.798804,0.166139,-0.128551,0.048867,-0.267671,-0.278174,-1.541354
model,0.128438,0.532188,-0.319685,-0.270834,0.154272,-0.369207,0.252552,1.510482,1.044565,0.116732,-1.450052,1.251468,-0.247816,0.311627,0.444537,-0.861155,0.359509,-0.071049,0.880621,0.853923,-0.419155,-0.327704,0.393442,0.08214,1.235809,-0.353246,-0.320819,0.29617
real,0.328426,0.107123,-0.02669,0.406007,0.327701,0.300022,-0.14974,0.266067,0.950704,0.131481,-0.245434,1.41898,-0.751544,0.708492,-0.198941,-0.091473,-0.315954,0.241165,-0.328691,0.0499,-0.599763,0.338645,0.223064,-0.724844,0.617392,-0.88146,-0.728102,-0.012639
property,0.184316,0.081629,-0.329724,-0.361202,-0.184201,-1.06855,-0.256553,-0.893082,1.304667,-0.042679,-0.183542,1.900602,-0.654142,0.392339,0.005662,-1.148803,0.566135,-0.291172,1.004212,-0.200601,0.78544,-0.271684,-0.170955,-0.644938,0.223058,0.903565,-0.026276,-0.172482
geometry,-0.607654,0.783093,0.341727,-0.336548,-0.640088,-0.859544,1.126549,1.462694,0.095127,0.261985,-0.846879,1.226858,0.326616,-0.810569,-0.409257,-0.362239,0.784975,0.383938,1.443947,0.474503,1.165459,0.833504,-0.758294,0.604411,1.018095,0.229682,-1.290262,0.183073
complex,-0.378846,-0.234629,-0.651186,-0.339314,0.227493,-0.577706,0.27703,0.140061,0.200405,-0.03211,-0.459942,1.923414,-0.229966,0.090703,0.649676,-0.506132,0.011507,0.530224,1.149398,-0.455455,1.005599,-0.396809,-0.058555,-0.123808,0.551363,-0.463813,-1.434967,-0.3297
linear,-0.340537,0.08715,-0.880981,0.222533,-0.185868,0.292841,0.394021,1.212842,0.924137,-0.16459,-0.340929,1.834385,1.774389,-1.542695,-0.277664,-1.736821,1.426951,0.228475,1.505953,0.660537,0.271849,0.061579,-0.645925,0.635456,0.837989,-0.667746,-0.159711,1.082337
polynomial,-0.643081,1.524585,-0.045664,0.967041,-1.418956,0.357682,0.381489,1.025337,2.024663,0.889451,-0.751673,0.464988,0.984587,-2.185056,-0.912793,-0.149334,0.673108,0.04153,1.140325,-0.549824,0.716383,1.05105,-1.100699,-0.050841,0.931146,1.010229,-0.82896,0.931569
algorithm,-1.019327,1.381079,-0.114275,0.910343,-0.07785,1.088936,-0.048528,0.748619,0.688414,0.23544,-1.321683,1.14815,-0.395904,-1.521885,-0.986639,-0.692417,0.857509,-0.052147,1.768765,-0.838308,0.076468,0.679791,-0.442937,-0.013401,1.62504,0.068535,-0.913841,0.743503
mathematician,-1.478061,1.995488,-0.49714,0.010708,0.021519,-0.530779,1.146206,0.148889,1.054427,-0.216472,-2.026965,-0.832603,0.349181,-0.355878,-0.920383,0.866201,0.682626,-0.708232,-1.75281,1.35848,1.138538,0.192488,0.169156,0.728944,-0.691187,0.183778,-0.441002,0.713674
definition,0.166675,0.55281,-0.035433,0.742662,0.53419,-0.045637,0.19875,0.158895,1.126978,-0.543219,0.312664,1.19445,-0.266892,-0.034614,0.481736,-0.189228,0.826706,-0.347097,1.324875,0.216558,0.102855,-0.001251,0.037871,0.312398,2.18218,0.411417,-0.459971,0.796036
product,-0.440036,0.315135,-0.95477,-1.200054,-0.106713,-0.125188,-0.215338,0.331734,0.705906,-0.423626,-0.464668,1.714629,-1.484935,0.563405,-0.347655,-1.169776,-0.542802,-0.01007,1.284724,-0.287731,-0.763918,-1.311601,-0.248798,-1.079962,1.746759,-0.263669,0.480333,0.239729
state,0.651712,-0.568966,0.07064,-0.136795,1.369156,-0.217203,-0.616656,-0.859492,0.641425,0.057979,0.030642,1.074206,-0.388285,0.260099,0.634384,0.008184,1.307149,-0.662444,-0.254571,0.648108,0.326529,-0.517909,-0.464158,-0.940277,0.154467,0.329643,-0.868915,-0.206955
