word,1,2
number,0.080318,-2.290608
function,2.08369,-2.026779
one,-0.808294,-2.771643
set,-0.195704,-2.188083
group,-0.472652,-2.091181
space,0.877098,-2.02764
two,-0.780849,-2.6497
theory,1.227926,-1.086252
point,-0.132302,-2.110042
theorem,2.039837,0.563511
example,1.040985,-2.357698
form,0.26732,-2.489834
define,1.655987,-2.006703
graph,2.593634,-0.17664
value,1.597022,-2.328708
problem,1.021353,-2.192635
mathematic,0.844438,-0.23193
order,-0.44021,-2.197525
equation,2.492736,-0.336214
first,-1.604929,-2.289588
vector,2.93791,-1.081511
algebra,2.390759,0.168567
$\mathbb{N}$,0.619248,-0.530358
field,-0.372482,-2.035888
element,1.306348,-2.178019
system,1.059313,-2.673866
matrix,2.333795,-0.785704
mathematical,1.351277,-0.364985
method,1.763023,-2.034671
finite,3.018231,-0.75157
result,0.105124,-2.672772
vertex,2.936424,-0.081517
term,0.315975,-2.480011
line,-0.309042,-2.189139
model,0.664888,-1.733421
real,-0.308553,-1.814221
property,0.545061,-2.157885
geometry,2.156638,-0.238255
complex,1.054437,-1.951957
linear,2.395222,-1.251797
polynomial,2.744723,-0.039798
algorithm,2.477537,-0.499456
mathematician,-0.560993,1.401211
definition,1.911455,-1.762868
product,1.241339,-2.42236
state,-1.262296,-2.398011
sequence,1.619825,-1.506686
distribution,1.188753,-1.715374
variable,2.640386,-1.563302
solution,1.875813,-2.011791
square,0.162532,-1.03653
map,0.547472,-1.210025
class,-0.318221,-1.69317
integer,2.881771,-0.56912
mean,0.633278,-2.432684
proof,1.512088,-0.888058
three,-0.982047,-2.450453
dimensional,2.729033,-1.105022
zero,1.268043,-1.446212
algebraic,2.534143,0.146017
formula,1.081165,-0.585783
ring,0.447999,-1.29969
edge,0.723454,-1.727119
sum,1.144532,-1.059657
plane,1.150469,-1.446716
analysis,1.374979,-1.717408
dimension,1.718618,-1.27471
curve,1.937008,-0.973447
type,1.229035,-2.269901
operator,1.050888,-1.147302
prove,0.438527,-1.626168
probability,2.633397,-1.053226
structure,0.752171,-2.206002
representation,1.192009,-1.307499
series,-1.206781,-1.756482
prime,-0.703286,-0.79666
measure,1.494421,-2.413809
equal,1.045276,-1.929344
lie,-0.352391,-1.66719
manifold,2.819974,0.071022
degree,-0.028244,-1.443913
differential,2.400234,-0.732515
$\mathbb{C}$,-0.053401,-0.59293
regular,-0.348586,-1.696787
second,-1.457631,-2.05297
triangle,1.038642,-0.235443
subset,2.972559,-1.003652
circle,0.075141,-1.260516
relation,0.098577,-1.71546
positive,1.025416,-2.167172
simple,1.579076,-2.181786
topology,2.504834,0.035441
category,0.437984,-1.608586
surface,2.025468,-2.343519
constant,1.461052,-1.422848
application,1.682742,-2.173029
integral,1.837017,-0.841425
coordinate,1.464096,-1.220842
complete,-0.837739,-1.727981
root,0.692745,-1.705336
length,1.0418,-1.989234
continuous,2.024713,-2.063099
logic,1.751026,-0.455302
external,-1.62863,-1.357387
side,-0.493567,-2.210776
unit,0.428878,-1.940335
equivalent,1.284844,-1.471751
conjecture,1.904728,0.964508
infinite,1.983652,-0.681342
operation,-0.064211,-2.345095
angle,1.915477,-1.462788
random,1.332139,-1.137957
basis,0.553448,-2.21573
natural,0.459171,-2.180842
power,0.043631,-2.551009
area,-0.479671,-2.548959
open,-1.054354,-2.119212
solve,1.365701,-1.503541
pair,0.472651,-1.522541
hold,-1.357003,-2.140371
limit,0.542889,-2.432297
special,-0.740085,-2.108302
generate,2.043701,-2.504663
coefficient,2.931841,-0.610417
standard,0.946791,-2.232361
identity,0.552178,-1.813205
four,-0.97413,-2.258407
rule,-0.248656,-1.914569
topological,3.06346,-0.23134
computer,0.684593,-1.473353
derivative,2.250012,-1.00224
symmetry,2.840222,-0.235466
compact,1.763261,-0.953204
factor,1.712011,-2.372484
family,-1.478756,-1.636335
transform,0.965905,-1.430694
convex,3.077682,-0.481035
domain,1.573906,-1.320041
subgroup,2.246798,0.248575
construct,0.226012,-1.745534
axiom,2.592569,0.230033
construction,-0.116914,-1.856876
therefore,1.156633,-2.707939
compute,2.238794,-1.136816
normal,1.306731,-2.107088
distance,0.64436,-1.792288
notation,2.095541,-0.311782
parameter,2.919491,-1.518018
euclidean,2.994314,-0.290126
symmetric,3.081067,-0.472105
metric,2.35262,-0.838709
test,0.654068,-2.153299
bundle,2.118846,-0.62758
center,-0.940141,-1.743527
symbol,1.044918,-1.251108
projective,3.304589,0.186495
sphere,1.688,-1.088315
interval,2.07207,-1.321307
single,-0.453315,-2.124756
geometric,2.518854,-0.730602
ideal,1.242255,-1.610509
dual,1.312466,-1.040196
module,2.145804,-0.932122
invariant,2.957888,0.021711
$\mathbb{Q}$,0.739478,-0.167397
index,1.147506,-1.062523
information,0.435355,-2.390898
transformation,1.569199,-1.120831
extension,0.717382,-1.403886
direct,-1.203518,-1.248768
uniform,1.035211,-1.447692
path,0.836485,-1.905949
negative,1.618706,-2.393943
image,0.620579,-1.821148
member,-2.111094,-1.726986
inverse,3.092476,-0.465434
step,0.241268,-1.970913
independent,-0.821724,-2.021724
arithmetic,2.491904,-0.169408
position,-0.435846,-2.111074
calculus,2.277787,0.283572
rational,2.428621,-0.915324
law,-0.986415,-1.815962
tree,0.351215,-1.834255
component,2.109232,-2.423899
lattice,2.748814,-0.391215
inequality,2.171174,-0.176363
volume,-0.230515,-0.853345
section,0.00191,-1.895453
add,0.021002,-2.259329
$\mathrm{e}$,-0.427679,-0.213987
fundamental,1.606976,-1.484374
game,-1.13437,-2.195586
polytope,2.284687,1.439289
smooth,1.860049,-1.411628
partial,0.866404,-1.290663
extend,0.180496,-1.94054
multiplication,2.980454,-0.452353
boundary,0.451184,-1.491069
local,-0.827039,-2.547479
node,2.624319,-1.328107
develop,0.355534,-2.282342
difference,1.303484,-2.355895
statement,0.5454,-1.815676
tensor,3.095488,0.095214
discrete,2.894989,-0.856604
variety,0.59679,-2.162515
generalize,2.67493,-0.072691
sample,1.129913,-1.636666
statistic,-0.293713,-0.926229
axis,1.755429,-1.366252
