word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
problem,0.06093,-0.08203,-0.345907,-0.689488,-1.253546,0.470913,0.228599,0.381283,-0.718022,0.692681,-0.139341,-0.036396,-2.491345,-0.015581,0.523121,0.267445,-0.145838,-0.195604,-0.140203,-0.423587,0.078037,0.257449,-0.119237,0.288832,0.045833,0.039946,-0.151336,0.101061,-0.323723,-0.771235,-0.185108,-0.447366,0.729206,-0.207481,0.152893,0.267279,-0.827225
mathematic,-0.114819,0.099617,-0.09196,-1.809757,0.08072,-0.289627,-0.300857,-0.491349,-0.415443,0.115021,1.031628,0.127393,-0.804251,0.983948,0.16878,-0.404985,0.575331,-0.7868,-0.879876,-1.181205,-0.964105,0.141791,-0.330915,-1.765645,-0.538398,0.503543,0.265184,0.152241,0.107134,-1.943123,-0.263283,-0.480427,1.304018,0.057477,-0.036828,1.199014,0.288488
order,0.712889,-0.931578,-0.052889,0.11489,0.213556,-0.205758,-0.298299,-0.148344,-0.640533,0.792883,-0.290337,0.013846,-1.577304,-0.289534,0.345974,-0.421457,-0.300238,0.841144,0.334346,-0.777453,-0.111707,-0.117264,0.023479,0.399315,0.873773,-0.248934,0.271759,0.234429,-0.113653,-0.01558,0.363647,0.361871,0.678121,-0.653645,-0.035915,-0.11948,0.626178
equation,0.860319,0.003661,0.073037,-0.078644,-0.777807,-0.428799,0.608893,0.378226,-0.689189,0.344263,0.73231,0.129695,-1.427243,0.424332,0.87568,1.305036,0.146251,-0.659793,-0.922404,-1.175097,0.476371,1.140581,-3.079224,-1.057415,0.043994,0.936369,0.460676,-0.208664,0.808048,-1.396095,-0.429364,-0.493771,0.545363,0.511896,-0.229745,2.015181,-0.096141
first,0.309986,-0.776247,0.556736,0.435371,0.095266,-0.258139,-0.255542,-0.360536,-0.719509,0.738321,-0.096233,0.116956,-0.690888,-0.483519,-0.169504,-0.651709,-0.52978,0.14037,-0.05644,-1.096389,0.050328,-0.223375,1.137141,-0.228471,-0.555833,0.565338,0.131511,-0.135079,0.162596,-0.178949,0.051464,0.147264,0.209238,0.072359,0.566282,-0.330694,0.015731
vector,-0.005133,-0.359041,0.033902,-0.014899,-0.994774,-0.510264,0.326098,0.411495,0.680451,-0.391489,0.011882,-0.005856,-2.042394,-0.022295,0.031163,0.314841,-0.262507,-0.927696,-0.067606,-0.476485,0.298196,0.842719,-2.61037,-0.95096,0.023796,0.642036,0.119259,-0.26774,0.856653,-0.724153,0.487376,-1.208151,0.042909,-1.032711,0.500538,0.376707,0.353645
algebra,0.249687,-0.182875,0.129399,-1.159701,-0.494993,-0.120262,-0.142001,0.323486,0.443651,-0.562602,1.272251,-0.266508,-0.68578,1.025328,-0.858599,0.361844,0.618612,-0.788217,0.187689,-1.247466,-0.764454,0.82235,-1.947778,-1.338759,-0.553835,0.305941,0.656536,-0.970069,0.575102,-1.448336,-0.270876,-1.034067,1.293805,0.209575,-0.216518,1.419419,0.841706
$\mathbb{N}$,0.722598,-0.065756,-0.612047,0.522425,0.292994,-0.363283,1.088593,0.552155,0.682273,0.722932,0.553493,-0.228189,-0.494096,-0.777623,-0.616446,-0.455224,0.293267,-0.533557,-0.491204,-0.882844,-0.061588,0.199482,-1.35256,0.287904,-0.062385,0.387994,0.135115,-1.216274,0.564755,0.364116,0.251338,-0.002976,-1.168958,-0.364972,0.293501,0.490043,0.201994
field,-0.315637,0.106181,0.366993,-0.10761,-0.787906,-0.910106,0.085555,-0.500079,-0.368363,0.084409,0.179212,-0.021626,-1.118617,-0.411258,0.645266,-1.483099,0.154985,0.31972,-0.185452,-0.95975,0.069464,0.343569,-0.077288,-0.041799,-0.742159,0.653631,0.400318,0.221209,-0.081705,-1.213094,-0.677502,0.006367,0.240445,-0.449783,0.691988,0.605317,0.623793
element,-0.675978,-1.142042,0.608321,0.084632,-0.267532,0.309129,0.158357,-0.255279,0.079806,0.601952,0.551507,-0.205965,-2.284093,-0.505003,-0.508582,0.438203,1.115483,-0.003252,0.115028,-0.855368,0.091869,-0.724756,-1.077109,0.517993,-0.099205,-0.140845,0.30671,0.333688,-0.273236,-0.18091,0.071639,0.217232,-0.287712,0.240365,0.317069,0.69898,0.712322
system,-0.236188,-0.389139,-0.145631,0.474538,-0.500809,0.074394,-0.037449,0.377379,-0.523409,-0.350357,0.096287,0.136908,-3.055244,-0.092885,0.687616,-1.1976,0.677604,-0.229761,-0.492124,-1.121151,0.31771,-0.372349,-1.095658,-0.646723,-0.377129,-0.656863,-0.323787,0.073047,0.409354,-0.0127,0.480347,-0.123041,0.822774,-0.226198,0.679477,-0.168709,-0.252378
matrix,-0.362182,-0.831576,-0.254952,-0.312488,-0.48646,-0.132312,0.593467,0.396931,0.132122,-0.170344,0.40221,-0.310854,-1.726907,0.088468,-0.834415,0.621169,0.189943,-0.349874,-0.207585,-0.583391,0.409805,1.003936,-2.458351,-0.380986,-0.349778,0.359265,0.840087,-0.30632,0.370091,-0.200979,-0.137803,-0.655428,-0.134679,0.087392,0.276518,0.489271,0.360383
mathematical,-0.226228,0.147108,0.297424,-1.816677,-0.138417,0.13689,-0.140479,-0.34248,-0.577111,0.494684,0.750604,0.074246,-1.523594,1.193405,0.37114,0.256581,0.483925,-0.811443,-0.862047,-1.118674,-0.096568,0.501672,-1.294903,-1.562825,-0.653675,0.812425,0.112357,0.481211,0.003887,-1.537013,-0.147867,-0.757047,0.705024,0.13714,-0.123871,1.138059,0.732398
