word,1,2,3,4,5,6,7,8,9,10
number,1.66652,1.10419,3.216901,-0.21038,0.72954,-0.494533,-0.030981,-1.146727,1.306591,-2.918371
function,2.737242,-0.826998,2.966592,-0.692462,0.234967,-1.008485,0.787485,0.755935,-0.567841,-2.642776
one,1.80956,0.810234,3.241235,0.31583,0.306909,-1.283924,-1.371237,-0.126258,0.650899,-2.391384
set,1.242671,-0.311776,3.169421,-0.471833,0.524469,-2.013365,-0.637769,-1.801986,-0.35325,-2.652715
group,-0.673643,-0.317247,2.433571,-0.222547,1.502392,-2.982109,-0.427518,0.307765,0.21748,-2.928738
space,0.331414,-0.845937,3.440742,-0.678804,0.425185,-2.730247,-1.077471,0.446074,-0.527175,-1.765073
two,1.593168,0.713302,3.415495,0.209732,0.520979,-1.493867,-1.597091,-0.21054,1.04043,-1.706168
theory,-0.197128,-1.081595,2.90439,0.923369,-0.831276,-1.321627,0.656428,0.19279,-0.463712,-3.603349
point,1.948121,0.376474,3.68161,-0.302778,0.445257,-1.767658,-1.450805,0.489374,0.390844,-0.978738
theorem,-0.035395,0.36287,3.917755,-1.470164,-0.897138,-0.437029,0.72801,0.260322,-0.59169,-2.553277
example,1.640007,0.11764,2.573845,-0.084961,0.611149,-1.261215,-0.718072,0.164489,0.396643,-2.745077
form,1.124957,-0.195541,2.991375,-0.702688,0.773282,-1.466585,-0.70575,0.537108,0.866545,-2.396977
define,1.792049,-0.515001,2.952135,-1.000591,0.618472,-1.858135,-0.38628,0.42585,-0.479196,-2.282497
graph,0.207936,-0.501446,3.482187,-0.747877,-0.176098,-0.904912,-0.731402,-1.909079,1.331237,-1.457262
value,3.45376,0.261308,2.404273,0.070877,0.498398,-0.755612,-0.317839,-0.09842,-0.143835,-2.251062
problem,0.903239,-0.246678,2.697289,0.506235,-0.908149,-0.018955,-0.348575,-0.690069,0.746939,-2.881587
mathematic,-0.471764,0.167046,2.634859,2.751935,-0.8838,-1.53004,0.30823,-0.041928,-0.3507,-2.548686
order,1.127125,-0.158272,2.599967,-0.482804,1.004554,-1.310852,-0.159918,-0.950548,1.224675,-2.487922
equation,1.825156,-0.514287,2.776281,0.10601,-0.574357,-0.556515,0.504081,2.393782,0.186755,-2.265675
first,0.987265,1.14734,2.868888,1.133645,-0.094683,-0.779704,-0.223468,-0.262597,0.384031,-2.415457
vector,2.074578,-1.221336,2.609892,-0.500364,0.902483,-2.382913,-0.671858,1.286918,-0.236124,-1.610076
algebra,-0.66121,-0.819825,2.208232,-0.192429,0.795336,-2.326412,0.53057,0.501354,-0.118728,-3.241713
$\mathbb{N}$,2.184101,0.636425,2.410245,-1.091685,2.116045,-1.657161,0.10849,-0.691395,0.798171,-1.551052
field,0.702351,-0.925365,2.49916,0.324409,0.111448,-2.112959,-0.238822,1.161165,-0.745008,-2.608104
element,1.376326,-0.019723,2.333115,-0.315462,1.340536,-2.152231,-0.696825,-0.6272,0.299107,-2.136771
system,1.313711,-1.152131,2.1547,1.094756,-0.502705,-0.803627,-0.487169,0.007893,0.670684,-2.526412
matrix,2.095756,-1.03019,2.115563,-0.940763,0.994428,-0.980736,0.286494,0.906891,0.87712,-2.399156
mathematical,-0.398924,-0.366379,2.236592,3.018847,-1.020535,-1.080077,0.634729,-0.43986,0.341248,-3.01075
method,1.72816,-0.560931,2.23308,0.646212,-1.014486,0.446324,0.322689,0.601565,0.915571,-2.907539
finite,0.766989,-0.755212,2.600745,-1.039836,0.764132,-1.860448,-0.241611,-0.508791,-0.204511,-2.752559
result,1.516054,0.72852,2.455663,0.120459,-0.150191,-0.441502,-0.529758,0.318083,-0.099451,-2.863189
vertex,1.135931,0.601662,3.356903,-0.353186,1.190306,-1.476055,-1.609691,-1.79915,2.362263,-0.291602
term,2.00049,-0.026704,2.280063,0.016437,0.089708,-0.711352,-0.401428,0.533338,0.096966,-2.574288
line,1.376391,0.662412,3.07875,0.001326,0.533366,-1.77434,-1.678945,0.643588,0.881531,-0.486119
model,1.596772,-1.438192,1.998462,0.947903,-0.948596,-0.473133,-0.22892,-0.252453,0.279958,-2.361311
real,1.376823,-0.115156,2.576625,-0.713298,0.673751,-1.640683,-0.37463,0.579126,-0.254632,-2.343412
property,1.057056,-0.463634,2.62722,-0.944623,0.099886,-1.200243,-0.918731,-0.021625,-0.489157,-2.723314
geometry,-0.982193,-0.370361,3.074918,0.847112,-0.525705,-1.489566,-0.152071,1.391154,1.11953,-2.262494
complex,0.622605,-0.889542,2.754693,-0.450202,0.322612,-1.967901,-0.420927,1.094462,0.020417,-2.350749
linear,1.589196,-1.612266,2.430255,-0.095319,0.113165,-1.513398,0.149593,0.298983,0.165702,-2.566294
polynomial,1.686341,0.066988,2.099798,-1.551257,0.628588,-0.233091,1.23103,0.569735,0.14094,-3.222296
algorithm,2.105967,-0.190656,2.008474,0.354067,-0.641149,0.879195,0.467387,-0.951646,1.194843,-2.828925
mathematician,-1.355262,1.257878,3.538983,2.421675,-1.961191,-0.178713,0.899313,-1.52032,-0.102471,-1.125797
definition,0.955445,-0.165988,2.476824,-0.567219,0.102387,-1.240303,-0.509995,0.149383,-0.51095,-2.957919
product,1.159414,-0.400514,2.228473,-1.064107,1.070719,-1.770364,-0.433755,0.478947,0.303708,-2.060678
state,1.182646,-0.045485,2.960635,0.942261,-0.673377,-1.273813,0.079639,-1.053625,-0.844564,-1.092888
sequence,1.673661,0.125114,2.457394,-1.192542,0.836266,-0.655617,0.26204,-0.771687,0.371014,-1.88883
distribution,3.400426,-0.75368,2.641573,-0.261054,-0.62085,0.09685,0.387574,0.520866,0.097596,-1.199257
variable,3.031619,-0.588159,1.831213,0.162067,0.406682,-0.909666,-0.100665,0.163757,-0.323924,-2.163291
solution,1.892367,0.15402,2.53075,-0.263707,-0.451321,-0.201516,-0.414327,0.797651,0.124779,-2.188281
square,1.989091,0.772177,2.889396,-0.59623,0.82425,-0.098642,-0.524183,0.31389,2.400678,-1.352659
map,0.984422,-1.074404,2.487975,-0.66041,0.628067,-2.496827,-1.022984,0.791843,-0.686404,-1.089928
class,0.316542,-0.336475,2.126432,-0.063831,0.773127,-1.982747,-0.407097,-0.780721,-0.450683,-2.436831
integer,1.982197,0.811053,2.147274,-1.012266,1.612151,-0.752778,0.269066,-0.256885,0.661436,-2.781825
mean,2.437699,0.149069,2.292012,-0.183194,0.300599,-0.681494,-0.628046,0.135405,0.043796,-1.88516
proof,0.43522,1.113092,2.159236,-0.216512,-0.19511,-0.10544,0.145878,0.116219,-0.549719,-3.34848
three,0.838372,1.020464,2.97708,0.708671,0.401625,-1.182441,-1.35113,0.087486,1.250691,-1.30487
dimensional,0.304556,-0.810385,2.9447,-0.588841,0.653487,-2.025622,-0.989223,1.099505,1.221766,-1.690869
zero,2.354855,0.645923,2.377008,-0.786658,0.82346,-1.088976,-0.76902,0.605202,-0.163323,-1.6451
algebraic,-0.789595,-0.365583,2.423275,0.057255,0.167717,-1.906342,0.236398,0.60493,-0.25484,-3.074951
formula,1.585651,0.55352,2.361255,-1.286667,0.003935,0.06435,0.456721,0.617982,0.203357,-2.675724
ring,-0.343567,0.014289,1.435125,-1.249614,1.675089,-2.342892,-0.522953,0.468209,-0.453533,-2.704093
edge,1.377266,0.382726,3.141262,-0.151957,0.787506,-1.197725,-1.79903,-1.536663,1.941989,-0.118316
sum,2.168644,0.552721,2.520011,-1.329682,1.029665,-0.69434,-0.005528,0.115407,0.612409,-1.88622
plane,0.223384,0.364933,3.181564,-0.599371,0.713632,-1.870545,-1.500944,1.527561,1.141754,-0.698492
analysis,0.87246,-1.237146,1.970714,1.635099,-0.921289,-0.791272,0.899519,0.770048,-0.056086,-3.026492
dimension,0.627478,0.055235,2.631251,-0.552774,0.88376,-1.671157,-0.758053,1.032119,0.706345,-1.691497
curve,0.826743,-0.008748,2.786117,-0.664121,-0.101423,-1.192811,-0.864134,1.691098,0.368829,-0.635467
type,1.038951,-0.621991,1.699774,-0.02423,0.64914,-1.17124,-0.359408,-0.291212,0.616615,-2.584231
operator,1.282363,-1.666818,2.059764,-0.740606,0.357566,-1.607573,0.51795,0.614123,-0.481446,-1.81975
prove,0.25537,1.633025,2.821465,-0.666252,-0.305764,-0.313119,0.488784,0.032792,-1.049966,-2.621617
probability,2.572983,-0.06699,2.226329,0.809155,-0.471437,-0.369393,0.570346,-0.424482,-0.528874,-1.615766
structure,0.22867,-1.126586,1.907188,0.191623,0.344169,-1.920672,-1.259754,0.288347,0.042798,-2.547203
representation,0.470934,-0.695678,1.834591,-0.608339,0.801002,-1.533135,-0.194822,0.678362,0.509948,-2.623227
series,1.210286,0.099347,2.145221,0.497164,0.207353,-0.618307,0.998434,0.981341,0.614147,-2.196179
prime,0.710551,2.078055,1.992795,-1.437114,1.395932,0.072845,0.26156,-0.65825,0.901875,-2.359455
