word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
solution,-0.60964,0.600096,0.100727,1.347238,0.874331,-1.966768,0.517035,-1.954091,-0.17388,-0.251091,1.076141,-0.007175,-0.109285,1.459928,0.739701,-0.525744,-1.859105,-0.860005,0.868267
square,-0.158965,2.115754,1.474607,-0.612288,1.193308,-2.00203,0.655468,-1.805764,0.628174,-0.925842,-0.397631,0.895472,-0.576964,0.81585,-0.009874,-0.895397,-1.665817,-0.247913,0.629298
map,2.361098,-0.376239,-0.000749,0.725849,1.8475,-0.857001,1.199663,-2.153321,-0.328845,-0.868916,0.328697,1.153049,-0.870761,0.167464,1.371968,0.146067,-0.221276,-0.042415,0.846361
class,0.405789,0.702662,-0.701869,2.002838,1.512508,-1.464725,0.829207,-1.93771,0.327698,-0.577793,-0.644738,0.58067,0.396792,0.137928,1.031262,0.412056,0.149067,0.745344,0.38316
integer,-0.585873,1.684421,-0.172527,1.401179,1.607764,-2.15756,-0.713224,-1.925421,0.619572,-1.880434,-0.407049,1.257592,-0.072748,0.570227,0.483697,0.549922,-1.23307,0.013163,0.67152
mean,0.527919,1.65883,-0.156668,0.491721,1.376307,-1.289492,-0.005063,-2.124046,0.645252,-0.442969,0.49292,0.726296,-0.078456,0.133796,1.31477,-0.030639,-0.872978,-1.246859,0.096215
proof,-1.051543,1.121784,0.175548,2.259678,1.640885,-0.178967,0.457154,-3.004018,-1.124177,-0.237025,0.43589,0.276368,-0.11725,0.447713,0.30287,-0.25196,-1.239488,8.2e-05,-0.090881
three,0.268093,1.07393,0.439365,0.245169,1.641792,-2.095823,0.856212,-2.703792,0.993041,0.506967,-0.208783,0.35811,0.01622,0.761074,-0.826851,-0.496632,-0.336175,0.235303,0.995934
dimensional,1.574015,0.861497,0.183052,0.123356,2.257254,-2.097789,1.192327,-1.738791,0.006561,-0.300928,-0.809785,-0.33811,-0.384612,1.842601,0.975647,-0.171608,-0.582645,0.083012,0.172038
zero,1.087975,0.955054,-0.071443,1.102176,1.264679,-2.052907,-0.341833,-1.984273,0.950446,-1.513926,0.539471,0.885861,0.002885,0.467431,0.4019,0.251368,-0.696189,-1.296757,1.048071
algebraic,0.478998,0.230779,-0.624788,1.725666,2.460144,-0.641303,1.055629,-1.736386,-0.236458,-0.862077,-0.843043,-0.535711,0.839148,0.83501,0.732723,1.241659,-1.359269,0.92191,0.414822
formula,-0.016776,1.750657,0.220926,1.267785,0.325046,-0.503522,0.093458,-3.078754,-1.056919,-0.844387,0.062417,0.631594,-0.470058,0.343044,0.293855,0.325067,-1.592507,-0.735515,1.569651
ring,1.386256,0.073855,-0.63423,1.810148,2.423308,-1.347972,0.471383,-1.164131,-0.140786,-1.832346,-1.606128,1.23494,0.076214,0.104259,-0.450035,1.336335,-0.459169,0.627796,0.870338
edge,0.127009,0.533855,1.508652,-0.558495,1.304554,-3.723591,0.690855,-2.215324,1.236377,0.6027,0.423081,0.51479,-1.410771,0.185443,0.072878,-0.428166,0.220638,1.059505,-0.316193
sum,0.479099,1.709647,0.428927,0.946867,0.982987,-2.12322,-0.241751,-1.71308,0.312904,-1.570015,-0.227854,1.27767,0.137762,0.160276,0.591226,0.10189,-1.009927,-0.664434,0.942655
plane,1.194778,0.507097,0.452284,-0.728728,2.18096,-1.603155,1.506466,-2.590305,-0.141952,-0.440759,0.550302,-0.179478,-0.937766,1.730205,-0.379611,0.671462,-0.521417,0.365932,0.887761
analysis,0.062732,0.323453,-0.492529,0.81392,1.696565,-0.445452,0.418989,-1.377861,-0.209428,0.512624,-0.524961,-0.641931,1.579077,0.334584,2.252663,-0.641654,-2.476582,-0.358907,0.257185
dimension,1.031386,0.961676,-0.030776,0.444682,2.007598,-1.830162,0.733481,-1.804893,0.17373,-0.465124,-0.398505,-0.160402,-0.291501,2.003712,0.777827,0.132265,-0.346968,0.145155,-0.009186
curve,1.316551,0.569394,-0.163546,0.065545,1.535263,-1.413886,0.614267,-1.440264,0.072341,-0.346386,1.760906,0.623243,0.47033,1.845043,-0.010278,0.571028,-1.333825,1.084968,1.416334
type,0.524077,1.271833,-1.063423,0.65107,1.483168,-1.499269,-0.011795,-2.198583,-0.616074,0.316609,-0.799018,0.262033,-0.590215,0.274377,1.06791,-0.093517,-0.46151,0.154787,0.248995
operator,1.104411,0.004107,0.26861,1.05689,0.480896,-0.936548,1.210447,-2.031543,-0.62637,-1.345617,-1.283753,-0.203391,-0.480857,-0.463293,2.434747,-0.021038,-0.937309,-1.427328,1.205298
prove,-0.839894,0.768034,1.189189,2.673678,1.290634,-0.336878,0.362501,-2.627178,-0.831312,-0.258123,0.625462,0.516191,0.232548,1.022844,0.611565,0.502556,-0.621143,0.032532,-0.272806
probability,-0.091864,1.185566,0.031328,0.341741,1.085535,-1.429628,-1.357327,-2.329145,0.261007,0.606438,0.384927,0.483094,1.301927,-0.576315,1.998709,-0.236543,-0.804509,-1.669367,-0.094502
structure,1.498079,0.375404,-1.207908,1.196437,2.169798,-1.298371,1.066352,-1.669428,-0.135906,0.445111,-0.807465,0.029236,-0.256959,0.462918,1.184605,0.122593,-0.388434,0.296799,0.031446
representation,0.865913,0.591578,-0.354422,1.265324,1.550026,-1.126724,0.94376,-1.264357,0.496613,-0.246573,-1.881045,0.981502,-0.572806,0.849903,1.020419,0.677391,-1.371591,0.126849,0.954969
series,-0.033085,1.087906,0.140822,0.498445,1.573201,-0.634307,-0.280659,-1.590757,-0.121722,-1.259619,-0.625766,0.375109,1.500394,0.492553,0.686945,-0.876972,-1.666032,-0.770622,0.920787
prime,-1.012257,2.425488,0.337485,1.900506,1.319383,-1.305528,-0.836264,-1.419529,0.69382,-1.809176,-0.260805,1.534359,0.668544,0.70137,-0.283479,0.826667,-0.427242,1.124359,-0.025469
measure,1.520996,1.551563,0.291891,0.079766,1.503157,-0.881254,0.244298,-1.884685,0.379349,0.024978,0.690593,0.541947,0.797197,0.02838,2.152105,0.10534,-0.693234,-1.099607,-0.144462
equal,0.052297,1.862773,0.517407,-0.062963,1.08173,-2.054777,0.289042,-2.104779,1.339915,-1.109059,0.940094,1.346464,-0.238732,0.056362,0.617276,0.111974,-0.49925,-0.428188,0.669364
lie,1.171932,0.026452,-0.240146,0.821037,2.105492,-0.866472,2.068629,-1.884258,0.413975,-0.686969,-0.617477,0.757279,-0.31686,0.86749,0.148903,1.134094,-0.144646,0.0643,1.213611
manifold,2.041026,-0.07809,-0.014058,1.283762,2.612425,-1.197003,1.51151,-1.275945,-0.033697,-0.158919,0.065419,-0.26295,0.564871,2.779221,1.156949,0.425399,0.235006,-0.007071,-0.185843
degree,-0.879554,0.280822,0.244876,1.191035,0.47855,-2.474425,0.955753,-1.902734,1.743091,-0.850236,-0.104475,-0.536002,0.805499,0.706028,0.783204,0.174313,-0.372436,-0.189601,1.280127
differential,1.049292,-0.244701,-0.356446,0.91711,1.269993,-0.644603,1.147163,-1.70198,-0.151867,-0.392022,-0.426648,-1.048345,1.198147,1.106073,1.688109,0.10531,-1.753848,-0.505288,1.561488
$\mathbb{C}$,-0.18989,-0.152598,-0.303991,0.060216,1.699249,-0.917694,0.409811,-2.62761,0.444735,-1.432163,0.401604,1.449045,-1.145809,-0.36247,1.244749,0.408286,0.434,0.661663,0.903179
regular,0.516758,1.202805,1.204536,-0.880765,3.033419,-2.334406,0.195588,-2.009065,-1.170138,-0.501606,-1.463072,-0.233393,0.233757,0.90843,-0.80709,0.01653,0.587624,0.135364,-0.740837
second,-0.117906,0.767582,0.302853,0.933505,0.769256,-1.460825,0.146621,-2.717029,0.206711,-0.400026,-0.227195,0.038392,0.51039,0.152059,0.25461,-1.082626,-0.436517,-0.822842,1.309561
triangle,-0.144654,2.338501,1.052402,-1.146338,1.071999,-1.368112,1.134916,-2.797963,0.246681,-0.438586,0.965572,0.749357,-0.664333,0.321583,-1.176251,0.165674,-0.310863,1.216498,0.924144
subset,0.852665,0.222412,0.037809,0.623078,2.566228,-2.776215,0.277893,-2.023225,-0.50425,-1.479079,0.534146,0.628369,-0.021711,-1.356018,1.033868,0.768491,0.407545,-0.174864,-0.900804
circle,1.147557,0.98156,1.195513,-1.07513,1.995212,-0.977907,1.269429,-2.438126,0.622716,-0.432131,1.933882,0.708257,-0.137683,0.846481,-0.84399,0.199801,-0.734466,0.949636,0.858664
relation,0.141449,1.020392,-0.46635,1.033456,0.650668,-1.38308,0.905908,-2.472275,-0.619842,-0.326874,-0.79267,0.477632,-0.669626,-0.659734,1.059656,0.838318,-0.427647,-0.493484,1.015286
positive,0.404115,1.306272,0.243915,0.753705,0.925109,-2.197782,0.346297,-1.812289,0.945746,-1.389988,0.338599,0.630231,0.241031,0.687617,1.047593,0.522158,-0.620437,-1.592178,0.711008
simple,0.302332,1.065948,-0.321715,1.359349,1.774483,-1.808942,0.599244,-1.694504,0.058919,-0.233363,-0.254458,0.380728,-0.836249,0.755049,0.463851,0.130704,-1.465226,-0.030453,-0.086099
topology,1.455043,-0.444404,0.03254,1.053539,2.890904,-0.671099,1.235484,-1.575415,-0.682456,-0.598021,-0.141795,-0.670656,0.932776,-0.095599,1.490453,0.213061,-0.01928,0.246209,-0.915808
category,2.099592,-0.064073,-0.87559,1.215142,2.553446,-0.074143,0.916225,-1.714822,-0.020645,-0.322031,-0.971513,0.478934,-0.244348,-1.104213,0.81746,0.646616,0.372292,0.961389,-0.469181
surface,1.832802,1.114725,0.090814,0.080673,1.778641,-1.010846,1.351309,-1.570125,0.023381,-0.243889,1.422601,-0.053932,0.407899,2.48695,-0.015762,0.231652,-0.4938,1.131406,0.704277
constant,1.108805,1.676701,-0.15452,0.630172,0.431744,-1.425833,-0.928084,-2.056638,0.092758,-0.680511,1.094907,0.475649,0.192415,1.098236,1.307922,0.298667,-0.95047,-0.845575,1.103749
application,-0.086772,0.361959,-0.637681,0.622951,1.599725,-0.747983,0.671908,-1.74805,0.076723,0.586272,-0.187868,-0.322045,0.727627,0.32085,1.652332,-0.816401,-2.017268,0.380109,0.566388
integral,1.293373,0.592796,0.382458,0.887615,0.839393,-0.950883,0.19584,-1.828968,-0.797017,-1.458666,0.448341,0.094971,0.540222,0.861076,0.92202,-0.03194,-1.945014,-1.037389,1.482544
coordinate,1.677887,0.423768,0.503334,-1.502042,0.913598,-1.264028,0.720258,-2.33629,0.473717,-0.14092,-0.182137,-0.107549,-1.33188,0.707961,0.903921,0.560964,-1.601138,-0.558159,1.609009
complete,-0.595838,-0.299188,0.464557,1.867428,1.462102,-2.127572,1.279026,-1.95054,-0.148124,-0.415496,0.128646,-0.657409,0.316431,-0.141246,0.483526,-0.217219,-0.134273,0.254696,-0.255273
root,-0.359311,1.095593,0.19988,0.964862,0.927037,-1.958418,-0.04103,-1.402701,1.003875,-1.654855,-0.393493,0.770442,-0.494855,0.212934,-0.251758,0.672627,-1.910682,0.096545,1.071977
length,0.637256,1.488895,0.580257,-0.659075,1.254324,-2.045179,-0.405155,-1.997661,0.952975,-0.359891,0.93924,1.307301,-0.717351,0.390652,0.356306,-0.557122,-0.720438,0.560955,0.383594
continuous,1.836181,-0.086744,0.339953,0.888769,1.721126,-1.624529,0.451337,-1.638397,-0.854376,-1.298119,0.670868,0.228313,0.395531,-0.429626,2.076866,-0.156516,-0.565173,-1.437861,-0.0033
logic,-1.355095,0.277806,-1.329028,1.018071,1.122419,-0.315865,0.549958,-3.081377,-1.706177,0.468226,-1.230565,-1.56931,-0.024502,-1.495562,1.045788,0.088626,-0.559944,-0.610116,0.105373
external,-0.153957,0.490958,0.553869,-0.575281,1.827579,-0.635535,0.257322,-2.021383,-0.321415,0.311631,-1.157966,-1.113429,1.605705,0.238095,1.11065,-0.920711,-0.973825,1.787491,0.565065
side,0.032295,1.6486,0.967942,-0.511483,0.956252,-1.288721,0.743348,-2.780915,0.884403,-0.690433,1.301501,1.347345,-0.878462,0.053015,-1.048445,-0.41208,-0.308232,0.03435,1.097769
unit,1.433701,0.995108,-0.184135,-0.4746,1.370028,-1.034935,0.764745,-1.785957,1.377049,-0.967591,0.1058,0.872063,-0.192574,0.155216,0.817846,-0.654096,-0.586824,-0.225053,0.965679
equivalent,0.565819,1.039885,0.01293,1.609972,1.161779,-1.316967,0.835755,-2.194085,-0.637269,-0.661915,-0.075957,0.435508,-1.154735,0.315974,0.761281,0.182481,-0.409726,-0.673774,-0.332968
conjecture,-0.760147,1.519001,1.157655,2.515034,1.170231,-0.233206,0.622443,-1.798987,-0.688581,0.428805,0.621058,0.776086,1.067366,2.037337,0.373311,0.63178,-0.032511,1.274643,-0.469385
infinite,0.981801,1.406316,0.004633,0.902119,1.682001,-2.198118,-0.194924,-1.643471,-0.479644,-0.945488,-0.307446,-0.196663,0.224535,0.075456,0.149805,0.282649,-0.476946,-0.332493,-0.369226
