word,1,2,3,4,5,6,7,8,9,10,11,12,13
prime,0.476404,-0.689698,-0.206191,-0.752775,0.17898,0.635711,0.438203,-0.375246,1.345202,-0.768567,0.954489,0.609853,-0.97691
measure,-0.782553,-0.400563,1.122336,0.396386,-0.103876,-1.814542,0.533952,2.232442,0.177212,-0.046082,0.957652,0.815076,-0.116246
equal,-1.089965,-0.483091,-0.063232,-0.30159,-0.357179,-1.090067,0.743603,1.34927,0.090983,0.158569,0.757469,1.682743,-0.023632
lie,0.284184,-1.269012,0.462022,-0.183398,-0.037563,-0.295693,-0.035495,0.389024,-1.040519,0.934675,1.260045,-0.384662,0.196862
manifold,-1.427946,1.981625,1.06044,0.842155,0.378781,-0.031312,0.913541,1.122959,-0.813956,0.192118,-0.375876,0.418562,0.427867
degree,-0.693365,-1.319174,0.221119,0.130695,-0.955834,-0.353214,1.76097,0.964604,0.66796,-0.452912,-0.134588,0.379978,1.044364
differential,-1.398368,1.591697,1.217202,0.788989,0.015502,-0.905098,1.722607,1.628263,0.539392,0.050087,-0.106509,0.874574,0.36411
$\mathbb{C}$,1.720224,0.57757,1.037009,0.33707,-1.476729,-0.394014,0.365899,1.167424,0.27512,0.289178,-0.074528,1.113969,0.297576
regular,0.567986,-0.50859,-0.887498,-1.269913,0.290655,-0.979503,1.202358,0.946882,0.227144,0.392607,0.109844,0.877726,0.581438
second,1.309308,-0.780733,-0.710242,-0.845988,-0.179021,-0.504839,0.987465,0.457946,0.020761,0.80937,1.058549,1.199569,0.072399
triangle,-0.439573,0.323127,0.117214,-0.193292,0.139649,-0.589689,-0.023732,0.176824,-0.226864,1.500907,-0.447991,-0.524294,0.710203
subset,-2.003927,1.115987,0.521677,-0.27503,-0.723852,-0.180784,-0.047355,1.961944,0.574439,-0.088552,0.393591,0.565899,1.153414
circle,-0.257346,-0.337564,-0.630178,-0.053987,0.13066,-0.249267,0.438496,0.197168,-0.422784,1.02044,0.883841,-0.70284,0.888051
relation,-1.027067,-1.70379,0.136831,0.389958,-0.19595,-0.15013,0.982842,0.433946,1.49252,-0.686579,1.327931,-0.028361,-0.401973
positive,-0.947789,0.240923,-0.08674,-0.3415,-0.196498,-2.21128,0.227962,0.470673,1.17745,-0.457163,1.405749,1.128056,0.785945
simple,-1.225619,1.205994,-0.222694,-0.138437,-0.465278,-1.237488,0.840317,1.165332,-1.106635,0.078231,1.906301,0.039999,0.79492
topology,-1.832897,1.836526,0.752318,0.517632,-0.169442,0.137747,0.920913,1.351052,0.357897,0.167319,-0.25423,0.008583,1.221188
category,-0.361425,-0.32802,-0.645436,-0.450945,-1.022735,-1.159659,0.839428,1.062763,1.087036,0.010307,0.193382,0.043281,0.516583
