word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
formula,-0.094268,-1.401465,-0.36931,0.415235,-0.431397,-0.864,-0.058104,0.987715,0.957784,-0.688987,-0.992124,-1.348316,-0.244039,-0.005356,0.044129,0.072707,0.549892
ring,1.183204,-0.892144,-0.221152,0.552579,0.645736,-0.817973,0.911745,0.045627,0.02264,-0.478043,0.414615,-0.081822,0.268503,-0.317424,0.165752,0.480606,0.847517
edge,1.561442,-0.796415,-0.154963,0.335191,1.167059,-0.689372,0.440632,-0.36507,1.053137,-0.08224,0.881701,-0.183348,0.247889,-0.45249,-1.238172,-0.258803,1.029481
sum,0.705814,-0.247914,-0.156176,-0.244097,-1.495084,-0.645011,0.268577,-0.53742,0.193087,0.41539,-1.471216,-1.044244,0.36071,0.016994,-0.026403,0.163768,0.476345
plane,1.8263,-0.493174,-0.927362,-0.367672,1.367663,-0.243501,0.276907,0.701702,0.095184,0.008477,-0.123476,0.587361,-0.761771,-0.216148,0.375424,0.430892,1.508157
analysis,1.569375,-0.000196,1.110426,-0.676666,0.086132,-0.993339,-1.174427,1.280446,-0.547027,0.081287,-0.491155,-1.967643,-0.908608,1.066666,-0.588806,-0.533527,0.598071
dimension,1.437854,-0.408924,0.623147,-0.268537,0.642194,-1.376057,-0.397862,0.02076,0.588558,0.037395,-0.954953,-0.630192,-0.550634,0.187032,-0.213482,-0.050642,1.090076
curve,1.947169,-0.718017,-0.313486,-0.201133,1.088788,-0.645777,0.469607,-0.003638,1.314721,0.126485,-0.836156,-0.295638,-0.662437,-0.858312,-1.706156,-0.396777,0.386349
type,1.565852,-1.28227,-0.642096,0.517087,1.223422,-1.283885,-0.831034,0.204,-0.70312,0.622219,-0.561911,-1.396296,0.481208,0.547341,-0.191656,-0.076302,0.887987
operator,0.282734,-0.873787,-1.142713,-0.415888,0.186711,0.443934,-0.234904,0.655537,-0.242156,-0.181783,-0.478317,-0.946742,-0.333076,0.030487,0.460033,-0.931159,1.800514
prove,1.051205,-0.569004,-0.435042,-0.225643,-1.024797,-0.426091,-0.481624,0.067268,-0.16223,0.465071,0.506934,-0.112626,-1.053074,0.155825,-0.063403,0.982036,0.894566
probability,1.906337,-0.28543,0.571673,-0.864891,-0.740806,-1.122998,-0.521471,1.204729,0.722674,0.767987,-1.881601,-1.275364,-1.057811,-0.172822,-0.728917,0.102716,0.188381
structure,0.630737,-0.507363,-0.09146,-0.311473,1.388729,-1.186692,0.257857,0.18576,-0.631291,0.368635,-0.080804,-1.128103,-0.123268,0.652656,-2.40326,-0.206532,1.521537
representation,-0.077797,-0.196058,0.637928,-1.13568,-0.323513,-1.519665,-0.527425,0.314611,0.63265,0.990274,-0.038927,-1.488477,-0.362706,0.583618,-0.854891,-0.289022,0.716449
series,1.051067,-0.584351,0.101937,0.456043,0.352346,-0.354662,0.322105,-0.48172,1.126931,-1.046342,1.190186,-0.303448,0.074356,1.532411,1.536388,-0.348235,0.594454
prime,-0.908299,-0.080167,-0.461867,-0.25283,-1.084327,0.179344,-0.198714,1.24269,-0.014042,0.36762,0.520591,-0.049612,0.272225,1.048469,0.890767,0.794294,0.91523
measure,2.123146,-0.67123,-0.805207,-0.225767,-0.320105,-0.716434,-0.957926,0.368031,-0.021702,0.468159,-1.229442,-0.731303,-0.455958,0.799724,-1.416656,0.163578,0.665129
equal,0.933166,-0.94224,-0.284232,-0.071846,-1.259294,-0.857989,-0.296865,0.153491,1.023331,0.757134,-0.950859,-0.640882,-0.139177,0.710151,-1.029828,0.415491,0.500464
lie,1.115176,0.147887,-0.502238,-0.038746,0.621923,-0.405119,0.842574,-0.860641,-0.521045,0.480277,0.568228,0.366778,0.117218,0.520923,-1.195862,0.744995,0.473402
manifold,0.476797,-0.370717,0.768257,-0.17899,0.506865,-0.348245,0.284626,0.495504,0.129847,0.118262,-1.834465,-0.79374,-0.71712,-1.99494,-0.744062,-0.354359,0.877661
degree,0.482305,-0.534735,1.163713,0.299936,-0.357862,-0.229691,0.388618,0.54451,-0.511864,0.216971,-0.6922,0.032853,-0.365453,1.868731,-2.177174,-0.633539,0.589255
differential,1.216505,-1.382497,0.65108,0.145418,-0.140511,-0.78482,-0.382942,1.549071,0.187384,0.181743,-1.832626,-1.098668,-1.209978,-0.57743,-0.992811,-0.4997,0.629113
$\mathbb{C}$,0.849135,-0.809733,-0.415772,0.829368,1.088491,0.243501,0.895936,1.161815,0.188996,0.401285,-1.059381,-1.455461,0.635546,1.011036,0.691554,-0.23462,-0.080812
