word,1,2,3,4,5,6,7,8,9,10,11,12,13,14
number,-1.34714,-0.055272,-0.058295,-0.829132,0.360406,1.534006,1.3511,-0.393806,0.802458,0.195783,0.454906,-0.486205,-0.166499,0.168372
function,-1.776132,0.092885,0.06947,-0.674815,0.376893,0.597575,1.436682,-0.774124,-0.862471,-0.361011,-0.191898,-1.7436,1.606775,0.413721
one,-0.69364,-0.545962,-0.138716,-0.446185,0.637233,1.257535,0.703044,0.365565,1.52295,0.077048,0.24917,-0.680129,-0.020349,0.980433
set,-0.39701,-0.423791,-0.468756,-0.74066,0.677352,0.928099,0.519539,-0.364026,1.22888,0.016786,0.541459,-0.611614,0.392685,0.867592
group,-1.2482,-0.592677,-0.927562,-0.075822,0.157376,1.372783,-0.20809,0.690819,0.284632,-0.024322,0.835107,-0.528464,0.347364,0.345296
space,-0.744558,0.410583,0.256837,-0.571724,0.466512,1.393753,-0.224302,-0.789194,0.651188,-0.244795,0.881793,-0.691215,1.399523,0.471587
two,-0.751635,0.037502,-0.162047,-0.208069,0.997596,1.343071,1.087919,0.526132,1.520566,-0.087021,0.463847,-0.375929,-0.06288,0.722663
theory,-1.289883,-0.691518,-0.370337,-0.003744,-1.283223,0.790774,0.445813,-1.305518,-0.560445,0.331836,-1.269054,-0.611056,2.449835,1.27617
point,-0.370448,0.561832,-0.105151,-0.74843,-0.010997,1.806335,1.713156,0.262431,0.766344,-0.275061,0.616775,0.074009,-0.220429,0.661234
theorem,0.279834,0.334091,0.244432,0.278264,-0.716579,-0.984729,1.4911,-1.136488,-1.280968,-0.754018,-1.121906,-0.090618,1.957111,0.915391
example,-1.63269,-0.648896,0.400446,-0.226919,0.453503,0.914072,0.775663,-1.021581,0.116528,-0.104259,-0.130107,-1.294573,0.51514,1.143126
form,-1.645368,0.066534,0.223249,0.160353,0.707515,1.24945,0.402803,0.079492,0.479373,-0.429058,-0.284759,-0.920534,0.389046,1.244858
define,-1.613087,-0.230527,-0.02375,-0.446985,-0.310471,1.448169,1.172967,-1.251011,-0.892509,-0.291651,-0.398212,-1.096038,0.72518,0.999067
graph,-0.73729,0.482555,0.250832,-0.59428,-0.165083,0.060861,1.057631,-1.639649,-1.712057,-0.918037,-0.171136,-0.283968,1.198876,1.149678
value,-1.129533,-0.954637,0.242843,-0.723807,-0.034384,1.537229,1.634609,-1.469672,-0.646959,-0.278342,-0.044303,-1.371836,0.292134,0.211984
problem,-0.519005,-0.519628,0.093912,-0.349546,-0.705304,1.096216,1.025198,-0.310198,0.07092,0.442779,0.026349,-1.78152,1.424724,0.459343
mathematic,-1.048613,-0.491349,-0.542825,-0.768232,-0.177315,0.411248,0.151649,-0.571182,-0.571355,-0.989093,-1.79232,0.564804,2.351355,-0.446579
order,-1.088311,0.049789,-1.128776,-0.009164,0.289535,0.619495,0.933935,0.058008,1.127896,0.580579,-0.209571,-1.63751,-0.184476,0.458192
equation,-0.522999,0.497737,0.324999,0.797596,-0.56096,-0.110484,2.227449,-1.468699,-1.096742,-0.483175,-0.632107,-0.349848,2.497286,1.029888
first,-0.628259,-0.417335,-1.175709,-0.188778,0.80277,1.136006,0.436309,0.589297,1.637245,0.059795,0.256848,-0.037496,0.156338,0.509692
vector,-1.282618,0.916347,0.486057,-0.161155,-0.124613,0.111699,1.434904,-1.315473,-1.516898,-0.19781,0.794994,-0.655656,1.545929,1.00313
algebra,-0.70721,0.42632,-0.016222,-0.823923,-0.321307,-0.617336,1.424032,-1.64247,-1.406718,-1.480388,-1.288407,0.657936,2.197288,0.346882
$\mathbb{N}$,-1.223176,0.086468,0.465428,0.319201,0.597649,0.245827,0.966175,-0.603542,-0.316823,0.604412,1.355582,1.217107,0.140903,0.383402
field,-0.537237,0.832814,-0.642012,-0.098634,0.395671,1.869122,0.57143,0.745323,0.253443,-0.03272,0.145932,-0.038046,1.386313,0.535973
element,-1.633011,-0.010977,0.231046,-0.085149,0.124094,0.721859,0.245048,-1.18035,0.504368,-0.481798,0.208382,-1.223849,1.043736,1.657932
system,-1.89296,0.396039,-0.462024,-0.66636,0.939982,1.597539,0.46531,-0.680364,-0.299382,-0.138022,0.9608,-1.766296,1.604048,-0.252681
matrix,-1.017987,0.236282,0.585763,0.016911,0.17068,-0.080871,1.595808,-1.372329,-1.160826,-0.404811,0.654124,-0.29888,1.689078,0.962213
mathematical,-1.091353,-0.207928,-0.682519,-0.392321,-0.571015,0.254895,0.369343,-1.44952,-0.891455,-0.945056,-1.270707,-0.052837,2.688798,0.503345
method,-1.194358,-0.477606,0.344727,-0.142424,0.436287,0.848835,0.893957,-1.158504,-0.770695,0.163323,-0.169144,-1.724883,2.148599,0.797103
finite,-0.930288,0.608218,0.475685,-0.276117,-0.611858,-0.07167,1.771385,-2.052534,-1.222907,-1.030562,-0.143025,-0.55805,1.4231,1.19188
result,-0.802847,-0.235195,-0.540918,0.028808,-0.329272,1.643398,1.836244,0.78559,0.454766,-0.213308,0.536873,-1.221195,0.470905,0.418086
vertex,-0.629151,1.289105,0.937793,-0.745164,0.066642,-0.479973,1.515359,-1.326698,-1.388423,-1.480164,0.11551,-0.008713,0.299207,1.036894
term,-1.208647,-0.683652,-0.528206,-0.327695,-0.087338,1.341767,0.950961,-0.151011,-0.123072,0.053659,-0.771748,-1.338911,0.486897,0.867415
line,-0.386567,1.004176,0.204686,-0.374924,1.160242,1.595959,0.523111,-0.007585,1.496759,-0.617305,0.615891,-0.421289,-0.047954,0.056717
model,-0.995016,-0.381537,-0.205553,-0.290061,0.8488,0.781547,0.695765,-0.777053,-0.304016,-0.018543,0.883428,-0.50002,1.630774,0.193602
real,0.004769,-1.35416,-0.508406,-0.227207,0.097267,0.987392,0.05688,-0.274548,0.316571,0.178707,0.900104,-0.679624,0.239211,0.911465
property,-0.624386,-0.020787,0.100278,0.136516,1.084555,1.624582,0.829601,-0.507436,-0.207322,0.504175,-0.990807,-1.646147,0.325821,-0.071407
geometry,-1.074462,0.852971,0.547135,-0.011012,0.123546,-0.019772,0.633054,-1.57682,-0.727725,-1.536219,-0.60464,-0.028996,2.273481,0.931936
