word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
finite,-0.606234,1.076032,-0.780204,1.153428,-0.407047,1.3221,0.310755,-0.663153,0.186217,0.533298,-0.129967,0.757775,-1.815983,-0.153031,-1.261275,-0.582917,-0.035865,-0.531208,0.027973,0.332631,-0.133533,1.257367,-1.319769,0.589176,0.084549,0.031688,1.542294,0.366008,1.299491,-0.552373,0.866314,-0.454297
result,-0.629664,0.032707,0.326554,1.138321,0.264785,0.259446,0.333338,0.432115,0.583885,0.270328,1.030491,-0.284142,-0.644088,-1.630355,-0.103098,1.212815,-0.138304,0.490335,-0.354162,0.019853,-1.044352,0.898414,-0.006794,0.74368,-0.339122,0.301323,-0.403578,0.025717,0.24792,-0.357956,-0.595864,-0.610106
vertex,-0.704812,1.063027,-0.450719,0.049389,0.661855,0.805973,0.461588,-1.45385,1.154768,0.092919,-0.21327,1.653547,-0.862098,0.142664,-1.428473,-1.195867,-0.328612,-0.03382,0.442996,0.123144,0.768457,1.370021,-1.547784,0.613265,-0.00316,-0.787391,0.250951,0.095279,0.450332,-1.077534,-0.027459,-0.588403
term,0.169504,-0.122267,-0.205517,0.521542,-0.138244,-0.128988,0.105597,0.514541,0.936423,0.180043,0.820417,-0.113377,-0.970433,-1.49334,-0.41033,0.042441,0.066874,0.001789,-0.037233,0.00867,-0.856202,1.107297,0.070852,-0.273714,0.005283,0.92309,0.54307,0.323853,0.088076,-0.155908,0.333132,-0.523765
line,-0.871046,-0.254607,-0.479565,-0.163431,0.794815,0.09769,-1.184124,0.187877,1.317164,-0.452642,0.079026,0.4924,-0.593078,-0.566987,-0.244164,-0.098978,-0.151035,0.281606,-0.374724,0.699602,-0.561266,-0.38082,-0.469577,1.163156,-0.475278,-0.107336,-0.936019,0.317767,0.630501,0.374701,-0.098305,-0.968777
model,-0.377025,0.57731,-0.165644,0.929816,0.108203,-0.600314,0.790958,0.38317,0.85635,0.357727,0.403978,0.705553,-1.41366,-0.350295,-0.030566,-1.062188,-0.080955,-0.175609,-0.058234,0.049548,-0.387027,0.426972,-0.411227,0.937348,-0.240282,0.109738,0.498174,-0.22352,0.577393,1.893929,0.339923,-0.685486
real,-0.056881,0.033854,-0.353484,0.468318,-0.054562,0.408319,1.086575,0.243162,0.584655,0.077914,-0.316486,-0.084246,-0.354865,-0.670071,0.097913,-0.534728,-0.181436,-0.28927,-0.108365,-0.245709,-1.363801,0.05145,0.379114,0.541362,-1.283131,1.086346,0.192948,-0.667324,0.375355,0.09823,0.108923,-0.256104
property,-0.434389,-1.183277,-0.733876,1.244332,0.194606,-0.174942,0.268677,-0.171194,1.101037,-0.048129,0.544133,0.00323,-1.028995,-0.725858,-0.629922,-1.495528,-0.174629,-0.31,-0.821397,0.071011,-0.865224,1.029428,0.871544,-0.305381,0.425689,0.476335,-0.521197,-0.010691,0.846862,-0.765106,0.139647,-0.47001
geometry,-0.519771,1.479521,-0.446004,1.0862,0.009525,0.903343,0.902741,-0.230337,0.282974,-0.497111,0.06569,0.862733,-2.082331,-0.107558,-0.566605,-0.979144,0.308857,0.092048,-0.446878,0.755831,1.078341,0.525211,-0.897804,0.305643,0.0041,-0.23107,0.882304,0.189189,1.616846,0.102527,0.398093,-0.432748
complex,-0.646402,-0.397089,-0.310089,0.706841,0.418409,0.108522,-0.08948,0.554528,0.879146,-0.908561,-0.082819,1.444379,-1.648083,-0.678368,-0.276348,-0.260436,-0.727238,-0.33639,-0.861034,-0.412925,0.147941,0.796197,0.2863,0.237099,-0.35016,0.45426,0.046364,0.132832,1.112878,-0.33542,-0.163406,-0.15283
linear,-0.879071,1.315541,-0.680452,0.778633,0.851198,1.089891,-0.109337,-0.252459,0.232515,0.700931,0.530202,0.668428,-2.21011,-0.185543,-0.243063,-1.595227,0.117013,0.287117,0.522491,0.092311,0.937288,1.451368,-0.769313,1.543484,-0.563909,0.245376,-0.327443,0.729503,0.443524,-0.135737,-0.145603,-1.185742
polynomial,0.02786,0.958716,-1.111432,1.04298,0.055073,1.925074,0.718983,-1.87415,-0.316186,1.319372,-0.132332,1.362328,-1.058312,0.011916,-0.743297,-0.940143,-0.060888,-0.166358,0.089613,0.07308,-0.028018,1.058475,-1.814828,0.214627,1.242492,0.027368,1.20327,-0.028392,0.93212,-0.973469,0.743548,-1.010603
algorithm,0.115952,1.615535,-1.342046,1.559405,-0.128798,0.558043,0.062939,-1.226269,0.187462,0.99489,-0.671493,0.537953,-1.599149,-0.604681,0.050919,0.094608,-0.077985,-1.215411,0.700112,0.462241,-0.012835,1.261147,-0.926754,0.429545,-0.184595,-0.172487,1.099106,-0.71176,1.063172,-0.455446,-0.188591,-1.438754
mathematician,1.245512,0.740592,0.181232,1.436775,-0.613427,0.962566,0.766988,0.42762,-1.35127,0.408717,-0.3299,0.757494,-0.415282,-0.733594,0.375521,-0.938231,0.70022,0.876135,0.913713,-0.07969,1.701498,-1.043726,0.184044,-0.239647,1.734584,0.100506,0.17033,-1.484504,0.254939,0.308101,2.030985,-0.940172
definition,-0.632303,0.369013,-0.59444,0.446017,-0.171172,-0.226731,0.196464,-0.010984,0.956242,0.5539,0.086091,-0.419168,-1.735421,-1.143248,-0.115847,-0.284055,0.053234,-0.226017,0.363084,0.632598,-0.43864,1.507472,-0.61936,0.438634,-0.243973,0.711817,1.319911,0.307548,0.232081,-0.064839,0.713959,0.102893
product,0.194659,-0.867092,-0.375123,0.894728,0.160138,-1.006462,1.155481,0.02187,1.949454,0.437099,0.171518,-0.806051,-1.685682,0.673223,0.288948,-0.221617,-0.795803,-1.26173,0.078376,-0.503092,-0.630638,0.978193,0.444996,0.139715,-0.44916,0.701587,-0.073364,0.292937,1.32644,0.847061,-0.617556,-0.972116
state,0.182048,-0.34031,0.009015,0.701054,0.464537,0.113371,-0.510558,1.242229,1.115309,0.412892,0.698629,0.016808,0.160453,-1.906861,-0.547388,-0.379854,-0.496042,-0.480493,-0.286347,0.331943,-0.512884,0.039833,1.005387,-0.18293,-0.475515,0.045669,0.336961,0.284165,-0.394942,-0.627777,0.339671,-0.092429
sequence,-0.668993,0.606398,0.020616,-0.676901,0.26284,0.100412,0.132692,0.075325,-0.192086,0.468374,-0.353225,1.523039,-1.602736,-0.6928,-0.045064,0.297102,-0.732627,-0.579067,0.446493,0.10546,-0.630673,1.312169,-0.30722,1.44258,-0.109373,0.208107,0.987202,-0.544419,1.430851,-0.56991,-0.519852,-0.862288
distribution,-0.812719,-0.105535,-0.267968,0.637044,-0.469853,-0.435649,-0.112862,-0.194161,1.23692,0.865241,0.892409,0.138995,-0.887764,-0.254161,0.520796,-0.450693,-0.358782,0.03705,1.491891,-0.018037,-0.599603,1.727822,-0.113317,0.180235,-0.924696,-0.124437,-0.316515,1.164795,0.916852,-0.008224,0.111124,-0.89642
variable,-0.824629,0.390241,0.037083,0.682178,0.224582,0.125335,0.033503,-0.43797,0.38564,0.554511,0.902376,0.512265,-1.759916,-0.20705,-0.129631,-0.663905,0.335226,-0.434358,0.609608,0.129037,-0.705408,2.239464,-1.646016,0.958718,-0.480423,0.111044,1.127257,0.387078,0.93373,0.317432,0.315328,-0.886467
solution,0.639062,0.036493,-0.818217,1.428306,0.012639,0.258511,0.925061,-0.025097,0.942704,-0.032425,0.13948,-0.621928,-2.186436,0.133619,-0.192023,-0.273969,-0.333072,-0.65361,-0.152951,-0.051252,-0.73005,1.162528,0.162447,0.535894,-0.596066,-0.017151,0.182047,0.446956,0.769133,-0.088459,-0.040368,-0.466215
square,-1.319432,-0.222817,-0.86709,-0.365921,0.932308,0.25946,-0.221773,0.534553,1.194881,-0.066965,0.719775,0.678841,-0.16599,-0.375544,-0.682855,-1.614687,-0.247231,0.424999,-0.293217,0.403746,0.880955,-0.793869,-0.34524,0.371928,-0.313998,0.036534,-1.116661,-0.101475,0.475349,-0.43558,-0.312968,-0.062949
map,-1.215948,0.066343,-0.460925,0.549793,-0.737695,0.014672,-1.214202,-0.329052,0.818036,-0.474118,-0.679941,0.409572,-1.55825,-1.069217,0.911629,-1.05053,-0.044452,-0.420648,0.849289,0.639962,-0.028126,-0.008175,0.078778,0.65469,-0.449107,-0.088128,-0.303735,-0.365466,1.034346,-1.153056,0.073491,-0.27509
class,-0.325018,-0.274253,0.748555,0.620436,0.845233,-0.485196,-0.612511,0.77643,0.739082,0.443271,0.312784,0.207831,-0.143799,-1.243041,-0.502809,-0.410407,-0.031113,-0.240659,-0.323318,-0.685201,-0.75698,-0.271173,-0.999059,0.409162,0.300125,0.150958,0.659037,0.026656,0.60472,1.257908,0.283479,0.000129
integer,-0.498928,0.774766,-0.572336,-0.042003,0.782418,1.356405,-0.117515,-1.276861,0.110881,1.66018,-0.188959,0.585031,-1.568802,-0.37098,-1.131082,-1.27183,-0.303839,-1.372256,0.498034,-0.064742,-0.068919,0.661953,-1.938997,0.555964,-0.082349,0.153051,1.187336,0.050296,0.966473,-1.45821,0.447335,-1.350131
mean,-0.859925,-0.401151,-0.680833,-0.449076,0.213525,0.410258,-0.207706,0.598356,0.695456,0.028668,0.364737,-0.268034,-1.056563,-0.566096,-1.024167,0.502992,0.49815,-0.280711,0.423371,-0.444453,-0.995371,1.090809,-0.436186,0.103388,-0.541568,0.905947,0.372278,-0.02158,0.484527,0.044032,0.453335,-0.075653
proof,-0.340876,0.333307,-0.594258,0.020001,0.222994,-0.352784,1.028497,0.076043,0.153629,0.536177,0.03161,-1.334763,-0.975165,-0.448102,-0.724156,-0.200636,0.293889,-0.201158,-0.170993,0.664057,-0.317642,0.740621,-0.011813,-0.154851,-0.097719,0.035318,0.856628,-0.721715,0.807228,-0.938461,0.165127,0.111527
three,-0.80908,0.025556,0.356055,-0.352086,0.727808,0.023868,-0.251712,1.062993,0.738895,-0.48562,0.641033,0.355518,0.086433,-1.190026,-0.550304,0.207345,-0.073526,-0.060288,0.15503,0.011736,-0.735204,-0.287558,-0.122263,0.404881,-0.050479,0.144857,-0.384093,-0.300642,0.681712,0.140757,-0.620505,-0.5281
dimensional,-0.334626,1.43209,-0.435005,0.693123,-0.706939,0.575279,0.941746,-0.383377,0.650869,-0.298613,-0.437507,1.070977,-2.089989,-0.122793,-1.114571,-1.291411,0.100186,0.167268,-0.218468,0.345903,0.435829,1.170443,-0.614557,1.321979,-0.645927,0.085926,0.722088,-0.561959,1.739228,-0.441398,-0.123221,-0.434696
