word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
order,-0.466408,0.242604,0.986441,-1.42929,0.226136,1.34869,-0.393071,0.712294,0.358617,-0.087416,-0.128527,0.148619,1.647921,0.222631,0.92764,0.057493,-0.754799,-0.594017,0.031811,0.359735,2.203718,2.086122,0.220023,1.119842,0.808576,1.874623,-0.793893,0.365972,0.660295
equation,-0.367555,1.909315,-0.289857,0.447904,-0.661519,-0.927931,-0.496467,1.332241,-0.274492,-0.358418,0.373043,-0.050031,1.353836,0.176723,-0.060009,2.050831,-0.029547,-0.531954,0.355028,0.552495,2.302195,2.901065,-0.318108,-0.53715,-0.155839,1.921307,0.760213,-0.731716,0.87018
first,-0.54557,0.267899,-0.126356,-0.475859,0.222815,0.207395,0.382242,1.028342,-0.075857,-0.467674,-0.250518,0.467489,1.019409,0.018996,0.044504,-0.07742,-0.306156,-0.440732,-0.739151,1.914973,2.023469,2.113996,-1.012063,0.52561,0.246017,1.795256,-0.316687,0.403296,-0.235276
vector,-1.178316,0.289565,0.127467,-1.840683,0.26839,-0.929292,-0.914419,-0.03504,-0.641629,0.794992,0.130242,-1.268909,1.341793,0.141302,-0.254501,-0.072334,0.092598,0.273747,-0.321442,0.562147,2.070946,3.297508,0.771346,-0.651386,1.194593,0.746557,0.982281,-0.198087,0.797566
algebra,-0.029507,-0.858297,1.576964,-0.650213,0.629535,-0.210854,-0.47675,0.498278,-1.461527,-1.728192,-0.821484,0.223864,0.913156,1.379337,0.65938,0.077986,0.649573,0.147779,-0.911415,0.390828,1.857721,2.772544,1.290809,0.118294,0.115842,1.400456,1.19345,0.355144,-0.155339
$\mathbb{N}$,-1.312783,0.494701,-0.108073,-1.680912,-0.324248,-1.147333,-0.117327,0.023027,0.23797,-0.416534,-0.229829,-0.354177,2.023162,0.940748,0.348587,-1.978862,0.086659,-0.760605,0.221072,-0.233131,1.332851,1.734199,-0.433373,0.469541,1.139346,1.761803,-0.561739,-0.363366,0.861701
field,-0.708466,0.797928,0.63547,0.086741,0.871127,-1.056231,0.731712,-0.280874,-0.760643,-0.549568,-0.770669,-0.964929,1.609957,1.372955,0.200561,0.91161,-0.28947,-0.077904,0.347723,0.350868,1.616008,3.17237,-0.004756,0.259768,0.323845,0.931687,1.116419,-0.150022,0.01799
element,-0.505206,0.764273,1.592356,-2.022424,0.356614,-0.210841,0.000746,0.255834,-0.283313,-0.646579,-0.076542,-0.594303,1.204435,0.309921,0.522471,-0.518172,0.523262,-0.69577,-0.157324,0.668505,1.078563,2.509491,0.103897,0.461324,1.135179,1.471299,-0.187958,-0.280273,-0.164075
system,0.332637,1.905079,0.87397,-0.98752,0.469945,0.121014,-0.036516,0.707014,-0.152086,0.013424,-0.432432,-0.614228,0.602241,1.128859,0.756961,1.241483,-0.394425,0.006959,-0.867677,0.738582,1.816711,2.612223,-1.517307,0.16398,-0.254867,0.530801,0.53923,-0.503183,0.154418
matrix,-1.243171,1.04153,0.421485,-1.784463,0.13641,-0.399854,-0.900731,0.194244,-1.17388,-0.183279,-0.681024,-0.610574,1.347773,-1.097216,1.691158,-0.596488,0.987813,-0.108651,0.293096,0.482486,2.492229,1.760616,0.77614,-0.748038,0.0442,1.532787,1.412094,-0.68996,0.079721
mathematical,0.126923,0.052429,0.480339,0.205799,0.635604,0.057931,1.571092,1.121169,-2.045455,-0.555535,-1.022392,0.312471,1.229711,0.271984,0.597145,1.090016,-0.408265,0.793726,-2.038836,1.447228,1.571127,1.955545,-1.574173,1.422708,0.021334,0.412745,0.636608,0.035455,0.745118
method,0.199083,1.344634,0.322334,0.42128,-0.387033,1.098793,0.127268,0.790871,-0.310931,-0.018658,0.528379,-0.088457,0.594217,-0.013498,1.052063,0.01022,0.973034,1.17626,-0.026569,1.17316,2.806966,2.045008,-1.276178,-0.457131,-0.371941,1.706485,0.057252,-0.595133,1.063561
finite,-0.245802,0.523777,1.503383,-0.847781,0.253758,0.711981,0.519929,0.016959,-0.009227,-0.790072,0.296797,-0.160668,1.531584,1.526685,0.692232,-1.099295,0.726526,-0.99379,0.306896,-0.203338,1.779089,2.722875,-0.030289,0.560626,1.181083,0.765062,0.616603,0.17916,0.021355
result,-0.615313,0.785706,0.403175,0.081993,-0.058262,0.030896,-0.036359,0.781905,0.417152,-0.169288,0.027028,0.440349,1.054373,0.003443,0.713312,-0.483205,0.529966,0.015001,0.279687,1.345881,2.644531,2.012223,-1.054192,0.597041,0.398543,0.872174,0.158218,-0.139962,-0.399164
vertex,0.578791,1.153808,-0.074227,-2.365164,0.327941,0.521555,-0.314081,0.864219,1.353588,-1.562969,0.301584,0.09425,2.155581,-1.763004,0.231026,-1.633657,-0.987394,0.257089,-0.10529,-0.53926,1.628388,1.413285,-0.215438,1.020359,1.890166,0.940465,-1.678422,-0.365409,0.33995
term,-1.148199,0.984349,0.199185,-0.55966,-0.159138,-0.035938,-0.490754,0.041509,-0.696697,-0.084734,0.101788,-0.040726,1.203974,0.424047,-0.003837,0.654332,0.492597,-0.648656,-0.318335,0.646219,2.679813,2.066852,-0.204951,0.726043,0.179446,1.320371,-0.884443,0.080552,-0.015359
line,-0.434514,0.383752,0.107916,-0.3124,-0.900323,-0.297239,-0.352911,0.583662,0.551574,-0.804609,0.259647,-0.631616,0.208749,-0.688,-0.440912,-0.921237,-0.865133,0.270249,-0.873762,0.315803,1.238524,3.603675,-0.784235,-0.462834,1.879392,0.240502,-0.915654,-0.512545,0.059696
model,1.758713,1.060587,0.405993,-0.442444,0.214208,-0.265944,-0.534551,-0.107517,0.852672,0.533199,-0.433371,-0.074776,1.02075,1.200835,-0.131946,0.232943,0.08579,0.155065,-0.525033,0.726814,2.814023,2.194521,-1.565321,1.028063,-0.20268,-0.187697,0.39178,-0.282745,0.89263
real,-1.415947,0.201618,0.660346,-0.323136,-0.177514,-0.180543,0.065995,0.11614,-0.89804,-0.492173,0.605028,-0.055457,1.451971,0.796711,0.345504,-0.302831,0.211846,-1.042028,-0.632202,0.596991,1.787211,2.944682,-0.286588,-0.389731,0.93066,0.36939,0.541261,-0.597116,0.553998
property,-0.348296,0.240649,0.887629,-0.431946,-0.034891,0.724777,-0.345159,-0.105006,0.148638,-0.214166,-0.395749,0.545186,1.29146,0.561155,0.574951,-0.061317,0.589784,-0.403187,0.339401,0.341344,2.341619,2.550499,-0.258232,0.684465,1.713951,0.32048,0.304081,-0.140883,-0.405328
geometry,0.93284,-0.475978,-0.5433,1.250507,0.510663,0.0168,0.68644,1.737687,-1.023528,-0.749509,-0.333441,0.09625,1.288951,0.776894,0.412395,0.470828,-0.571782,0.667677,-1.053182,-0.006713,1.882175,3.185587,0.252222,-0.045825,1.026859,0.611863,0.185951,-0.371292,0.264801
complex,-0.67235,0.182528,0.069624,0.291318,0.375391,-0.241215,-0.343586,0.09301,-1.072806,-0.66114,0.407512,-0.443351,1.890449,0.854592,0.534037,-0.354885,0.07278,-0.340468,-0.418118,-0.342605,2.039007,2.874491,0.175382,-0.77771,1.011287,0.630655,0.325824,0.653742,0.65358
linear,-0.078446,1.014939,0.689394,-1.130241,0.046146,0.149698,0.186842,-0.145082,-0.034071,-0.394695,0.367098,0.059224,1.185668,0.176276,1.150227,0.79252,0.255749,0.052923,-0.423159,0.423388,2.798883,2.384888,0.401931,-0.755125,0.625064,0.962136,1.206565,-0.065737,1.40768
polynomial,-1.104313,1.214244,-0.10523,-0.654379,-0.242837,-0.20562,0.728662,-0.26855,-0.881756,-0.893746,-0.689848,0.807971,1.562133,0.803867,0.791971,0.062869,1.202792,-1.183364,1.333275,-0.05772,2.132554,1.542021,-0.324763,-1.187122,0.369906,2.13637,-0.518405,-0.551686,1.021514
algorithm,-0.240529,1.277682,-0.037859,-0.720147,-0.535214,1.056868,0.666811,0.495959,0.895961,-1.00542,-0.165923,-0.475044,0.545955,0.298231,2.122131,-0.989668,1.131988,0.632582,0.459276,0.299461,2.962124,1.202601,-2.230747,-0.858826,-1.005808,1.321561,-0.203711,-0.035211,1.227308
mathematician,-0.011452,-0.705487,-0.468495,0.075957,1.845966,0.767817,1.712768,1.616379,-2.257056,-2.183252,0.58811,-0.720739,0.331589,0.858942,-0.207333,0.940938,-1.360945,0.073275,0.174119,2.424569,1.699192,0.720795,-1.206029,0.400471,0.320947,0.491172,-0.070546,0.728765,1.279287
definition,-0.897818,0.013368,0.390078,-0.579367,-0.310939,0.276706,-0.262128,0.096793,-0.273264,-0.283014,-0.155866,0.450573,1.270111,1.137265,0.17267,0.015778,0.879539,-0.013459,-0.398594,0.449756,2.292029,2.544226,-0.118721,0.635706,1.222729,0.509583,0.047631,0.274573,-0.151124
product,-1.467429,-0.745029,0.223797,-1.298235,0.155133,0.556663,-1.061768,-0.206926,-0.947814,0.142109,-0.743281,-0.581338,0.588254,0.453274,0.535914,-0.936745,0.056843,-0.12234,-0.108805,0.921278,2.226675,2.632986,0.917489,-0.21388,0.798723,1.15566,0.287797,0.205876,-0.062667
state,-0.319543,0.830197,0.260507,-1.284627,0.772974,-0.055046,0.908571,0.571016,-0.073773,-0.726465,0.337733,-0.372911,1.422778,0.36734,-1.383347,0.538474,-0.117051,0.120802,0.388621,0.472613,1.497061,1.421563,-1.827342,1.027464,0.781977,1.491357,0.978654,0.530828,-0.238926
sequence,-0.963265,0.767739,-0.153985,-0.998884,-0.544936,0.910005,-0.134257,-0.091316,-0.2706,0.009632,-0.078008,0.746522,2.32285,0.871158,0.863941,-1.627827,0.785385,-1.655524,-0.228554,0.811566,1.349416,1.161734,-0.946607,0.236243,1.31672,1.018434,-0.592743,0.96564,0.187789
distribution,1.078524,0.853102,-0.271822,-0.147543,-0.3837,-0.89895,-1.542603,-1.229518,-1.172611,0.786349,-0.014027,0.314768,0.951253,0.03626,-0.732539,-0.984089,0.66696,-1.124914,0.614603,1.185151,3.665155,1.100913,-1.032612,0.684077,1.125695,0.359425,0.121161,-0.333104,0.618146
variable,-0.432033,1.158653,0.922079,-1.412448,-0.413049,-1.18884,-0.839335,-0.334845,-0.783388,0.660567,0.287923,0.468853,1.47621,-0.195266,-0.572395,0.54371,1.104864,-1.089122,-0.8297,1.015896,2.540211,1.702944,-1.267924,0.32557,0.494131,0.654996,-0.101256,-0.307749,1.18647
solution,-0.717597,1.671206,-0.15246,0.316948,-0.429383,-0.315616,0.416677,0.714536,0.845284,-0.035827,0.707018,0.560823,1.627145,-0.099922,0.53267,0.496575,0.144701,-0.153482,0.168288,0.781626,2.082684,2.228381,-0.822157,-0.595701,0.268677,1.370127,0.155954,-1.115101,0.400823
square,-0.401448,0.703599,-1.046501,-1.205191,-0.150344,-0.013052,0.000408,0.66103,-0.690598,0.301938,0.077102,-0.601251,0.711578,-0.624587,0.651058,-1.695755,-0.296425,-0.089453,-0.270083,0.695909,2.493402,1.634,0.710393,0.322527,0.543978,1.550442,-0.896888,-1.829119,-0.088055
map,-0.507596,0.419555,0.17276,-0.834497,-0.20162,0.043994,-0.651334,-0.366105,0.847905,0.245399,-0.009698,-0.21763,0.722392,0.731257,0.385382,-0.152086,-0.218767,0.012954,-0.363828,0.351051,1.353289,2.885692,0.381845,-0.945141,2.323512,0.619437,0.396672,1.784771,-0.25461
class,-0.708281,0.206994,1.18589,-0.318634,0.649452,0.118198,0.586978,-0.073434,0.786397,-0.839735,-1.099721,0.803385,1.122418,1.33624,0.275268,-0.185196,-0.985916,-0.374491,-0.10316,0.507785,1.459858,2.559851,-0.134637,0.433153,0.472171,0.83087,0.12296,0.755367,0.67363
integer,-1.998416,0.863718,0.519421,-0.9034,-0.30337,-0.150986,0.589124,0.038201,-0.711154,-0.571978,-0.612231,0.163091,1.230058,1.219427,1.138195,-1.091642,0.209496,-1.387722,0.323875,0.337374,1.271609,2.155801,-0.733306,0.21069,0.687943,1.532141,-0.561895,-1.11492,0.265437
mean,-0.718069,0.451602,0.426081,-0.550963,-0.142523,-0.61548,-0.499698,-0.542652,-0.171717,0.44394,0.706437,-0.398176,0.480068,0.322793,-0.148732,-0.469467,-0.047791,-0.411132,-0.052243,1.016209,2.833146,1.848983,-0.174632,1.047865,0.93327,0.404272,-0.466458,-0.358204,0.192672
proof,-1.185151,0.237026,0.158477,0.168608,-0.896464,0.593315,0.624057,1.577491,0.422529,-0.63414,-0.35445,1.335496,0.479404,1.050241,0.755812,-0.333017,1.357381,0.55814,-0.084677,1.189808,1.834916,1.895232,-1.183868,0.790952,0.707779,1.052859,0.423487,-0.331914,-0.916119
three,0.135775,0.470012,-0.022669,-0.670873,0.674556,-0.305476,0.07669,1.299228,-0.043903,-0.692521,-0.662654,0.02451,1.252973,-1.103484,-0.078177,-0.777277,-0.944885,-0.373179,-0.650556,0.957639,1.607448,2.728806,-0.655464,0.329916,0.760906,0.920036,-0.978755,-0.523809,-0.400585
dimensional,0.297801,0.628771,-0.394959,-0.512389,0.74125,-0.498472,-0.521115,1.224942,-0.231844,0.253558,0.201117,-0.449655,2.28459,0.694765,-0.104316,-1.255707,-0.319096,0.129859,-0.585439,-0.726999,2.100878,2.88099,0.49031,-0.185491,0.893786,0.462846,0.686721,-0.290719,0.204984
zero,-1.770028,0.719767,0.555201,-0.583341,-0.287499,-0.810375,0.238089,-0.168329,-0.57655,-0.018086,0.631319,-0.782174,0.87172,0.007087,-0.306201,-0.831807,0.378094,-1.282634,0.382894,0.226897,1.911757,2.299912,-0.629485,0.398108,1.022327,1.167663,0.314812,-0.646662,-0.517608
algebraic,-0.490961,-0.190707,1.13354,0.784374,0.758218,-0.029091,0.986419,0.797473,-0.86029,-1.352755,-0.316583,0.395528,1.248561,1.753891,0.502016,0.404191,0.308818,-0.020855,-0.117538,-0.358351,1.723233,3.000502,0.406543,-0.148145,0.61343,0.966292,0.186109,0.765173,0.84772
formula,-1.872195,0.858075,-0.33226,-0.375459,-1.570257,0.461098,-0.790667,0.944832,-0.356205,-0.40776,-0.867526,1.028503,0.048858,0.553929,-0.447385,0.510511,0.517275,-0.249874,0.207875,0.770137,2.527795,1.977405,0.043501,0.254518,0.356495,1.640171,-0.17407,-0.226297,-0.250976
ring,0.170337,-0.427745,1.302767,-0.705284,1.149439,-0.703294,0.358477,-0.646568,-1.00232,-0.913577,-0.667765,-0.116911,0.708715,1.626564,0.41303,-1.123999,1.285218,-0.578263,0.557249,-0.585118,1.496967,2.241498,0.918982,-0.287331,1.504113,1.842746,-0.39766,0.194577,-1.369957
edge,0.39146,1.424774,-0.422936,-2.279909,0.016286,-0.08405,0.075055,0.59736,1.617569,-1.477737,0.194829,-0.201021,1.821882,-1.995456,0.637784,-1.366231,-0.914763,0.141247,-0.46372,-0.315056,1.823448,1.24899,-0.044909,0.875245,1.566586,0.333943,-1.422913,-0.126719,-0.090896
sum,-1.717568,0.516589,0.148566,-0.731215,-0.592772,0.056077,0.106173,-0.057384,-0.666593,-0.1312,-0.060567,-0.054569,0.863093,-0.303544,0.191453,-1.432578,0.190438,-1.287332,0.280213,0.782083,2.167713,1.91987,0.622349,0.542038,0.565171,1.483431,-0.391289,-0.481662,0.135905
plane,0.475064,0.172437,-0.229331,-0.078555,-0.255477,0.078288,-0.939174,1.527621,0.205299,-0.993857,0.660342,-0.526305,0.901118,-0.098969,0.031614,-0.412552,-0.890279,-0.282846,-0.419116,-0.29536,1.115915,3.639424,-0.005389,-0.841379,2.000349,0.152975,-0.759797,-0.807568,0.048041
analysis,0.957863,0.439659,0.497957,0.838248,-0.204773,-0.083967,0.171816,-0.077286,-1.325992,-0.144255,0.005279,-0.000362,1.24668,0.473492,1.258172,0.703176,0.709835,0.280285,-0.865795,0.754096,2.636256,1.756515,-1.177804,0.357138,-0.048097,0.477236,1.336906,0.172463,1.122291
dimension,-0.32091,-0.181349,0.099683,0.090762,0.431531,-0.670068,-0.239047,1.083986,-0.223124,0.215121,0.047621,-0.54811,2.373454,0.445622,0.128833,-1.168229,0.068993,0.057926,0.11992,-0.803348,1.732785,2.691228,0.202574,0.400989,1.162595,0.638223,0.202484,-0.491741,0.352174
curve,-0.122717,0.675245,-0.808548,1.121637,-0.785177,-0.675193,0.717107,-0.11303,0.404375,-0.658023,-0.176333,-0.401624,0.463392,0.289819,-0.831113,-0.514623,-0.791268,-0.368105,0.115744,-0.535812,1.36777,3.468561,-0.784741,-1.489113,1.310766,0.260752,-0.447528,-0.076944,0.657904
type,0.077246,0.665644,1.036493,-0.755128,-0.085344,-0.382217,-0.918115,0.464218,0.22153,-0.678121,-1.01516,0.371872,0.961113,0.98809,0.006556,-0.53926,0.097763,-0.568392,-0.730391,-0.280729,2.166226,2.347108,-0.851401,0.748117,-0.147391,-0.022235,-0.099797,0.129012,0.043971
operator,-1.204453,0.377933,0.347252,-1.445351,-0.453156,0.331722,-1.380152,0.010992,-0.678368,-0.801332,-0.007358,-0.430754,1.391894,0.214652,0.406437,1.012519,0.068181,-0.410155,-0.322832,-0.093329,2.171261,1.788615,0.450581,0.052064,0.40428,0.854319,2.389676,0.452195,-0.238473
prove,-0.767652,-0.234904,-0.334785,0.46374,-0.31913,0.319566,0.442749,1.195194,0.875253,-1.214575,0.053088,1.369348,0.857205,1.212916,0.248396,-0.226022,0.587193,0.159945,1.286347,1.474907,1.790595,1.79244,-0.879686,0.653578,0.745108,0.869641,0.659974,-0.566015,-0.510163
probability,0.193157,0.929775,0.595493,-0.725729,-0.369069,-0.87577,0.071521,-0.415783,-0.527264,0.574063,0.203702,0.341616,1.277107,-0.010862,-0.939548,-0.343378,0.82926,-0.679819,-0.168524,1.7094,2.370792,0.974005,-1.542705,1.764057,0.593271,0.467939,0.405214,0.232087,1.219902
structure,0.44922,0.273913,0.660156,-0.541005,0.647788,-0.477166,-0.250951,-0.228312,0.418596,-0.303843,-0.827068,0.02117,1.670798,0.984009,0.470792,-0.155197,0.423989,0.147176,-1.094394,-0.29413,2.077214,2.759234,0.143756,0.28697,0.313364,-0.048923,0.11605,1.057281,-0.289891
representation,-0.795469,1.467722,0.671646,-0.262321,0.68249,-0.555977,-0.546161,0.521351,-0.733445,-0.820324,-0.991323,-0.180187,1.362766,0.585212,1.338954,-0.546534,0.200087,-0.260347,0.27282,0.203631,1.62698,2.230826,0.816423,-0.330547,0.310017,0.576992,0.38309,0.83219,-0.101364
series,-0.450694,0.685144,-0.332202,0.575843,-0.904631,0.122394,-0.120954,-0.26046,-1.651994,-0.169685,-0.027323,0.637937,1.172789,0.233759,1.240095,-0.480072,-0.016157,-1.192226,-1.086334,1.242197,2.019825,1.209253,-0.292231,0.286203,0.675642,1.639134,0.465883,0.189902,-0.044711
prime,-1.09825,1.006367,0.094969,0.100279,0.31612,-0.261599,1.123406,0.130812,-0.682726,-0.625338,-0.772537,0.953906,0.544656,2.052698,0.386516,-1.805542,-0.577311,-1.0936,1.293947,0.478126,1.013903,1.121144,-0.908047,0.544756,1.259831,1.68039,-1.016756,-1.790987,-0.175044
measure,-0.337724,0.258105,-0.09422,-0.259942,-0.290293,0.280119,-0.357245,-0.586366,-0.494782,0.97212,0.275823,-0.849344,1.104282,0.351625,-0.121629,-0.488942,0.255613,-0.329345,-0.067115,1.226463,2.281277,2.230625,-0.762767,1.342413,1.507877,-0.364617,0.785546,0.066339,0.335786
equal,-1.381522,0.46112,-0.006408,-0.850979,-0.61561,-0.298112,0.171054,-0.423994,-0.195371,-0.036201,0.046414,-0.646909,0.718875,-0.758553,0.126105,-0.946581,-0.478554,-0.459829,0.380851,0.859121,1.736281,2.093043,0.127357,1.082195,1.463073,0.964203,-0.648235,-1.265226,0.236183
lie,0.014496,0.191054,1.215643,0.16034,0.650237,-1.062738,-0.831863,0.108249,-0.578311,-1.767037,0.165076,-0.20628,1.022367,-0.074091,-0.330214,-0.761066,0.243652,0.49882,-0.013978,0.04093,1.290298,2.943155,1.256221,-0.104373,0.941212,0.8392,0.391757,0.258823,-0.489651
manifold,-0.779238,-0.644476,-0.878715,0.843734,0.540627,-1.186193,0.611642,0.603991,0.844357,-0.206249,-0.031598,0.145015,2.787276,0.901713,-0.298757,-0.830031,-0.412452,0.21099,-0.569718,-0.52521,1.533119,3.280559,0.760227,-0.547099,0.915418,-0.376674,1.697636,0.793049,-0.044479
degree,-0.329593,0.300961,0.211154,-0.101398,0.407536,-0.471747,0.830402,-0.656777,-0.096538,-0.489138,-0.140416,0.433395,2.136384,-0.518367,0.717304,0.733676,-1.050343,-0.08891,0.455435,-0.032932,1.357894,1.319267,-0.302866,0.559769,1.789534,2.895384,-0.97844,-0.278778,0.225537
differential,-0.124974,0.294707,0.038365,0.823844,-0.263452,-0.479437,0.3348,0.38335,-0.822577,-0.301955,0.102035,-0.048686,1.617172,0.421709,0.124896,1.657111,0.000386,-0.10714,-0.566418,0.268177,2.111901,2.622305,0.371151,-0.296863,0.31153,1.338386,1.217187,0.687161,1.143372
$\mathbb{C}$,-0.704729,0.192651,0.977814,-1.418408,-1.249844,-1.110528,-0.804163,-0.772773,0.68038,-1.34957,-0.300131,-0.214012,-0.247049,0.833369,0.448822,-0.767075,-0.579987,0.462962,-0.209116,0.186212,1.130862,2.096839,-0.388157,0.417048,1.375315,1.300145,-0.00525,-0.473927,0.28103
regular,1.733312,-1.605603,-0.159513,-0.720333,-0.040419,0.481922,-0.646784,0.98291,-0.362394,-1.195057,0.039945,0.702339,1.575184,0.050282,0.61686,-1.989253,-0.154693,-1.540794,-1.004755,-0.417424,1.98653,1.741169,0.49448,0.609515,1.629472,0.731609,-0.68048,-0.570216,-0.395849
