word,1,2,3,4,5,6
tree,-0.933731,0.306229,0.806183,0.466355,0.229355,-2.185225
component,-0.394728,-0.393655,-0.159702,2.983837,-1.172813,-1.210367
lattice,0.333396,0.402902,-1.029231,0.933896,-2.048233,-1.64821
inequality,1.585396,0.480153,0.267514,1.11624,-2.147021,0.221823
volume,-0.046653,0.347124,-0.006874,0.518145,0.476736,-0.130275
section,-0.341425,-0.121318,0.213538,1.696087,1.133552,-0.975097
add,-1.344364,-0.354162,0.813185,1.349748,0.049421,-0.891968
$\mathrm{e}$,-0.220352,-1.312712,-0.004053,0.013289,0.773504,0.184236
fundamental,0.932341,0.415391,1.068335,1.939125,-1.697228,0.141598
game,-2.81343,-1.563204,0.554745,1.221834,0.782822,0.592771
polytope,0.510942,1.185926,-2.370845,-0.153883,-1.504451,-1.14032
smooth,-1.325128,0.107765,0.04208,0.500753,-1.415448,-2.431143
partial,0.034283,0.317565,0.08292,1.32412,-0.645032,-0.768898
extend,-0.502585,-0.079236,0.339929,1.574647,0.713051,-1.434389
multiplication,0.890571,-0.816207,-0.664995,0.91585,-2.530603,-1.170066
boundary,0.471806,1.036652,0.18663,1.624491,0.615892,-1.645087
local,-0.165033,0.252825,1.518598,1.855826,1.339326,-0.477066
node,0.082004,-0.867105,-0.732922,1.798342,-1.792111,-1.414353
develop,-0.688459,0.156867,1.001828,2.052788,-0.320702,-0.281744
difference,-0.12114,-0.409291,1.190409,1.910281,-1.172172,-0.890266
statement,0.288384,-0.247136,2.157623,1.492862,-1.266304,0.791396
tensor,1.055151,0.033726,-0.73532,0.806857,-2.604198,-1.294793
discrete,0.432878,-0.062313,-0.694317,1.691032,-2.422044,-0.5843
variety,-0.765067,-0.088009,1.125118,1.318611,-0.494694,-1.016869
generalize,0.69575,0.595781,-0.263316,0.882019,-2.641621,-0.621888
sample,-1.288732,-0.326357,0.244147,1.225402,-1.351521,-0.765681
statistic,-0.08494,-0.619346,-0.432813,1.995259,0.792055,1.306782
axis,0.174205,-1.155224,-0.057304,0.958297,-0.523343,-2.162478
hyperbolic,0.640823,0.551437,-1.443496,0.28599,-2.471364,-1.346511
rotation,-0.562815,-0.615771,-0.691245,1.226688,-1.351374,-1.210935
Hilbert,1.074024,1.202076,-0.667887,0.291212,-2.303501,-0.15159
digit,-0.184873,-1.648322,-0.831304,1.209299,-1.087576,-1.16429
intersection,-0.292663,0.602134,-1.781064,1.034513,0.94761,-1.364191
addition,-0.684069,-0.067022,1.01625,1.824995,0.303271,-0.517061
expression,0.400499,-0.352403,1.542928,1.414899,-1.978529,-0.611731
Student,-0.02246,-0.013471,1.137873,1.652062,1.054019,1.048147
