word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
element,0.209834,0.249825,-0.073424,0.169638,0.000558,-0.163104,-0.371383,-0.191307,0.301483,-0.186398,0.49282,-0.872396,0.829999,1.811197,0.646012,-0.052901,-0.514607,1.556477,0.718043,0.416181,0.002693,0.186137,0.001803,-0.280322,-0.007627,0.551945,0.112414,1.019045,0.796167,-0.922961,-0.23151,-0.609836,-0.485044,-1.061475,-0.182565,-0.427594,0.462488,-0.016557,0.000177
system,-0.181374,0.370634,-0.675771,-0.16164,-0.264977,-0.38125,-0.250022,-0.232807,1.061368,0.684063,0.112156,-0.042408,0.103144,1.085291,-0.18764,-0.0073,-0.323105,1.650796,0.864716,-0.08216,-0.448389,1.501425,-1.239207,-0.672308,0.562379,-0.324995,-0.112576,1.872097,0.548073,-0.526222,0.711666,-0.40213,0.420482,0.134799,0.204713,-0.449009,-0.006604,-0.402681,0.276664
matrix,0.457669,1.088987,0.00389,0.040416,0.42365,-0.884037,-0.163612,-0.289437,0.376149,-0.520359,0.664347,-0.081605,-0.230313,1.643614,-0.283677,-0.730788,-0.143904,0.903108,1.494355,0.409748,-0.502565,0.33841,0.802536,-1.004905,0.307215,-0.146765,0.497301,0.076469,1.003302,-0.370774,0.293543,-0.98493,0.526479,-0.393664,-0.735697,0.846612,1.175737,-0.531347,0.129508
mathematical,-0.850496,1.170776,0.574317,-0.100242,0.295201,-0.529253,-0.537715,-0.277445,0.791706,1.412812,0.436618,-1.141213,0.329393,1.673577,0.213847,0.286154,-0.151892,-0.41964,0.360861,0.710942,0.254861,1.312133,-0.119397,-1.270182,0.120177,0.348054,-0.16201,0.36474,1.028586,0.845315,0.392431,-0.267413,-0.018587,-0.090046,-0.207118,0.993589,1.574943,-1.304258,-0.260146
method,0.169049,0.833597,-0.805094,-0.544312,0.104013,-0.68294,0.078294,0.082563,1.124261,0.71522,1.031183,-0.966896,0.345281,1.950747,-0.456834,0.42854,-0.169425,0.667975,1.133165,0.296544,-0.075621,0.907068,0.087808,-0.73628,0.380831,0.809188,-0.488359,1.207579,0.414133,-0.083185,0.5798,-0.099025,-0.33115,-0.586815,0.129517,0.480783,0.047313,-0.622419,0.280207
finite,-0.500819,1.260125,0.075239,0.512895,0.392099,-0.367439,0.227616,-0.133084,0.997052,0.325137,0.726153,-0.316836,-0.003605,1.645762,0.203292,-0.39549,0.449017,0.434746,1.065462,0.646101,-0.464593,0.716818,1.145147,-0.64879,0.546624,-0.794227,-0.06936,0.797569,1.427533,-0.331176,1.52308,-0.567151,0.174935,-0.438323,-1.344591,1.146407,1.849181,-0.66193,-0.226167
result,0.21645,-0.280313,-0.77798,-0.857969,-0.058787,-0.794652,-0.010726,-0.310097,1.051651,-0.05844,0.441895,-1.068688,-0.16633,-0.593069,-0.48388,0.851223,-0.299846,1.232873,0.660942,0.843036,-0.443265,0.615717,-0.278175,0.090463,0.037016,0.108974,0.849075,0.627786,0.525336,0.255943,0.340723,-0.095589,-0.379634,-0.529312,-1.02798,-0.012753,-0.664952,0.244593,0.193019
vertex,0.253998,0.932784,0.513522,0.768263,-0.677988,-0.1668,0.366142,-0.705062,0.529372,-0.58395,0.473688,0.05078,-0.862669,1.24294,-0.76196,-0.72787,0.285218,-0.149695,1.027678,-0.25034,-0.74265,0.191876,0.160728,-0.358261,-0.570641,5.6e-05,0.768163,0.148925,0.453422,-0.656282,0.573477,-1.0228,1.045161,-0.217695,-1.669552,0.184446,2.497362,-0.473528,-0.637756
term,-0.25354,0.34982,-0.40937,-0.283305,0.486847,-0.609767,-0.398212,0.212844,1.145872,-0.112735,-0.084005,-0.784861,0.996571,0.273539,-0.051208,0.885892,-0.135602,0.238721,0.499877,0.142633,-0.640019,0.435466,-0.411029,-0.077267,0.120491,0.165859,-0.076758,1.308395,0.412416,-0.255175,0.346397,-0.470364,-0.37672,-0.711319,-0.705538,0.031541,-0.28968,-0.055851,-0.062418
line,0.135267,0.123213,-0.133257,-0.05495,-0.190289,-0.140049,0.934623,-0.271124,0.506762,-0.290037,-0.626279,-0.033593,-0.016751,-0.201049,-0.022781,-0.129588,0.198487,1.709915,0.758551,0.161325,0.407273,0.88795,-0.888387,0.481572,0.154127,0.349983,0.084756,0.767568,0.02446,-0.40194,-0.29837,-0.314845,0.146145,0.313403,-0.776354,-1.557588,0.823669,0.442577,-0.326064
model,0.436378,0.952172,-0.757632,0.472378,0.128292,-0.616691,-0.713744,0.522093,0.343262,0.760792,-0.037851,0.207037,0.551212,1.219713,0.105712,-0.471864,0.115949,1.256243,0.736856,0.307823,-0.338281,1.202009,-1.312222,-0.56945,0.454538,0.149375,0.429348,-0.172594,0.578392,-0.23421,0.640586,-0.426449,0.15045,-0.218774,0.086154,-0.183346,-0.374862,-0.115974,-0.600345
